Cognate_ID,Diaocao,Mangdi,ProtoLalo,Qingyun,Shuizhuping,Xuzhang,Yangliu,Yijiacun
779_782_bestanding,x ə ⁴²,x ɑ̠ ²¹,h y̠ ᶫ/³,h ø̠ ²¹,ɸ y ⁵³,h ø̃ ⁴⁵³,x ɨ ⁵³,x i̠ ⁵³
77_512_custom,ɕ ɯ ⁵⁵ + t u ²¹,l i ⁵⁵ + k i ³³,,,ʈʂʰ u ³³,f ə ŋ ²¹ + s u ³³,ɕ ĩ ŋ ³³,ɛ ²¹ + l i ⁵³
780_284_intestines,x ei ⁴² + v ɤ̪/ɤ ²⁴,x o ²¹ + w u ⁵⁵,h e̠ ᶫ/³ + v u ¹,h ɛ̠ ²¹ + v̩ ⁵⁵,x ɛ ⁵⁵ + v v̩ ³³,x ai ⁴⁴ + v v̩ ²⁴,x ai ⁵⁵ + v v̩ ³³,ɛ ²¹ + v ɨi ⁵⁵ + j o ³¹
781_540_say,b ei ³³,b ɛ̠ ³³,b e̠ H/¹,b ɛ̠ ³³,b ɛ ⁴⁴,b i ³³,b ei ⁵³,tʰ ɨ ²⁴
782_800_hiccup,ə ³³ + t ə ²¹,ɛ ³³ + f u ³³ + k ɨ ³³,ɨ̠ H/¹,t i ⁵⁵ + k ɨ ³³ + ɦ ou ²¹ + m ʉ ³³,k ɨ ²⁴ + d ɛ ²¹,ɨ ⁴⁵³ + t ɨ ³² + d ɛ˞/ɛ ²¹,ɨ ²¹ + m̩ ³³,a ²⁴ + kʰ ə̠ ³³ + ʔ ə̠ ²¹
783_454_winnowingbasket,ɔ ⁵⁵ + m ɔ ³³,o ⁵⁵ + m o ³³,ˀv a ¹,ˀv a ⁵⁵ + m a ³³,l e ⁴⁴ + v a ⁴⁴,l ɛi ³³ + o ⁵³,o/w a ŋ ³³,o ²⁴ + m o ³³
784_622_winnowwithafan,ɔ ⁵⁵,o ⁵⁵,ˀv a ¹,ˀv a ⁵⁵,v a ⁴⁴,ou ⁴⁵³,o/w a ŋ ³³,o ²⁴
785_994_how,a ²¹ + s ei ³³,a ²¹ + d ɛ ⁵⁵ + p ɛ ⁵⁵,,a̤ ²¹ + d a ⁵⁵ + s i ³³,ɛ̃ ²¹ + h ẽ ²⁴,a ²¹ + d ɛ˞/ɛ ²⁴,a ²¹ + kʰ ə ²¹ + l ə ³³,a ²¹ + d a ²⁴
786_754_birth,,,h u ¹,,,,h o ³³,
787_754_birth,,,b ɛ ³,,,,,b a ³³
788_754_birth,dz a ²⁴,ts a ⁵⁵,dz a ¹,,,,,
789_754_birth,,,k a ²,,k a ²¹,kʰ ɨ ⁴⁵³,,
78_510_town,ts ɛ ²⁴,,,ʈʂʰ ə ŋ ²¹ + ʂ ʅ ³³,ʈʂʰ ə ŋ ²¹ + ʂ ʅ ³³,ʈʂʰ ə ŋ ²¹ + ts ɿ ³³,p a ³³ + ts ɿ ³³,tsʰ ə ŋ ²¹
790_754_birth,,,tsʰ y ²,tsʰ y ²¹,,,,
791_432_liquor,dz ɿ ²⁴ + b ɛ ²¹,dʑ i ⁵⁵,dʒ i ¹,ɖʐ ʅ ⁴⁵,ɖʐ ʅ ²⁴,ɖʐ ʅ ²⁴,dz ɿ ³³,dʑ i ²⁴
792_162_wheat,s ɔ ⁵⁵,kʰ a ²¹ + ɕ ɛ ŋ ⁵⁵,ʃ a ¹,ʂ a ⁵⁵,ʂ a ²⁴,ʂ o ⁴⁵³,s a ³³,s o ²⁴
793_232_nose,n a ⁵⁵ + kʰ ɤ̪/ɤ ³³,n o ⁵⁵ + kʰ u ³³,ˀn a ¹ + kʰ a ŋ ²,ˀn a ⁵⁵ + kʰ ə ³³,n a ⁴⁴ + kʰ v̩ ³³,n ɨ˞ ⁴⁵ + kʰ ɤ̪˞/ɤ ³³,n a ⁵⁵ + kʰ o ²¹,n a ²⁴ + kʰ v̩ ²¹
794_232_nose,n a ⁵⁵ + kʰ ɤ̪/ɤ ³³,n o ⁵⁵ + kʰ u ³³,ˀn a ¹ + kʰ a ŋ ²,ˀn a ⁵⁵ + kʰ ə ³³,n a ⁴⁴ + kʰ v̩ ³³,n ɨ˞ ⁴⁵ + kʰ ɤ̪˞/ɤ ³³,n a ⁵⁵ + kʰ o ²¹,n a ²⁴ + kʰ v̩ ²¹
795_948_twenty,n̩ ²¹ + ts ei ⁵⁵,n̩ ²¹ + tɕʰ ɛ ⁵⁵,n i ² + ts e ¹,n̩ ²¹ + ts i ⁵⁵,n̩ ²¹ + tsʰ e ²⁴,n̩ ²¹ + tɕʰ i ⁴⁵³,n̩ ²¹ + ts ei ³³,ŋ̩ ²¹ + tɕ i ²⁴
796_981_right,l ei ⁴² + ts ɿ ⁵⁵,dʒ ə ⁵⁵ + s ɿ ⁵⁵,ʒ a ¹,j ɛ ⁵⁵ + s i ⁵⁵,l ɛ ⁵³ + ʈʂ ʅ ³³ + s e ⁴⁴,ʐ u ⁵⁵ + pʰ ɛi ³³,s u/w ə n ³³ + s ou ²¹ + b ei ³³ + l ei ³³,pʰ a̠ ²¹ + k a ³³
797_493_book,tʰ a ²¹ + j i ²¹ + p ə ²¹,,tʰ o ² + ɣ u ²,tʰ i/j au ²¹ + p ʉ m ²¹,tʰ i/j u ²¹ + p ə̃ ²¹,tʰ a ²¹ + ɣ ɨ ²¹ + b ɨ̃ ŋ ²¹,,
798_773_washself,tɕʰ i ²¹,tɕʰ i ²¹,tsʰ i ²,tsʰ ɿ ²¹,tsʰ ɿ ²¹,tsʰ ɿ ²¹,tsʰ ɿ ²¹,tɕʰ i ²¹
799_165_barley,z ɿ ³³,,z i ³,z ɿ ³³,z ɿ ³³,z ɿ ³³,z o ³³,s o ²⁴
79_899_different,m a ²¹ + s ə ²¹,m a ²¹ + s ə ²¹,m a ² + s y ²,m a ²¹ + s y ²¹,m a ²¹ + ɕ y ²¹,a ²¹ + s y ²¹,m̩ ²¹ + s ə ²¹,m a ³³ + s ə ²¹
7_235_mouth,kʰ a ²¹ + p ei ⁴²,m ə ³³ + tʃ u ⁵⁵,kʰ a ² + p e̠ ᶫ/³,kʰ a ²¹ + pʰ ɛ ³³,kʰ ə,kʰ a ³³ + p ɛi ³³,m a ²¹ + n ɛ˞/ɛ ⁵³,ɛ ²¹ + m ə ³³
800_233_ear,n a ²¹ + p a ⁵⁵,n o ²¹ + p a ⁵⁵ + k ɛ ³³,ˀn a ² + p a ŋ ¹,ˀn a̤ ²¹ + p u ⁵⁵,n a ²¹ + p u ⁴⁴,n a ²¹ + p a ⁵⁵ + k v̩ ³³,n a ²¹ + p u ³³,n a ²¹ + p a ²⁴
801_449_thread,x ɔ ²⁴ + x ə ³³,kʰ i ⁵⁵ + ts o ³³,kʰ i ¹,kʰ ɨ ⁵⁵,kʰ ɨ ²⁴,kʰ ɨ ⁴⁵³,kʰ ɨ ³³,kʰ i ⁵⁵ + ts o̠ ³³
802_15_frost,i ⁵⁵ + f ɤ̪/ɤ ⁵⁵,m i ⁵⁵ + pʰ u ⁵⁵,ˀn i ¹ + pʰ u ¹,i ⁵⁵ + f v̩ ⁵⁵,n i ⁵⁵ + f v̩ ²⁴,j i ³⁵ + pfʰ v̩˞/v̩ ⁵⁵,i ⁵⁵ + f v̩ ³³,m i ²⁴ + pʰ v̩ ²⁴
803_52_fourdaysfromnow,l i ³³ + n ɛ ³³ + k ɔ ²¹ + t a ³³,a ²¹ + p a ŋ ³³,a ² + ɣ o ³ + ˀn i ³,,ɛ ²¹ + ɣ õ ³³,a ²¹ + m ɛ˞/ɛ ²⁴ + ɲ i ³³,a ²¹ + w u ³³ + n i ³³,l i ³³ + n i ³³ + d ɨi ⁵³
804_19_soildirt,ei ²¹ + tɕʰ i ²¹,n̩ ²¹ + tɕʰ i ²¹ + n a̠ ³³,e ² + tsʰ i ²,i ²¹ + tsʰ ɿ ²¹,i ²¹ + tsʰ ɿ ²¹,ai ²¹ + tsʰ ɿ ²¹,m i ³³,i ²⁴ + tɕʰ i ²¹
805_19_soildirt,ei ²¹ + tɕʰ i ²¹,n̩ ²¹ + tɕʰ i ²¹ + n a̠ ³³,e ² + tsʰ i ²,i ²¹ + tsʰ ɿ ²¹,i ²¹ + tsʰ ɿ ²¹,ai ²¹ + tsʰ ɿ ²¹,m i ³³,i ²⁴ + tɕʰ i ²¹
806_22_ditch,j i ²⁴ + kʰ a ²¹,ɣ ɨ ⁵⁵ + kʰ o ²¹,ɣ i ¹ + kʰ a ²,ɣ ɨ ⁵⁵ + kʰ ḁ/a ²¹,ɣ ɨ ²⁴ + kʰ a ²¹,ɣ ɨ ³⁵ + kʰ o ²¹,w v̩ ³³ + k v̩ ³³,o ²⁴ + kʰ o ²¹
807_22_ditch,,,l a ŋ ¹ + k a̠ ᶫ/³,l u ⁵⁵ + k a̠ ²¹,,,,n a ²¹ + kʰ o ŋ ⁵³
808_24_puddle,b ə ³³ + z ɔ ²¹,ɣ ɨ ⁵⁵ + d ə ŋ ³³ + j o ²¹,ɣ i ¹ + b y ³ + z a ²,,ɣ ɨ ²⁴ + b y ³³ + z a ²¹,ɣ ɨ ³⁵ + d v̩˞/v̩ ²¹ + d ɛ˞/ɛ ³³ + z o ²¹,a ²¹ + b ə ³³ + z a ²¹,ɣ ɨ ²⁴ + l a ²¹ + b o ²² + j o ⁴²
809_26_welloutside,tɕ ɛ ³³ + d ɤ̪/ɤ ²¹,,ts ɛ ³ + d u ²,ts ɛ ³³ + d ə ²¹,,,,
80_514_invocation,s a ³³ + f v̩ ³³,t ə ²¹ + k a ⁵⁵ + tsʰ a ⁵⁵ + t o ³³,,ʂ a ³³ + f v̩ ³³,t a ²¹ + p ɛ ²¹,,t o ²¹ + k o ⁵³,a ²⁴ + ɣ ɨ ³³ + x o ²⁴
810_30_cave,kʰ ɤ̪/ɤ ⁵⁵ + d ɤ̪/ɤ ²¹,,kʰ u ¹ + d u ¹ + m e ¹,s y ²¹ + kʰ ə ⁵⁵,kʰ v̩ ⁵⁵ + ɖʐ v̩ ²¹ + kʰ v̩ ²⁴,k o ŋ ²¹ + m ɛi ³³,,
811_155_cockscomb,i ³³ + k ə ⁵⁵,j ɛ ²¹ + k o ⁵⁵,k j o ¹,a ⁵⁵ + j ɛ̠ ³³ + k ø ⁵⁵,k u/w ɛ ²⁴,k u/w e ⁵⁵,k ei ³³,k a̠ ²¹ + k ɨ ²⁴
812_35_tin,ɕ i ⁵⁵ + p a ²¹ + t ɛ ²¹,l a ³³,,,g ɨ ²⁴,tʰ i ³³,ɕ i ³³,g ɨ ²¹
813_36_coal,m ei ²¹ + tʰ a ³³,m ei ²¹,,,m ei ²⁴,m ɛi ²¹ + tʰ a ŋ ⁵⁵,m ei ²⁴,ɕ i ³³ + m i ²¹
814_215_shelleggetc,i ³³ + f ɤ̪/ɤ ³³ + k ə ²¹,j ɛ ²¹ + k o ²¹,k j o ²,f v̩ ³³ + k ø̤ ²¹,f v̩ ³³ + g ɨ ²⁴,f v̩˞/v̩ ³³ + kʰ o ³³,kʰ ɛ ²¹ + kʰ ɛ˞/ɛ ⁵³,a ²⁴ + j i ³³ + f v̩ ³³ + k ɨ ²¹
815_385_home,x ei ⁵⁵ + k ə ³³,o ²¹ + x ɛ ⁵⁵,h e ¹ + k o ³,h i ⁵⁵ + k ə ³³,h ẽ ²⁴ + k o ³³ + l ɛ ³³,h ĩ ⁴⁵³,h ai ⁴⁴ + k o ³³,x ĩ ŋ ²⁴ + k a ²⁴
816_48_fourdaysago,l i ³³ + n ɛ ³³ + n̩ ²¹ + s ɿ ³³,l ɨ ³³ + n i ³³ + w o ²¹ + s ɛ ⁵³,,ˀʐ ʅ ³³ + ˀɲ ɛ ³³ + n̩ ²¹ + t i ³³,,ʂ ʅ ³³ + w u ²¹ + ɲ i ³³,s ɿ ³³ + l u ³³ + n i ³³,l i ³³ + n i ³³ + ɣ ɨi ⁵³
817_492_soundvoice,kʰ u ²¹ + tʰ ei ³³,ɕ ɛ ²¹ + tʰ ə ⁵⁵,kʰ o ² + tʰ y ¹,,,,kʰ o ²¹ + tʰ ə ³³,k ə ²¹ + tʰ ə ²⁴
818_54_newyear,kʰ o ⁴² + ɕ i ⁴²,kʰ u ²¹ + x ɨ ²¹,kʰ o̠ ᶫ/³ + x ɨ̠ ᶫ/³,kʰ o̠ ²¹ + x ɨ ²¹,kʰ o ⁴³ + x ɨ ⁵³,kʰ o ³³ + kʰ ɨ ²¹,kʰ o ⁵⁵ + kʰ o ⁵⁵ + l ɛ ⁴²,kʰ u̠ ⁴² + x ɨ ²¹
819_55_thisyear,ts ɿ ²¹ + n ei ³³,tɕʰ i ²¹ + n i̠ ³³,tʃʰ i ² + n i̠ H/¹,ʈʂʰ ʅ ²² + ɲ i/j ɛ̠ ³³,ʈʂʰ ʅ ²¹ + n i ⁴⁴,ʈʂʰ ʅ ³³ + n ɛi̠/ɛ̠i ³³,tɕʰ i ⁵⁵ + ĩ ⁵³,tsʰ ɿ ²¹ + n ɨ̠ ³³
81_503_gun,tsʰ v̩ ⁵⁵,a ⁵⁵ + t o ²¹ + m a ²¹,,tsʰ i/j a ŋ ⁵⁵,p y ²¹,kʰ v̩˞/v̩ ²¹ + m̩ ²¹ + tʰ y ³³,tɕʰ i/j a ŋ ³³,n a ŋ ⁵³
820_55_thisyear,ts ɿ ²¹ + n ei ³³,tɕʰ i ²¹ + n i̠ ³³,tʃʰ i ² + n i̠ H/¹,ʈʂʰ ʅ ²² + ɲ i/j ɛ̠ ³³,ʈʂʰ ʅ ²¹ + n i ⁴⁴,ʈʂʰ ʅ ³³ + n ɛi̠/ɛ̠i ³³,tɕʰ i ⁵⁵ + ĩ ⁵³,tsʰ ɿ ²¹ + n ɨ̠ ³³
821_56_lastyear,a ²¹ + n ei ³³ + s ə ⁵⁵,a ²¹ + n i̠ ³³,a ² + n i̠ H/¹,a̤ ²¹ + ɲ i/j ɛ̠ ³³ + s i ⁵⁵,a ²¹ + n i ⁴⁴,a ²¹ + n ɛi̠/ɛ̠i ³³,a ²¹ + ĩ ⁵³,a ²¹ + n ɨ̠ ³³
822_57_yearbeforelast,s ɿ ³³ + n ei ³³ + s ə ⁵⁵,ɕ i ³³ + n i̠ ³³,ʃ i̠ H/¹ + n i̠ H/¹,ʂ ʅ ³³ + ɲ i/j ɛ̠ ³³ + s i ⁵⁵,ʂ ʅ ⁴⁴ + n i ⁴⁴ + s ɛ ³³,ʂ ʅ ³³ + n ɛi̠/ɛ̠i ³³,s ɿ ³³ + i ⁵³,s ɿ ⁵⁵ + n ɨ̠ ³³
823_57_yearbeforelast,s ɿ ³³ + n ei ³³ + s ə ⁵⁵,ɕ i ³³ + n i̠ ³³,ʃ i̠ H/¹ + n i̠ H/¹,ʂ ʅ ³³ + ɲ i/j ɛ̠ ³³ + s i ⁵⁵,ʂ ʅ ⁴⁴ + n i ⁴⁴ + s ɛ ³³,ʂ ʅ ³³ + n ɛi̠/ɛ̠i ³³,s ɿ ³³ + i ⁵³,s ɿ ⁵⁵ + n ɨ̠ ³³
824_59_fouryearsago,l i ³³ + kʰ u ²¹ + n̩ ²¹ + s ə ⁵⁵,l ɨ ³³ + kʰ u ²¹ + w o ²¹ + s ɛ ⁵³,a ² + ɣ u ² + n i̠ H/¹,,a ³³ + x ɛ ²¹ + n i ⁴⁴,ʂ ʅ ³³ + w u ²¹ + n ɛi̠/ɛ̠i ³³,s ɿ ³³ + l u ³³ + i ⁵³,l i ³³ + kʰ u ²¹ + g ɨi ⁵³
825_60_nextyear,n a ²¹ + x ei ⁴²,n ɛ ²¹ + x ɛ ²¹,ˀn a ² + h e̠ ᶫ/³,n a ²¹ + ɲ̥ ɛ̠ ²¹ + s i ⁵⁵,n ɛ ²¹ + h ɛ ʔ ⁵³,n o ²¹ + x ai ³³,n a ²¹ + x ai ⁵³,n a ³³ + x i ²¹
826_60_nextyear,n a ²¹ + x ei ⁴²,n ɛ ²¹ + x ɛ ²¹,ˀn a ² + h e̠ ᶫ/³,n a ²¹ + ɲ̥ ɛ̠ ²¹ + s i ⁵⁵,n ɛ ²¹ + h ɛ ʔ ⁵³,n o ²¹ + x ai ³³,n a ²¹ + x ai ⁵³,n a ³³ + x i ²¹
827_61_yearafternext,n ɔ ²⁴ + n ei ³³,n o ⁵⁵ + n i ʔ ³³,n a ¹ + n i̠ H/¹,n ə ⁵⁵ + ɲ ɛ̠ ³³ + s i ⁵⁵,n u ⁴⁴ + n i ⁴⁴,n o ²⁴ + ɲ i̠ ³³,n u ⁵⁵ + ĩ ⁵³,n a ⁵⁵ + n ɨ ³³
828_61_yearafternext,n ɔ ²⁴ + n ei ³³,n o ⁵⁵ + n i ʔ ³³,n a ¹ + n i̠ H/¹,n ə ⁵⁵ + ɲ ɛ̠ ³³ + s i ⁵⁵,n u ⁴⁴ + n i ⁴⁴,n o ²⁴ + ɲ i̠ ³³,n u ⁵⁵ + ĩ ⁵³,n a ⁵⁵ + n ɨ ³³
829_62_threeyearsfromnow,n o ²⁴ + w u ²¹ + n ei ³³,n o ⁵⁵ + m o ²¹ + n i ʔ ³³,n a ¹ + ɣ u ² + n i̠ H/¹,n ə ⁵⁵ + w u ²¹ + ɲ ɛ̠ ³³ + s i ⁵⁵,ɛ ²¹ + x ɛ ⁵⁵ + n i ⁴⁴,n o ²⁴ + w u ²¹ + ɲ i̠ ³³,n u ⁵⁵ + w u ²¹ + ĩ ⁵³,n a ⁵⁵ + tɕʰ i ²⁴
82_930_howhigh,,,,,a ³³ + m a ³³ + s ɿ ²¹ + õ ²⁴,a ²¹ + d ɨ ²⁴ + m o ³³ + s i ²¹ + ɨ̃ ⁴⁵³,kʰ a ³³ + kʰ ɨ ³³ + õ ³³ + dz ɛ˞/ɛ ³³,
830_63_fouryearsfromnow,l i ³³ + kʰ u ²¹ + k ɔ ²¹ + t a ³³,l ɨ ³³ + kʰ u ²¹ + w a ⁵⁵ + t i ³³,,,ɛ ²¹ + w u ³³ + n i ⁴⁴,,n u ⁵⁵ + l u ³³ + ĩ ⁵³,l i ³³ + kʰ u ²¹ + d ɨi ⁵³
831_64_daytime,m ɔ ⁴² + m ɔ ³³ + k a ⁵⁵,l a̠ ³³,,i ŋ ³³ + s i ⁵⁵,n̩ ²¹ + l u ³³ + s ɛ ³³,ŋ ²¹ + g ɤ̪/ɤ ²⁴ + l ɛ ²¹,m i ²¹ + l i ²¹ + k a ³³,m o ³³ + l u/w a ²⁴
832_67_noon,dz ɔ ²⁴ + j i ³³ + dz ɔ ²¹ + x a ³³,,dz a ¹ + dʒ i ² + dz a ²,dz a ⁵⁵ + dʑ e ³³ + dz a ²¹ + v a ³³,dz a ⁵⁵ + tɕʰ i ²¹ + dz a ²¹ + l a ³³,dz o ²⁴ + i ³³ + dz o ²¹ + k v̩ ²⁴,dz a ²¹ + i ³³ + dz a ²¹ + k ɛ˞/ɛ ³³,v a ⁵³ + ŋ ai ⁵³
833_70_nighttime,a ⁵⁵ + m ə ²¹ + kʰ ə ⁴²,ŋ̩ ²¹ + k ɨ ²¹ + s ɿ ⁵⁵,m o ² + kʰ ɨ̠ ᶫ/³ + s e ¹,i ²¹ + m i ⁵⁵ + s i ⁵⁵,n̩ ²¹ + kʰ ɨ ⁵³ + ɕ i ³³,ŋ̩ ²¹ + kʰ ɨ ³³ + l ɛi ²¹,s a ³³ + pʰ i ³³,ŋ̩ ³³ + k ə ²¹ + ɕ i ²⁴
834_672_owe,b ə ³³,b i ³³,b o ³,v i ³³,ʈʂʰ a ³³,dz ɿ ³³,tsʰ a ³³,tsʰ a ŋ ²⁴
835_79_sow,v ei ⁴² + m u ³³ + k u ³³,a ⁵⁵ + v ɛ̠ ²¹ + m o ³³,a ¹ + v e̠ ᶫ/³ + m a ³,a ⁵⁵ + v ɛ̠ ²¹ + m a ³³ + k y ³³,a ³³ + v e ⁵⁵ + m a ³³ + k o ³³,a ³³ + v ɛi̠/ɛ̠i ³³ + m v̩ ³³ + k v̩ ³²,a ⁴⁴ + v ei ⁵⁵ + m a ³³,a ²⁴ + v i̠ ʔ ³¹ + z o ²¹ + m o ³³
836_80_piglet,v ei ⁴² + z ɔ ²¹,a ⁵⁵ + v ɛ̠ ²¹ + j o ²¹,a ¹ + v e̠ ᶫ/³ + z a ²,a ⁵⁵ + v ɛ̠ ²¹ + z a̤ ²¹,a ³³ + v e ⁵⁵ + z a ²¹,a ³³ + v ɛi̠/ɛ̠i ³³ + z o ²¹,a ⁴⁴ + v ei ⁵³ + z a ³¹,a ²⁴ + v i̠ ʔ ³¹ + j o ³¹
837_81_boar,v ei ⁴² + l u ⁵⁵,a ⁵⁵ + v ɛ̠ ²¹ + x æ ⁵⁵,a ¹ + v e̠ ᶫ/³ + p a̠ ᶫ/³,v ɛ̠ ²¹ + p a̠ ²¹,a ³³ + v e ⁴⁴ + p a ⁵³,a ⁴⁴ + v ɛi̠/ɛ̠i ³³ + p o ³³,a ⁵⁵ + v ei ⁵³ + p a ⁵³,a ²⁴ + v i̠ ʔ ³¹ + ɛ ³³ + p o ²¹
838_82_boarwild,,a ⁵⁵ + v ɛ̠ ²¹ + t e̠ ²¹,a ¹ + v e̠ ᶫ/³ + k a ŋ ²,,a ³³ + v e ⁵⁵ + k o ²¹,a ⁴⁴ + v ɛi̠/ɛ̠i ³³ + k a̠ ²¹,,a ²⁴ + v i̠ ʔ ³³ + k a̠ ʔ ²¹
839_82_boarwild,e ²¹ + v ei ⁴²,,e ² + v e̠ ᶫ/³,i̤ ²¹ + v ɛ̠ ²¹,,,ai ²¹ + v ei ⁵³,
83_931_howlong,,,,,a ³³ + m a ³³ + s ɿ ²¹ + ʂ ʅ ²⁴,a ²¹ + d ɨ ²⁴ + m o ³³ + s i ²¹ + ʂ ʅ ⁴⁵³,kʰ a ³³ + kʰ ɨ ³³ + s ɿ ³³ + dz ɛ˞/ɛ ³³,
840_84_ram,a ⁵⁵ + tsʰ ɿ ⁴² + l u ⁵⁵,a ⁵⁵ + tɕʰ i ʔ ²¹ + pʰ i ⁵⁵,a ¹ + tʃʰ i̠ ᶫ/³ + p a̠ ᶫ/³,a ⁵⁵ + ʈʂʰ ʐ̩ ²¹ + p a̠ ²¹,a ³³ + ʈʂʰ ʅ ⁴⁴ + p a ⁵³,a ³³ + ʈʂʰ ʅ ³³ + p o ³³,a ⁴⁴ + tsʰ ɿ ⁵⁵ + p a ⁵³,a ²⁴ + tɕʰ i/j o ⁴² + ɛ ³³ + p o̠ ʔ ²¹
841_91_wildanimal,j a ³³ + k a ⁴²,j ɛ ²¹ + k a ²¹,dz e ² + k a ŋ ²,k o̤ ²¹ + dʑ i̤ ²¹,k o ²¹ + dʑ i ²¹,k a ²¹ + dʑ i ²¹,d ə ²¹ + v v̩ ³³,ɛ ³³ + k a̠ ʔ ²¹ + m u ²⁴ + k a̠ ʔ ²¹
842_91_wildanimal,,,dz e ² + k a ŋ ²,k o̤ ²¹ + dʑ i̤ ²¹,k o ²¹ + dʑ i ²¹,k a ²¹ + dʑ i ²¹,d ə ²¹ + v v̩ ³³,ɛ ³³ + k a̠ ʔ ²¹ + m u ²⁴ + k a̠ ʔ ²¹
843_95_wolf,v ei ²⁴ + p u ⁴²,a ³³ + n o ²¹ + m a ³³ + n ai ³¹,v e ¹,tʃʰ a̠ ²¹ + l a ŋ ²¹,z ɿ ⁵⁵ + l a ²¹ + pʰ ɛ ²⁴,v ɛi ²⁴,v ei ²³ + pʰ ə ³³ + m a ³³,a ²⁴ + v i ²⁴
844_760_callcrowofanimals,b ə ²⁴,b i ⁵⁵,b o ¹,v i ⁵⁵,dz ɿ ²⁴,dz ɿ ²⁴,b i ³³,b ɨ ²⁴
845_98_weasel,x a ³³ + l ɔ ²¹,,h ɛ̠ H/¹ + l a ² + p a̠ ᶫ/³,h a ³³ + l a̤ ²¹ + ɕ ɛ ⁵⁵,h ɛ̃ ⁴⁴ + l a ²¹,ɕ i ⁵⁵ + l o ²¹,v ei ²³ + pʰ ə ³³ + m a ³³ + z a ²¹,f ɛ ⁵⁵ + l o ²¹
846_107_hen,i ³³ + m u ³³ + k u ³³,a ⁵⁵ + j i̠ ³³ + m o ³³,a ¹ + ɣ e̠ H/¹ + m a ³ + k o̠ H/¹,a ⁵⁵ + j ɛ̠ ³³ + m a ³³ + k o ³³,a ⁴⁴ + ʝ i ⁴⁴ + m a ³³ + k o ³³,a ⁴⁴ + ʝ i̠ ⁴⁴ + m v̩ ³³ + k v̩ ³²,a ⁵⁵ + j i ⁵⁵ + m a ³³,a ²⁴ + j i̠ ³³ + z o ²¹ + m o ³³
847_109_goose,ɣ ɔ ²⁴,a ⁵⁵ + ŋ o ⁵⁵,a ¹ + ŋ w a ¹,a ⁵⁵ + ŋ ø ⁵⁵,a ⁴⁴ + ŋ v̩ ⁴⁴,a ³³ + ŋ u ⁵³,o ²¹ + a ŋ ⁵³,a ³³ + ŋ ao ²⁴
848_111_swallow,x ɛ ⁵⁵ + n̩ ²¹ + ts ɛ ²¹,a ³³ + ŋ a ³³ + n o ²¹ + ʔ ɛ ⁵⁵,p y̠ H/¹,a ⁵⁵ + p ø̠ ³³,p ɨ ²¹ + ʈʂ ɛ˞/ɛ ⁵³,ɲ a ³³ + dz ɿ ²¹,j a n ⁵⁵ + ts ɿ ³³,b ɨ ²⁴ + n ɛ ⁵⁵ + o ²¹
849_114_magpie,a ⁵⁵ + ts ɛ ⁴²,,a ¹ + tʃ ɛ̠ ᶫ/³,a ⁵⁵ + ʈʂ a̠ ²¹,a ⁴⁴ + ʈʂ a ⁵³,a ³⁵ + ʈʂ ɛ̠˞ ³³,a ⁵⁵ + ts ɛ˞/ɛ ⁵³,kʰ a ⁵⁵ + ts a̠ ʔ ²¹
84_932_howwide,,,,,,a ²¹ + d ɨ ²⁴ + m o ³³ + s i ²¹ + kʰ u/w ã ³³,kʰ a ³³ + kʰ ɨ ³³ + kʰ u/w a ⁵³ + dz ɛ˞/ɛ ³³,
850_54_newyear,kʰ o ⁴² + ɕ i ⁴²,kʰ u ²¹ + x ɨ ²¹,kʰ o̠ ᶫ/³ + x ɨ̠ ᶫ/³,kʰ o̠ ²¹ + x ɨ ²¹,kʰ o ⁴³ + x ɨ ⁵³,kʰ o ³³ + kʰ ɨ ²¹,kʰ o ⁵⁵ + kʰ o ⁵⁵ + l ɛ ⁴²,kʰ u̠ ⁴² + x ɨ ²¹
851_107_hen,i ³³ + m u ³³ + k u ³³,,a ¹ + ɣ e̠ H/¹ + m a ³ + k o̠ H/¹,a ⁵⁵ + j ɛ̠ ³³ + m a ³³ + k o ³³,a ⁴⁴ + ʝ i ⁴⁴ + m a ³³ + k o ³³,a ⁴⁴ + ʝ i̠ ³³ + m v̩ ³³ + k v̩ ³²,a ⁵⁵ + j i ⁵⁵ + m a ³³,a ²⁴ + j i̠ ³³ + z o ²¹ + m o ³³
852_124_lizard,a ⁵⁵ + m ə ²¹ + i ⁵⁵ + m ɔ ²¹ + tɕʰ i ²¹,ɛ̃ ²¹ + x ã ⁵⁵,,a̤ ³³ + m ɛ̤ ³³ + l ɛ ²¹ + ɑ ²² + w o ³³,l u ²⁴ + b a ²¹,a ²¹ + m ɛ˞/ɛ ²¹ + ʂ ɛ˞/ɛ ⁴⁴ + l ɛi ³³ + k v̩ ²⁴,tɕ i ŋ ³³ + ts o ŋ ³³ + m ɛ˞/ɛ ²¹,tʰ a ŋ ³³ + g i ³³ + l i ⁵⁵ + pʰ ɛ ²⁴ + m o ³³
