Cognate_ID,Anonimo,Apuri,Apurimac,Arma,Atalla,Ayacucho,Azuay,Bobonaza,Cacra-Hongos,Chachapoyas,Chacpar,Chetilla,Chipaya,Curva,Cuzco,CuzquenoAntiguo,Huallaga,Huanca,Huancane,Huangascar,HuarazHuailas,Imbabura,Inkawasi,Iruhito,Jaqaru,Jauja,Kawki,Lamas,Laraos,Lincha-Tana,Maragua,Napo,Pacaraos,Pastaza,Pocona,Puki,Puno,Putumayo,Raimondi,SanPedro,Santiagueno,SantoTomas,Serena,Sullkatiti,Taquile,Tarma,Troje,Tsimu,Wari,Yanac
537_69_moon,,,,,,,,,,,,,h iː z,,,,,,,,,,,j iː ʃ,,,,,,,,,,,,,,,,,,,,,,,,tʃʼ iː s i,,
538_69_moon,,,,,,,,,,,,,,,,,,,pʰ a χ s i,,,,,,p a x ʃ i,,p a x ʃ i,,,,,,,,,pʰ a χ s i,,,,,,,,pʰ a χ s i,,,,p a χ s eː,,
53_114_heavy,,,,,,,,,,,,,,,,,,,,,,,,,p i s k i,,p i s k i,,,,,,,,,,,,,,,,,,,,,,,
544_51_worm,,,,,,,,,,,,,,,,,,,,,,,,k u tʃ iː,,,,,,,,,,,,,,,,,,,,,,,,k uː dz i,,
546_74_mountain,ɔ r k ɔ,o ɾ q u,o r q o,u ɾ χ u,u r ɢ u,o ɾ χ o,u ɾ k u,u r k u,o l q u,u r k u,,u r q u,,u r q u,u r q u,u r χ u,,u l ʔ u,,o ɾ q u,,u ɾ k u,,,,u l ʔ u,,u r k u,u r q u,o ɾ q u,u r q u,u r k u,,u r k u,u r ʁ u,,u r q u,,,o ɾ q u,o ɾ q o,u r k o,u r k u,,u r q u,,u r k u,,,
547_74_mountain,,,,,,,,,,,,,,,,,,,,,,,,oː χ sʰ a,,,,,,,,,,,,,,,,,,,,,,,,oː χ s ai,,
554_49_mouse,h u k u + tʃ a,u k u + tʃ a,h u k u + tʃ a,u k u + tʃ a,u k u + tʃ a,u k u + tʃ a,u k u + tʃ a,u k u + tʃ a,u k u + tʃ a,,,u k u + tʃ a,,h u kʼ u + tʃ a,h u kʼ u + tʃ a,h u k u + tʃ a,u k u + tʃ a,,,u k u + tʃ a,,u k u + tʃ a,u k u + tʃ a,,,,,u k u + tʃ a,,u k u + tʃ a,h u kʼ u + tʃ a,u k u + tʃ a,u k u + tʃ a,u k u + tʃ a,h u kʼ u + tʃ a,,h u kʼ u + tʃ a,u k u + tʃ a,,u k u + tʃ a,u x u + tʃ a,u k u + tʃ a,u k u + tʃ a,,h u kʼ u + tʃ a,,u k u + tʃ a,,,
555_49_mouse,,,,,,,,,,,u k u + ʃ,,,,,,,u k u + ʂ,,,,,,,,u k u + ʂ,,,u k u + ʃ,,,,u k u + ʃ,,,,,,,,,,,,,u g u + ʂ,,,,u k u + ʃ
557_39_blood,j a w a r,j a w a r,j a w a r,j a w a r,j a w a r,j a w a r,j a w a r,,j a w a l,j a w a r,j a w a r,j a w a r,,ʎ a w a r,j a w a r,j a w a r,j a w a r,j a w a r,,j a w a r,j a w a r,j a w a r,j a w a r,,,j a w a r,,j a w a r,j a w a r,j a w a r,j a w a r,,j a w a r,j a w a r,ʎ a w a r,,j a w a r,j a w a r,j a w a r,j a w a r,j aː ɾ,j a w a r,j a w a r,,j a w a r,j a w a !ʐ/r,j a w a r,,j a w a r,j a w a r
558_39_blood,,,,,,,,,,,,,l j o k,,,,,,,,,,,l o k iː,,,,,,,,,,,,,,,,,,,,,,,,,,
559_39_blood,,,,,,,,,,,,,,,,,,,w i l a,,,,,,w i l a,,w i l a,,,,,,,,,w i l a,,,,,,,,w i l a,,,,,,
564_28_mouth,s i m i,ʃ i m i,s i m i,s i m i,s i m i,s i m i,ʃ i m i,ʃ i m i,ʃ i m i,ʃ i m i,ʃ i m i,ʃ i m i,,s i m i,s i m i,s i m i,ʃ i m i,ʃ i m i,,ʃ i m i,ʃ i m i,ʃ i m i,ʃ i m i,,,ʃ i m i,,ʃ i m i,ʃ i m i,ʃ i m i,s i m i,ʃ i m i,ʃ i m i,ʃ i m i,s i m i,,s i m i,s i m i,ʃ i m i,ʃ i m i,s i m i,s i m i,ʃ i m i,,s i m i,ʃ i m i,ʃ i m i,,ʃ i m i,ʃ i m i
564_29_lip,,,,,,,,,,,ʃ i m i,ʃ i m i,,,,,,,,,,ʃ i m i,ʃ i m i,,,,,,ʃ i m i,,s i m i,,,,,,,,,,,,,,,,,,,ʃ i m i
566_29_lip,,,,,,,,ʃ i m i + k a r a,,,,,,,,,,,,,,,,,,,,,,,,ʃ i m i + k a r a,,ʃ i m i + k a r a,,,,s i m i + k a r a,,,,,ʃ i m i + k a r a,,,,,,,
567_28_mouth,,,,,,,,,,,,,a t a,,,,,,,,,,,aː t a,,,,,,,,,,,,,,,,,,,,,,,,aː t a,,
568_28_mouth,,,,,,,,,,,,,,,,,,,l a k a,,,,,,,,,,,,,,,,,l a k a,,,,,,,,l a k a,,,,,,
56_115_lightnotheavy,,,,,,,,,,,a n k a ʃ,,,,,,a n k a ʃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a ŋ k a ç,,,,a n k a ʃ
573_60_name,!s̺/s u t i,s u t i,s u t i,s u t i,s u t i,s u t i,ʃ u t i,ʃ u t i,h u t i,ʃ u t i,h u t i,ʃ u t i,,s u t i,s u t i,s u t i,h u t i,s u t i,,s u t i,x u t i,ʃ u t i,ʃ u t i,,,s u t i,,ʃ u t i,s u t i,s u t i,s u t i,ʃ u t i,x u t i,ʃ u t i,s u t i,,s u t i,s u t i,x u t i,s u t i,s u t i,χ u t i,ʃ u t i,,s u t i,χ o t i,ʃ u t i,,x u t i,ʃ u t i
57_131_eatto,m i k u + n i,m i k u,m i χ u,m i k u,m i k u,m i k u,m i k u + n a,m i k u + n a,m i k u,m i k u,m i k u,m i k u,,m i kʰ u,m i x u,m i χ u + n i,m i k u,m i k u,,m i k u,m i k u,m i k u + n a,m i k u,,,m i k u,,m i k u,m i k u,m i k u,m i kʰ u,m i k u + n a,m i k u,m i k u + n a,m i kʰ u,,m i kʰ u,m i k u,m i k u,m i k u,m i x u,m i k u + n i,m i k u,,m i kʰ u,m i k u,m i k u,,m i k u,m i k u
580_44_navel,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,,,,p u p u,p u p u,p u p u,p u p u,,p u p u,p u p u,p u p u,,,,p u p u,,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,p u p u,,,p u p u,p u p u,p u p u,p u p u,p u p u n k,p u p u,,,p u p u,p u p u,p u p u t e,p u p u,p u p u
581_44_navel,,,,,,,,,,,,m u n dʒ u,,,,,,,,,,,m u n dʒ u,,,,,,,,,,,,,,,,,,,,,,,,,,,
584_44_navel,,,,,,,,,,,,,,k u r u r u,,,,,k u r u r u,,,,,,k u r u r u,,k u r u r u,,,,,,,,,k u r u r u,k u r u r u,,,,,,,k u r u r u,k u l u l u,,,,,
589_34_neck,k u n k a,k u n k a,k u n k a,k u n k a,k u n k a,k u n k a,k u n g a,k u n g a,k u n k a,k u n g a,k u n k a,k u n g a,,k u n k a,k u n k a,k u n k a,k u n k a,k u n k a,,k u n k a,k u ɲ k a,k u n g a,k u n g a,,,k u n k a,,k u n g a,k u n k a,k u n k a,k u n k a,k u n g a,k u ŋ k a,k u n g a,k u n k a,,k u n k a,k u n g a,k u ɲ k a,k u n k a,k u ŋ k a,k o n q a,k u n g a,,k u n k a,k u ŋ k a,k u n g a,,k u ɲ k a,k u n k a
58_131_eatto,,,,,,,,,,,,,l u l z,,,,,,,,,,,l u χ,,,,,,,,,,,,,,,,,,,,,,,,l u χ,,
590_34_neck,,,,,,,,,,,,,q w a z i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594_36_foot,,,,,,,,,,,,,qʰ o tʃ a,,,,,,,,,,,k oː t s uː,,,,,,,,,,,,,,,,,,,,,,,,k oː t j u,,
597_122_new,m ɔ !s̺/s ɔ k,m u ʃ o q,m o s o q,m u s u χ,m u s u χ,m o s o χ,m u ʃ u g,m u ʃ u,m u ʃ o q,m u ʃ u k,m u ʃ u χ,m u ʃ u χ,,m u s u χ,m u s u χ,m u s u k,m u ʃ u χ,m u ʂ u ʔ,,m u ʃ o q,m u ʃ o q,m u ʃ u x,m u ʃ u x,,,m u ʂ u ʔ,,m u ʃ u k,m u ʃ u q,m u ʃ o q,m u s u χ,m u ʃ u,m u ʃ o χ,m u ʃ u,m u s u χ,,m u s u χ,m u s u,m u ʃ o q,m u ʃ o q,m o s o χ,m u s o k,m u ʃ u x,,m u s u χ,m u ʃ o χ,m u ʃ u x,,m u ʃ o q,m u ʃ u q
59_131_eatto,,,,,,,,,,,,,,,,,,,,,,,,,p a l u,,p a l u,,,,,,,,,,,,,,,,,,,,,,,
604_67_night,t u t a,t u t a,t u t a,t u t a,t u t a,t u t a,t u t a,t u t a,t u t a,t u t a,,t u t a,,t u t a,t u t a,t u t a,,t u t a,,t u t a,,t u t a,t u t a,,,t u t a,,t u t a,t u t a,t u t a,t u t a,t u t a,,,t u t a,,t u t a,t u t a,,t u t a,t u t a,t o t a,t u t a,,t u t a,,t u t a,,,
604_71_shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t u t a,,,,,,,,,,,,
605_67_night,,,,,,,,,,,,,,,,,,,,,p a q a s,,,,,,,,,,,,,,,,,,p a q a s,,,,,,,p a χ a s,,,p a q a s,p a ɢ a s
607_67_night,,,,,,,,,,,,,,,,,,,a r u m a,,,,,,a r u m a,,a r u m a,,,,,,,,,a r u m a,,,,,,,,a r u m a,,,,,,
608_67_night,,,,,,,,,,,,,,,,,,,,,,,,uiː j aː n i,,,,,,,,,,,,,,,,,,,,,,,,uː j aː n i,,
60_115_lightnotheavy,,,,,,,,,,,,,,s u x a,,,,,,,,,,,,,,,,,,,,,,,s u x a,,,,,,,,,,,,,
614_50_bird,,,u r p i t u,,,u ɾ p i t u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617_9_nine,i !s̺/s k ɔ n,e s q u n,i s q o n,i s χ u ŋ,i s χ u n,i s χ o ŋ,i s k u n,i s k u n,!e/i s q u n,i s k u n,i s q u n,i s ʁ u n,,i s q u n,i s q u n,i s χ u n,i s q u n,i s ʔ u n,,e s q u n,i s q u ɲ,i s k u n,,,,i s ʔ u n,,i s k u n,i s q u n,e s q u n,i ʃ q u n,i s k u n,i s χ o ŋ,i s k u n,h i s !ʁʼ/ʁ u n,,i s q u n,i s k u n,i s q u ɲ,e s q u n,e ʃ q o n,i s k o n,i s k u n,,i s q u n,e s χ u ŋ,i s k u n,,i s q u ɲ,i s q u n
618_9_nine,,,,,,,,,,,,,ʎ a ʎ a t u n k a,,,,,,ʎ aː t u n k a,,,,,,,,,,,,,,,,,ʎ aː t u n k a,,,,,,,,ʎ aː t u n k a,,,,,,
619_9_nine,,,,,,,,,,,,,,,,,,,,,,,,s a n a χ k o,,,,,,,,,,,,,,,,,,,,,,,,s a n k o,,
626_26_nose,s e n k a,s e ŋ q a,s e n q a,s i ŋ χ a,s i n ɢ a,s e ŋ χ a,s i n g a,s i n g a,s !e/i ŋ q a,s i n g a,s i n ʁ a,s i n g a,,s i n q a,s i n q a,s i n k a,s i n q a,s i n ʔ a,,s e ŋ q a,s e ɲ q a,s i n g a,s i n ɢ a,,,s i n ʔ a,,s i n g a,s i n q a,s e ŋ q a,s i n q a,s i n g a,s i ɴ χ a,s i n g a,s i n ʁ a,,s i n q a,s i n g a,s e ɲ q a,s e ŋ q a,s e ŋ q a,s i n g a,s i n g a,,s i n q a,s e ŋ χ a,s i n g a,,s e ɲ q a,s i n q a
630_76_smoke,,,,,,,,,,,,q u n d ai,,,,,,h u n t ai,,,,,χ u n d ai,,,h u n t ai,,,,,,,,,,,,,,,,q o n d a,,,,,,,,q u n t e
631_115_lightnotheavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ i s n a,,,,,,,,pʰ i s n a,,,,,,
634_16_not,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,,m a n a,m a n a,m a n a,m a n a,m a n a,,m a n a,m a ɲ a,m a n a,m a n a,,,m a n a,,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,m a n a,,m a n a,m a n a,m a ɲ a,m a n a,m a n a,m a n a,m a n a,,m a n a,m a n a,m a n a,,m a ɲ a,m a n a
635_115_lightnotheavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m a n a + ʎ a s a,,,m a n a + l a s a χ,,,,,,,,,
636_16_not,,,,,,,,,,,,,,,,,,,,,,,,,i ʃ a,,i ʃ a,,,,,,,,,,,,,,,,,,,,,,,
63_115_lightnotheavy,,,,,,,,,,,,,,,,,,,,,,,,,h a m a,,h a m a,,,,,,,,,,,,,,,,,,,,,,,
642_107_oldman,m a tʃ u,m a tʃ u,m a tʃ u,m a tʃ u,m a tʃ u,m a tʃ u,,,,m a tʃ u,,,,m a tʃ u + l a,m a tʃ u,m a tʃ u,,,,m a tʃ u,,,,,,,,m a tʃ u,,,,,,,,,m a tʃ u,,,m a tʃ u,m a tʃ u,,,,m a tʃ u,,,,,
644_107_oldman,,,,,,,ɾ u k u,r u k u,,,r u k u,,,,,,,,,,,ɾ u k u,!r̝/r u k u,,,,,,,,,r u k u,,ɾ u k u,,,,r u k u,,,,,r u k u,,,,!r̝/r u k u,,,
644_108_oldwoman,,,,,,,,r u k u,,,,,,,,,,,,,ɾ u k u,,!r̝/r u k u,,,,,,,,,r u k u,,,,,,,ɾ u k u,,,,r u k u,,,,,,ɾ u k u,
646_107_oldman,,,,,,,,,,,,,,,,,,,,,,,,aː p aː i,,,,,,,,,,,,,,,,,,,,,,,,aː p a j a,,
647_40_bone,t u ʎ u,t u ʎ u,t u ʎ u,,t u ʎ u,t u ʎ u,t u ʎ u,t u ʎ u,t u ʎ u,t u dʑ u,t u ʎ u,t u dʒ u,,t u ʎ u,t u ʎ u,t u ʎ u,t u ʎ u,t u ʎ u,,t u ʎ u,t u ʎ u,t u ʎ u,t u ʒ u,,,t u ʎ u,,t u dʑ u,t u ʎ u,t u ʎ u,t u ʎ u,t u ʎ u,t u l u,t u ʎ u,t u ʎ u,,t u ʎ u,t u ʎ u,t u ʎ u,t u ʎ u,t u ʒ u,t u ʎ u,t u ʎ u,,t u ʎ u,t u l u,t u ʒ u,,t u ʎ u,t u ʎ u
649_99_red,,,,,,,p i tʃ i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p i tʃ i,,,,,,,,,,,,
650_40_bone,,,,,,,,,,,,,ts i j,,,,,,,,,,,t s i χ ɲ e,,,,,,,,,,,,,,,,,,,,,,,,s i χ e,,
652_108_oldwoman,p a j a,,p a j a,p a j a,p a j a,p a j a,p a j a,,p a j a,p a j a,,,,p a j a,p a j a,p a j a,,,,,,p a j a,,,,,,p a j a,,p a j a,,,,p a j a,p a j a,,p a j a,,,,p a j a,p a j a,,,p a j a,,p a j a,,,
653_108_oldwoman,,tʃ a k w a ʃ,,,,,,,tʃ a k w a ʃ,,tʃ a k w a s,,,,,,tʃ a k w a n,tʃ a k w a ʂ,,tʃ a k w a ʃ,,,,,,tʃ a k w a ʂ,,,tʃ a k w a ʃ,tʃ a k w a ʃ,,,s a k w a,,,,,,,tʃ a k w a ʃ,,tʃ a k w a s,,,,tʃ a k w a s,,,,ʈʂ a k w a s
655_108_oldwoman,,,,,,,,,,,,,,,,,,,,,,,,a t aː o,,,,,,,,,,,,,,,,,,,,,,,,a t o χ,,
661_1_one,h u k,h u k,h u k,h u k,h u k,h u k,ʃ u g,ʃ u x,h u k,s u x,h u k,s u χ,,u x,h u χ,h u k,h u k,s u k,,h u k,x u k,ʃ u k,u k,,,h u k,,s u k,h u k,h u k,u x,ʃ u,x u k,ʃ u k,u x,,u x,s u g,x u k,h u k,s u x,s u k,ʃ u x,,u x,χ o k,ʃ u x,,x u k,u k
664_99_red,,,,,,,,,,,,tʃ u p i k a,,,,,,,tʃ u p i k a,,,,tʃ u p i k a,,tʃ u k a p a,,tʃ u k i p i,,,,,,,,,,,,,,,,,,,,,,,
669_150_pushto,t a n k a + n i,t a n q a,t a n q a,,t a n ɢ a,t a ŋ χ a,t a n g a + n a,t a n g a + n a,t a n q a,t a n g a,t a n q a,,,t a n q a,t a n q a,t a n k a + r i + n i,t a n q a,t a n ʔ a,,t a n q a,,t a n g a + n a,,,,t a n ʔ a,,t a n g a,,t a n q a,t a n q a,t a n g a + n a,,t a n g a + n a,t a n ʁ a,,t a n q a,t a n g a,,t a n q a,t a ŋ q a,t a n k a + n i,t a n g a,,t a n q a,,tʰ a n g a,,,t a n q a
66_141_hearto,,,,,,,,,,w i j a + r i,w i j a,,,,,,w i j a,,,,w i j a,,,,,,,,,,,,,,,,,,w i j a,,,,,,,,,,w i j a,w i j a
675_81_rain,t a m j a,,,,,,t a m j a,t a m j a,t a m j a,t a m j a,t a m j a,t a m j a,,,,,t a m j a,t a m j a,,,t a m j a,t a m j a,t a m j a,,,t a m j a,,t a m j a,t a m j a,,,t a m j a,t a m j a,t a m j a,,,,t a m j a,t a m j a,,,t a m j a,t a m j a,,,t a n j a,t a m j a,,t a m j a,t a m j a
676_81_rain,,,,,,,,,,,,,,,,,,,h a ʎ u,,,,,,h a ʎ u,,h a ʎ u,,,,,,,,,χ a ʎ u,,,,,,,,h a ʎ u,,,,,,
678_49_mouse,,,,,,,,,,,,,,,,,,,a tʃ a k u,,,,,,,,,,,,,,,,,a tʃ a k u,,,,,,,,a tʃ a k u,,,,,,
67_62_brotherwomans,,,,,,,,,,,,,,,,,,,,,,,,,a l u,,a l u,,,,,,,,,,,,,,,,,,,,,,,
683_99_red,p a k ɔ,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,,,p u k a,p u k a,p a k u,p u k a,p u k a,,p u k a,p u k a,p u k a,,,,p u k a,,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,p u k a,,p u k a,p u k a,p u k a,p u k a,p u x a,p a k o,p u k a,,p u k a,p u g a,p u k a,,p u k a,p u k a
686_99_red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w i l a,,,,,,,,w i l a,,,,,,
691_12_righthandside,p a ɲ a,,,,,,,,,,,,,p a ɲ a,p a ɲ a,p a ɲ a,,,,,,,,,,,,,,,p a ɲ a,,,,p a ɲ a,,,,,,,p a ɲ a + m a k i,,,p a ɲ a,,,,,
692_12_righthandside,,a ʎ e q,,a ʎ i χ,a ʎ i χ,a ʎ e χ,a ʎ i + m a k i,a l i,a ʎ !e/i q,a dʑ i,,a dʒ i n,,,,,,a ʎ a ʔ + w ai,,a ʎ e q,,a l i,a dʒ i,,,,,a dʑ i,a ʎ i,a ʎ e q,,a l i + m a k i,,,,,,a ʎ i + m a,,a ʎ e q,,,a l i,,,,a ʒ i,,,
695_12_righthandside,,,,,,,,,,,,,,,,,,,k u p i,,,,,,,,,,,,,,,,,k u p i,,,,,,,,k u p i,,,,,,
696_81_rain,,,,,,,,,,,,,tʃ i j ɲ i,,,,,,,,,,,tʃ i χ ɲ i,,,,,,,,,,,,,,,,,,,,,,,,tʃ i χ tʃ i,,
697_35_back,,,,,,,,,,,,,,,,,,,h i kʰ a n i,,,,,,,,,,,,,,,,,h i kʰ a n a,,,,,,,,h i kʰ a n i,,,,,,
6_66_day,,,,,,,,,,,,,,,,,,,u r u,,,,,,u r u,,u r u,,,,,,,,,u r u,,,,,,,,u r u,,,,,,
702_73_river,m a j u,m a j u,m a j u,m a j u,m a j u,m a j u,,,m a j u,m a j u,m a j u,,,m a j u,m a j u,m a j u,m a j u,m a j u,,m a j u,m a j u,m a j u,,,,m a j u,,m a j u,m a j u,m a j u,m a j u,,,,m a j u,,m a j u,,m a j u,m a j u,m a j u,m a j o,,,m a j u,m a j u,,,m a j u,m a j u
703_73_river,,,,,,,,,,,,,,,,,,,h a w i r a,,,,,,,,,,,,,,,,,qʼ a w a,,,,,,,,h a w i r a,,,,,,
709_96_road,ɲ a n,,ɲ a n,,,ɲ a ŋ,ɲ a n,ɲ a m + b i,,ɲ a n,,ɲ a n,,ɲ a n,ɲ a n,ɲ a n,,,,,,ɲ a n,n a n,,,,,ɲ a n,,,j a n,ɲ a m + b i,,ɲ a m + b i,j a n,,ɲ a n,ɲ a m + b i,,,ɲ a n,ɲ a n,ɲ a n,,ɲ a n,,ɲ a n,,,
70_53_egg,r u n t u,ɾ u n t u,r u n t u,ɾ u n t u,r u n t u,ɾ u n t u,,,l u n t u,r u n d u,r u n t u,,,r u n t u,r u n t u,r u n t u,r u n t u,l u n t u,,ɾ u n t u,,,!r̝/r u n d u,,,,,r u n d u,r u n t u,l u n t u,!r̝/r u n t u,,,,!r̝/r u n t u,,r u n t u,,ɾ u ɲ t u,ɾ u n t u,ɾ u n t u,r u n t u,,,r u n t u,,,,ɾ u ɲ t u,r u n t u
711_96_road,,,,,,,,,,,,,h i k z,,,,,,,,,,,l iː k sʰ i,,,,,,,,,,,,,,,,,,,,,,,,l iː t r i s,,
712_96_road,,,,,,,,,,,,,,,,,,,,,,,,,tʰ a k i,,ʈʂ a k i,,,,,,,,,tʰ a k i,,,,,,,,,,,,,,
715_35_back,w a ʃ a,w a ʃ a,w a s a,,w a s a,w a s a,w a ʃ a,w a ʃ a,w a ʃ a,w a ʃ a,,,,w a s a,w a s a,w a s a,,w a ʂ a,,w a ʃ a,,w a ʃ a,,,,w a ʂ a,,w a ʃ a,w a ʃ a,w a ʃ a,w a s a,w a ʃ a,w a ʃ a,w a ʃ a,w a s a,,w a s a,w a s a,,w a ʃ a,w a s a,,w a ʃ a,,w a s a,w a ʃ a,w a ʃ a,,,
719_90_root,s a p i,s a p i,s a p i,s a p i,s a p i,s a p i,s a p i,,s a p i,s a p i,,,,s a pʰ i,s a pʰ i,s a p i,s a p i,s i p i,,s a p i,s i p i,s a p i,,,,s i p i,,s a p i,,s a p i,s a pʰ i,,s a p i,,s a pʰ i,,s a pʰ i,,,s a p i,s a p i,s a p i,,,s a pʰ i,s a p i,s a p i,,,
720_90_root,,,,,,,,a n g u,,,,,,,,,,,,,,,,,,,,,,,,a n g u,,a n g u,,,,a n g u,,,,,a n g u,,,,,,,
721_90_root,,,,,,,,,,,m a ts u,,,,,,,,,,,,,,,,,,,,,,,,,,,,m a ts i,,,,,,,,,,m a ts u,
726_91_branch,k a ʎ m a,,,,,k a ʎ m a,k a ʎ m a,,,,,,,,kʼ a ʎ m a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727_91_branch,,tʃ a p ɾ a,,,tʃ a p r a,,,,tʃ a p l a,,,,,tʃʼ a p r a,,,tʃ a p s a,tʃ a p l a,,tʃ a p ɾ a,,,,,,tʃ a p l a,,,,tʃ a p ɾ a,tʃʼ a χ r a,,,,,,,,,tʃ a p ɾ a,,,,,,,,,,
729_91_branch,,,,,,,,,,,,,,,,,,,,,,m a l k i,,,,,,,,,,,,,,,,m a l x i,,,,,,,,,m a ʒ k i,,,
72_53_egg,,,,,,,,,,,,,,,,,,,kʼ a w n a,,,,,,,,kʼ a w n a,,,,,,,,,kʼ a n w a,,,,,,,,kʼ a w n a,,,,,,
730_95_rope,w a !s̺/s k a,w a s k a,w a s k a,w a s k a,w a s kʰ a,w a s k a,w a s k a,w a s k a,w a s k a,w a s k a,w a s k a,w a s k a,,w a s kʰ a,w a s kʰ a,w a s k a,w a s k a,w a s k a,,w a s k a,w a s k a,w a s k a,w a s k a,,,w a s k a,,w a s k a,w a s k a,,w a ʃ kʰ a,w a s k a,w a s k a,w a s k a,w a s k a,,w i s kʰ a,w a s k a,w a s k a,w a s k a,w a s k a,w a k a s k a,w a s k a,,w a s kʰ a,w a s g a,w a s k a,,w a s k a,w a s k a
732_95_rope,,,,,,,,,,,,,,,,,,,,,,,,,tʃ a w a r a,,,,,,,,,,,,,,,,,,,tʃʼ a w a r a,,,,,,
742_86_salt,k a tʃ i,k a ʈʂ i,k a tʃ i,,k a tʃ i,k a tʃ i,k a tʃ i,k a tʃ i,k a ʈʂ i,k a ʈʂ i,k a tʃ i,k a ʈʂ i,,k a tʃ i,k a tʃ i,k a tʃ i,k a tʃ i,k a ʈʂ i,,k a ʈʂ i,k a tʃ i,k a tʃ i,k a ʈʂ i,,,k a ʈʂ i,,k a tʃ i,k a ʈʂ i,k a ʈʂ i,k a tʃ i,k a tʃ i,k a ʈʂ i,k a tʃ i,k a tʃ i,,k a tʃ i,k a tʃ i,k a tʃ i,k a ʈʂ i,k a tʃ i,k a tʃ i,k a tʃ i,,k a tʃ i,k a ʈʂ i,k a tʃ i,,k a tʃ i,k a ʈʂ i
743_86_salt,,,,,,,,,,,,,j a k w u,,,,,,,,,,,j eː k uː,,,,,,,,,,,,,,,,,,,,,,,,j iː k oː,,
744_86_salt,,,,,,,,,,,,,,,,,,,h a j u,,,,,,,,,,,,,,,,,χ a j u,,,,,,,,h a j u,,,,,,
750_79_sand,t i j u,,,,,,t i j u,,,t i j u,,,,,,t i j u,,,,,,t i j u,,,,,,t i j u,,,tʼ i j u,,,t i j u,tʼ i j u,,,,,,t i j u,t i j o,,,,,tʰ i j u,,,
751_79_sand,a k ɔ,a q o,a q o,a χ u,a χ u,a χ o,,,a q o,,,a ʁ u,,a q u,a q u,a χ u,a q u ʃ,a ʔ u,,a q o,,,a ʁ u,,,a ʔ u,,,a q u,a q o,,,,,,,a q u,,,a q o,,,,,a q u,,,,,a q u
752_79_sand,,,,,,,,,,,,,,,,,,,,,a ʎ p a,,,,,,,,,,,,,,,,,,a ʎ p a,,,,,,,,,,a ʎ p a,
755_35_back,,,,,,,,,,,,,,,,,,,,,,,,t oː t a,,,,,,,,,,,,,,,,,,,,,,,,tʰ oː tʰ a,,
760_140_seeto,r i k u + n i,ɾ i k a,r i k u,ɾ i k u,r i k u,ɾ i k u,ɾ i k u + n a,r i k u + n a,l i k a,r i k u,r i k a,r i k a,,r i k u,r i k u,r i k u + n i,r i k a,l i k a,,ɾ i k a,ɾ i k a,ɾ i k u + n a,r i k a,,,l i k a,,r i k u,r i k a,l i k a,r i k u,r i k u + n a,ɾ i k a,ɾ i k u + n a,r i k u,,r i k u,,ɾ i k a,ɾ i k a,,r i k u + n i,r i k u,,r i k u,!ʐ/r i g a,!r̝/r i k u,,ɾ i k a,r i k a
761_140_seeto,k a w a + n i,q a w a,q a w a,χ a w a,,χ a w a,,,q a w a,k a w a,,,,,,k a w a + n i,,,,q a w a,,,,,,,,k a w a,,q a w a,,,,,,,,k a w a,,q a w a,q aː,k a w a + n i,,,,,,,,
762_140_seeto,,,,,,,,,,,,,,,,,,,u ɲ,,,,,,,,,,,,,,,,,,,,,,,,,u ɲ,,,,,,
764_140_seeto,,,,,,,,,,,,,,,,,,,,,,,,,i ʎ a,,i ʎ a,,,,,,,,,i ɲ a,,,,,,,,,,,,,,
770_35_back,,,,,,,,,,,,,,,,,,,,,,,,,s aː m a,,s a m a,,,,,,,,,,,,,,,,,,,,,,,
774_88_seed,,,,,,,,,,,,,,,,,,,h a tʰ a,,,,,,a tʰ a,,a ʈʂ a,,,,,,,,,,,,,,,,,h a tʰ a,,,,,,
