Cognate_ID,Beijing,Changsha,Chengdu,Fuzhou,Guangzhou,Guilin,Haerbin,Jinan,Jixi,Loudi,Meixian,Nanchang,Nanjing,Rongcheng,Suzhou,Taiyuan,Wenzhou,XiAn,Xiamen
40_root,k ə ⁵⁵,k ə n ³³,k ə n ⁴⁵,k y ŋ ⁵⁵,k ɐ n ⁵⁵,k ɤ n ⁴²,k ə n ⁴⁴,k ẽ ²¹⁴,k ɑ̃ ⁵⁵,k ẽ ⁴⁴,k i n ³³,k j ɛ n ⁴²,k ə n ³¹,k ə n ⁵²,k ə n ⁴⁴,k ə ŋ ²¹,k y ⁴⁴,k ẽ ²¹,k u n ⁵⁵
41_dog,k ou ²¹⁴,k əu ⁴¹,k əu ⁵³,kʰ ɛi ŋ ³²,k ɐu ³⁵,k ai ²³,k ou ²¹³,k ou ⁴⁵,k i ²¹³,t j ɤ ⁴²,k eu ³¹,k j ɛu ²¹³,k əɯ ¹¹,k ou ²¹³,k ʏ ⁵²,k əu ⁵³,k au ²⁴²,k ou ⁵³,k au ⁵³
42_bone,k u ²¹⁴,k u ²⁴ + t əu ⁰,k u ²¹ + tʰ əu ²¹,k ɔu ʔ ²¹,k w ɐ t ⁵,k u ⁵⁵ + t ai ²²,k u ²¹³ + tʰ ou ⁰,k u ²¹⁴ + tʰ ou ⁰,k w ɤ ʔ ³²,k u ¹³ + d j ɤ ¹³,k u t ¹ + tʰ eu ¹¹,k u ʔ ⁵ + tʰ əu ⁰,k u ʔ ⁵ + tʰ əɯ ¹³,k u ²¹⁴ + tʰ ə ⁰,k w ə ʔ ⁴ + d ʏ ¹³,k w ə ʔ ² + t əu ⁰,k y ⁴² + d ɤu ³⁴¹,k u ²¹ + tʰ ou ⁰,k u t ³² + tʰ au ²⁴
43_stick,k w ə n ⁵¹,k w ə n ⁵⁵ + ts ɿ ⁰,k w ə m ²¹³ + k w ə ⁵⁵,k u ŋ ²¹² + k ou ŋ ²¹²,k w ɐ n ³³,k w ɤ ŋ ⁴² + ts e ²³,k w ə n ⁵³ + ts ɿ ⁰,k w ẽ ²¹ + ts ɿ ⁰,k w ɑ̃ ³⁵ + ts ɿ ⁵³,k u n ³⁵,k u n ⁵³ + n e ⁰,k u n ⁴⁵,k w ə n ⁴⁴ + ts ɿ ⁰,k w ə ³³⁴,b ɑ̃ ²³¹,k u ŋ ⁴⁵,b w ɔ ²⁴ + ŋ̍ ⁰,k w ə n ⁴⁴,tsʰ e ⁵³ + j a ⁵³
44_child,x ɛ ³⁵,x ai ¹³ + ts ɿ ⁰,w a ²¹ + w a ²¹,h a ⁵³ + i ⁵³,h ai ²¹,ɕ i ²⁵ + k w o ⁰ + ts e ²³,ɕ j au ²¹³ + x a ²⁴,x ɛ ⁵³ + ts ɿ ⁰,s ɿ ³⁵ + j ɑ̃ ⁴⁴ + k o ⁵³,ɕ i ³⁵ + k o ⁰ + dz e ⁰,s e ⁵³ + ŋ i n ¹¹ + n e ⁰,h ai ²⁴,w ɑ ¹³ + ə ⁰,x ai ³⁵ + ts ɿ ⁰,s j æ ⁵² + ɲ i n ¹³,x ai ²¹,m ai ⁴⁴ + m ai ⁴⁴,w ɑ ⁴⁴,i n ⁵³ + n a ⁵³
45_sea,x ɛ ²¹⁴,x ai ⁴¹,x ai ⁵³,h ai ³²,h ɔi ³⁵,x ai ²³,x ai ²¹³,x ɛ ⁴⁵,x a ²¹³,x w e ⁴²,h oi ³¹,h ai ²¹³,x ɛ ¹¹,x ai ²¹⁴,h e̞ ⁵²,x ai ⁵³,h e ²⁴,x ɛ ⁵³,h ai ⁵³
46_good,x ɑu ²¹⁴,x au ⁴¹,x au ⁵³,h o ³²,h ou ³⁵,x ɑu ²³,x au ²¹³,x ɔ ⁴⁵,x ɤ ²¹³,x ɤ ³⁵,h au ³¹,h au ²¹³,x ɔ ¹¹,p u ²¹⁴ + tsʰ au ³³⁴,h æ ⁵²,x au ⁵³,h ə ²⁴,x ɑu ⁵³,h o ⁵³
47_drink,x ɤ ⁵⁵,tɕʰ j a ²⁴,x o ⁴⁵,tsʰ w o ʔ ²⁴,j ɐ m ³⁵,x w o ⁵⁵,x ɤ ⁴⁴,x ɤ ²¹⁴,x ɤ ⁵⁵,tɕʰ j ɔ ¹³,s ə t ⁵,h o t ²,x o ʔ ⁵,x a ²¹⁴,tɕʰ j ə ʔ ⁴,x ə ʔ ²,h a ⁴¹,x w o ²¹,l i m ⁵⁵
48_and,x ɤ ³⁵,k ə n ³³,x o ²¹,k ɔy ŋ ²⁴²,w ɔ ²¹,k ɤ n ⁴²,x ɤ ²¹,x ɤ ⁵³,x ɵ ⁴⁴,ɣ o ¹³,tʰ u ŋ ¹¹,f o ⁴⁵,x o ¹³,x ɔ ³⁵,t a ʔ ⁴,x ɤ ²¹,kʰ w ɔ ⁵¹,x w o ²⁴,k a ʔ ³²
49_river,x ɤ ³⁵,x o ¹³,x o ²¹,o ⁵³,h ɔ ²¹,x w o ²²,x ɤ ²⁴,x ɤ ⁵³,x ɵ ⁴⁴,ɣ o ¹³,h o ¹¹,h o ²⁴,x o ¹³,x w ɔ ³⁵,ɦ əu ¹³,x ɤ ²¹,v u ³⁴¹,x w o ²⁴,kʰ w e ⁵⁵
4_ice,p i ŋ ⁵⁵,p i n ³³,p i n ⁴⁵,p i ŋ ⁵⁵,p e ŋ ⁵⁵,p i ŋ ⁴²,p i ŋ ⁴⁴,p i ŋ ²¹⁴,p j ɑ̃ ⁵⁵,k ɤ ³⁵ + n j ɔ̃ ¹³ + ts ɿ ⁰,p e n ³³,p i n ⁴²,p i n ³¹,p i ŋ ⁵²,p i n ⁴⁴,p i ŋ ²¹,p ə ŋ ⁴⁴,p i ŋ ²¹,p i ŋ ⁵⁵
50_river,tɕ j ɑ ŋ ⁵⁵,tɕ j a n ³³,tɕ j a ŋ ⁴⁵,k ɤ n ⁵⁵,k ɔ ŋ ⁵³,tɕ j ɑ ŋ ⁴²,tɕ j a ŋ ⁴⁴,tɕ j ɑ ŋ ²¹⁴,k õ ⁵⁵,t ɔ ŋ ⁴⁴,k o ŋ ³³,k ɔ ŋ ⁴²,tɕ j ɑ̃ ³¹,c j a ŋ ⁵²,k ɑ̃ ⁴⁴,tɕ j ɒ̃ ²¹,k w ɔ ⁴⁴,tɕ j ɑ ŋ ²¹,k a ŋ ⁵⁵
51_black,x ei ⁵⁵,x ə ²⁴,x e ²¹,u ⁵⁵,h ɐ k ³,x ei ⁵⁵,x ei ⁴⁴,x ei ²¹⁴,x ɤ ʔ ³²,x e ¹³,h e t ¹,h ɛ t ⁵,x e ʔ ⁵,x ɛ ²¹⁴,h ə ʔ ⁴,x ə ʔ ²,h e ⁴¹,x ei ²¹,ɔ ⁵⁵
52_red,x u ŋ ³⁵,x ə n ¹³,x o ŋ ²¹,øy ŋ ⁵³,h o ŋ ²¹,x ɤ n ²²,x u ŋ ²⁴,x u ŋ ⁵³,f ɑ̃ ⁴⁴,ɣ ɤ n ¹³,f u ŋ ¹¹,f u ŋ ⁴⁵,x o ŋ ¹³,x o ŋ ³⁵,ɦ o ŋ ¹³,x u ŋ ²¹,ɦ o ŋ ³⁴¹,x u ŋ ²⁴,a ŋ ²¹
53_thick,x ou ⁵¹,x əi ⁴¹,x əu ²¹³,k au ²⁴²,h ɐu ²³,x ai ²⁵ + ɕ i ²²,x ou ⁵³,x ou ³¹,x i ²¹³,ɣ ɤ ¹¹,pʰ u n ³³,h ɛu ²¹,x əɯ ⁴⁴,x ou ³³⁴,ɦ ʏ ²³¹,x əu ⁴⁵,g au ²⁴,x ou ⁴⁴,k au ²²
54_breathe,x u ⁵⁵ + ɕ i ⁵⁵,f u ³³ + tɕ i ²⁴,f u ⁴⁵ + ɕ i ²¹,h u ⁵⁵ + h ɛi ʔ ²⁴,f u ⁵⁵ + kʰ ɐ p ⁵,tsʰ w ã ²³ + tɕʰ i ²⁵,x u ⁴⁴ + ɕ i ⁴⁴,x u ²¹⁴ + ɕ i ²¹⁴,tʰ i ²¹³ + tsʰ ɿ ³⁵,tɕʰ y ¹³ + tɕʰ i ³⁵,tʰ eu ⁵³ + ç i ⁵³,f u ⁴² + ɕ i t ⁵,ʈʂʰ w ɑ̃ ¹¹ + tɕʰ i ⁴⁴,ʈʂʰ ɐ n ²¹⁴ + cʰ j ə ³³⁴,tʰ ʏ ⁵² + tɕʰ i ⁴¹²,tsʰ w ə ʔ ² + tɕʰ i ⁴⁵,tʰ au ²⁴² + tsʰ ɿ ⁵¹,x u ²¹ + ɕ i ²¹,h ɔ ⁵⁵ + kʰ i ⁵³
55_lake,x u ³⁵,f u ¹³,f u ²¹,h u ⁵³,u ²¹,f u ²²,x u ²⁴,x u ⁵³,f u ⁴⁴,x u ¹³,f u ¹¹,f u ⁴⁵,x u ¹³,x u ³⁵,ɦ əu ¹³,x u ²¹,v u ³⁴¹,x u ²⁴,ɔ ²⁴
56_flower,x w a ⁵⁵,f a ³³,x w a ⁴⁵,h w a ⁵⁵,f a ⁵⁵,f a̠ ⁴²,x w a ⁴⁴,x w a ²¹⁴,x o ⁵⁵ + n n̩ ⁰,x ɔ ⁴⁴,f a ³³ + v e ⁰,f a ⁴⁵,x w ɑ ³¹,x w a ⁵²,h o ⁴⁴,x w a ²¹,h o ⁴⁴,x w ɑ ²¹,h w e ⁵⁵ + j a ⁵³
57_bad,x ai ⁵¹,f ai ¹¹,x w ai ²¹³,pʰ ai ³²,w ai ²²,f ai ²¹,x w ai ⁵³,x w ɛ ³¹,v ɔ ³¹,ɣ w a ¹¹,f ai ⁵³,f ai ²¹,x w ɛ ⁴⁴,x w ai ³³⁴,tɕʰ j ʏ ⁴⁴,x w ai ⁴⁵,m ə ³⁴¹,x w ɛ ⁴⁴,pʰ ai ⁵³
58_yellow,x w ɑ ŋ ³⁵,w a n ¹³,x w a ŋ ²¹,w o ŋ ⁵³,w ɔ ŋ ²¹,w ɑ ŋ ²²,x w a ŋ ²⁴,x w ɑ ŋ ⁵³,õ ⁴⁴,ɣ ɔ ŋ ¹³,v o ŋ ¹¹,w ɔ ŋ ⁴⁵,x w ɑ̃ ¹³,x w a ŋ ³⁵,ɦ w ɑ̃ ¹³,x w ɒ̃ ²¹,ɦ w ɔ ³⁴¹,x w ɑ ŋ ²⁴,ŋ̍ ²⁴
59_ash,x w ei ⁵⁵,f ei ³³,x w ei ⁴⁵,h w oi ⁵⁵ + h w oi ⁵⁵,f w i ⁵³,f ei ⁴²,x w ei ⁴⁴,x w ei ²¹³,f a ⁵⁵,x w e ⁴⁴,f oi ³³,f ɨi ⁴²,x w ei ³¹,x w ei ⁵²,h w e̞ ⁴⁴,x w ei ²¹,f ai ⁴⁴,x w ei ²¹,h e ⁵⁵
5_neck,p o ³⁵ + ts ɿ ⁰,p o ¹³ + ts ɿ ⁰,tɕ i n ⁵³ + x a ŋ ⁵³,t au ²⁴² + ɔu ʔ ²⁴,k ɛ ŋ ³⁵,k ei ²³,p ɤ ²⁴ + ts ɿ ⁰,p ɤ ⁵³ + ts ɿ ⁰,kʰ i ³⁵ + tɕ j ɑ̃ ²¹³,tɕ j ɔ̃ ⁴² + k u ⁰,k j a ŋ ³¹ + k i n ³³,p ɔ ʔ ⁵ + ts ɿ ⁰,p o ʔ ⁵ + ts ɿ ⁰,p ɔ ³⁵ + k ə ŋ ²¹⁴ + ts ɿ ⁰,d ʏ ¹³ + tɕ i n ⁵²,p a ʔ ⁵⁴ + ts ə ʔ ⁰,d ɤu ³⁴¹ + tɕ j a ŋ ²⁴²,p o ²⁴ + ts ɿ ⁰,a m ²² + k u n ⁵³
60_livealive,x w o ³⁵ + t ɤ ⁰,x o ²⁴ + t i ⁰,x o ²¹ + l i ⁵⁵,w a ʔ ⁵ + k i ⁵³,s a ŋ ⁵³ + k ɛ ³³,x w o ²² + k ɤ ⁰ + t e ³³,x w o ²⁴ + t y ⁰,x w ɤ ⁵³ + t i ⁰,v o ʔ ³² + n o ʔ ³²,x w e ³⁵ + k ɤ ⁰,s a ŋ ³³ + ŋ e ⁵³,w o t ²¹ + k o ⁴²,x o ʔ ⁵ + t i ⁰,x w ɔ ³⁵ + t ə ⁰,ɦ w ə ²³ + k ə ʔ ⁴,x w ə ʔ ⁵⁴ + t ə ʔ ⁰,dʑ i ²² + g i ⁰,x w o ²⁴ + t i ⁰,w a ʔ ⁵ + e ⁰
61_fire,x w o ²¹⁴,x o ⁴¹,x o ⁵³,h w oi ³²,f ɔ ³⁵,x w o ²³,x w o ²¹³,x w ɤ ⁴⁵,x ɵ ²¹³,x o ⁴²,f o ³¹,f o ²¹³,x o ¹¹,x w ɔ ²¹⁴,h əu ⁵²,x w ɤ ⁵³,f u ²⁴²,x w o ⁵³,h e ⁵³
62_egg,tɕ i ⁵⁵ + t a n ⁵¹,tɕ i ³³ + t a n ¹¹,tɕ i ⁴⁵ + t a n ²¹³,k j e ⁵⁵ + l ɔu ŋ ²⁴²,k ɐi ⁵³ + t a n ²²,tɕ i ⁴² + t ã ²¹,tɕ i ⁴⁴ + t a n ⁵³,tɕ i ²¹⁴ + t æ̃ ⁴¹,ts ɿ ⁵⁵ + ts ɿ ²¹³,tɕ i ⁴⁴ + d ã ¹¹,k e ³³ + l o n ³¹,tɕʰ i ⁴² + tʰ a n ²¹,tɕ i ³¹ + t ɑ̃ ⁴⁴,c i ⁵² + t ɐ n ²¹⁴,tɕ i ⁴⁴ + d e̞ ²³¹,tɕ i ²¹ + t æ̃ ⁴⁵,ts ɿ ⁴⁴ + l a ŋ ²⁴,tɕ i ²¹ + t æ̃ ⁰,k w e ⁵⁵ + n ŋ̍ ²²
63_sharp,tɕ j ɛ n ⁵⁵,tɕ j a n ³³,tɕ j ɛ n ⁴⁵,ts j e ŋ ⁵⁵,ts i m ⁵³,tɕ j ã ⁴²,tɕ j a n ⁴⁴,tɕ j æ̃ ²¹⁴,ts ẽ ⁵⁵,tɕ j æ ⁴⁴,ts j a m ³³,tɕ j ɛ n ⁴²,tɕ j e n ³¹,ts j ɛ ⁵²,ts i ⁴⁴,tɕ j e ²¹,tɕ i ⁴⁴,tɕ j æ̃ ²¹,ts j a m ⁵⁵
64_horn,tɕ j ɑu ²¹⁴,tɕ j o ²⁴,tɕ ɥ o ²¹ + tɕ ɥ o ²¹,k øy ʔ ²⁴ + k oy ʔ ²⁴,k ɔ k ³,k ɑu ⁵⁵,tɕ j au ²¹³,tɕ ɥ ɤ ²¹⁴,k o ʔ ³²,k o ¹³,k o k ¹ + v e ⁰,k ɔ ʔ ⁵,k o ʔ ⁵,c ɥ ɔ ²¹⁴,k o ʔ ⁴,tɕ ɥ ə ʔ ²,k o ⁴¹,tɕ ɥ o ²¹,k a k ³²
65_foot,tɕ j ɑu ²¹⁴,tɕ j o ²⁴,tɕ ɥ o ²¹ + p ə ⁵³,kʰ a ⁵⁵,k œ k ³,ɕ y ⁵⁵ + t e ²²,tɕ j au ²¹³,tɕ ɥ ɤ ²¹⁴,tɕ ɥ o ʔ ³²,d j o ¹³,k j o k ¹,tɕ j o ʔ ⁵,tɕ j o ʔ ⁵,c ɥ ɔ ²¹⁴,tɕ j ɑ ʔ ⁴,tɕ j au ⁵³,tɕ j a ⁴¹,tɕ ɥ o ²¹,kʰ a ⁵⁵
66_freeze,tɕ j ɛ ³⁵ + p i ŋ ⁵⁵,tɕ j e ²⁴ + p i n ³³,tɕ j e ²¹ + p i n ⁴⁵,k j e ʔ ⁵ + p i ŋ ⁵⁵,k i t ³ + e ŋ ⁵⁵,tɕ j e ⁵⁵ + p i ⁴²,t u ŋ ⁵³ + p i ŋ ⁴⁴,tɕ j ə ²¹⁴ + p i ŋ ²¹⁴,tɕ j a ʔ ³² + p j ɑ̃ ⁵⁵,tɕʰ j ɔ ⁴² + k ɤ ³⁵,k e t ¹ + p e n ³³,tɕ j ɛ t ⁵ + p i n ⁴²,tɕ j e ʔ ⁵ + p i n ³¹,c j ɛ ²¹⁴ + p i ŋ ⁵²,tɕ j ə ʔ ⁴ + p i n ⁴⁴,tɕ j ə ʔ ² + p i ŋ ²¹,tɕ i ⁴¹ + p e ŋ ⁴⁴,tɕ j ɛ ²¹ + p i ŋ ²¹,k j a t ³² + p i ŋ ⁵⁵
67_near,tɕ i n ⁵¹,tɕ i n ⁴¹,tɕ i n ²¹³,k øy ŋ ²⁴²,k ɐ n ²²,tɕ i ŋ ²⁵,tɕ i n ⁵³,tɕ j ẽ ³¹,tɕʰ j ɑ̃ ²¹³,d i n ¹¹,kʰ j u n ⁵³,tɕʰ i n ²¹,tɕ i n ⁴⁴,c i n ³³⁴,dʑ i n ²³¹,tɕ i ŋ ⁴⁵,dz j a ŋ ²⁴,tɕ i n ⁴⁴,k u n ²²
68_cut,kʰ a n ²¹⁴,kʰ a n ⁴¹,kʰ a n ⁵³,tsʰ ɔy ²¹²,h ɐ m ³⁵,kʰ ã ²³,kʰ a n ²¹³,kʰ æ̃ ⁴⁵,ts o ʔ ³²,tɕ j o ³⁵,s a t ¹,kʰ a n ²¹³,kʰ ɑ̃ ¹¹,kʰ ɐ n ²¹⁴,ts e̞ ⁴⁴,kʰ æ̃ ⁵³,t ɤu ⁵¹,kʰ æ̃ ⁵³,kʰ a m ⁵³
69_see,kʰ a n ⁵¹ + tɕ j ɛ n ⁵¹,kʰ a n ⁵⁵ + tɕ j a n ⁵⁵,kʰ a n ²¹³ + t au ⁵³,kʰ a ŋ ²¹² + ŋ j e ŋ ²¹²,tʰ ɐi ³⁵ + k i n ³³,kʰ w ã ⁴² + tɕ j ã ⁴²,kʰ a n ⁵³ + tɕ j a n ⁰,kʰ æ̃ ³¹ + tɕ j æ̃ ⁰,kʰ ɔ ³⁵ + tɕ j e ³⁵,kʰ ẽ ³⁵ + tɕ j æ ³⁵,kʰ o n ⁵³ + k j a n ⁵³,kʰ o n ²¹³ + tɕ j ɛ n ⁴⁵,kʰ ɑ̃ ⁴⁴ + tɕ j e n ⁴⁴,kʰ ɐ n ³³⁴ + c j ɐ n ³³⁴,kʰ ø ⁵² + tɕ j ɪ ⁴¹²,kʰ æ̃ ⁴⁵ + tɕ j e ⁴⁵,tsʰ ɿ ⁴⁴ + dʑ j a ⁰,kʰ æ̃ ⁴⁴ + tɕ j æ̃ ⁰,kʰ w ã ²¹ + t j o ⁰
6_thin,p ɑu ³⁵,p o ²⁴,p o ²¹,p o ʔ ⁵,p ɔ k ²,p ɑu ²²,p ɤ ²⁴,p ɤ ⁵³,pʰ o ʔ ³²,pʰ o ¹¹,pʰ o k ⁵,pʰ ɔ ʔ ⁵,p o ʔ ⁵,p ɔ ³⁵,b o ʔ ²³,p ə ʔ ⁵⁴,b o ²³,p o ²⁴,p o ʔ ⁵
70_wide,kʰ w a n ⁵⁵,kʰ õ ³³,kʰ w a n ⁴⁵,kʰ w a ʔ ²⁴,f u n ⁵⁵,kʰ w ã ⁴²,kʰ w a n ⁴⁴,kʰ w æ̃ ²¹⁴,kʰ w ɔ ⁵⁵,kʰ w ẽ ⁴⁴,f a t ¹,kʰ w o n ⁴²,kʰ w ɑ̃ ³¹,kʰ w ɐ n ⁵²,kʰ w ə ʔ ⁴,kʰ w æ̃ ²¹,kʰ o ⁴¹,kʰ w æ̃ ²¹,kʰ w a ʔ ³²
71_tie,kʰ w ə n ²¹⁴,kʰ w ə n ⁴¹,kʰ w ɛ n ⁵³ + tɕʰ i ⁵³,kʰ u ŋ ³²,kʰ w ɐ n ³⁵,kʰ w ɤ ŋ ²²,kʰ w ə n ²¹³,kʰ w ẽ ⁴⁵,p õ ²¹³,kʰ u n ⁴²,kʰ u n ³¹,kʰ u n ²¹³,kʰ w ə n ¹¹,p a ŋ ²¹⁴,kʰ w ə n ⁵²,kʰ u ŋ ⁵³,ɦ o ²¹,kʰ w ẽ ⁵³,kʰ u n ⁵³
72_pull,l a̠ ⁵⁵,l a ³³,l a ⁴⁵,p ɛi ʔ ⁵,l ai ⁵³,tʰ w o ⁴²,l a ⁴⁴,l a ²¹⁴,l ɔ ⁵⁵,l a ⁴⁴,p a ŋ ³³,l a ⁴²,l ɑ ³¹,l a ²¹⁴,l ɑ ⁴⁴,l a ²¹,l a ⁴⁴,l ɑ ²¹,l a ⁵⁵
73_come,l ɛ ³⁵,l ai ¹³,l ai ²¹,l i ³²,l ɔi ²¹,l ai ²²,l ai ²⁴,l ɛ ⁵³,n a ⁴⁴,l e ¹³,l oi ¹¹,l ai ⁴⁵,n ɛ ¹³,l ai ³⁵,l e̞ ¹³,l ai ²¹,ts au ²⁴² + l o ⁰,l ɛ ²⁴,l ai ²⁴
74_old,l ɑu ²¹⁴,l au ⁴¹,l au ⁵³,l au ²⁴²,l ou ²³,l ɑu ²³,l au ²¹³,l ɔ ⁴⁵,n ɤ ²¹³,l ɤ ⁴²,l au ³¹,l au ²¹³,l ɔ ¹¹,l au ²¹⁴,l æ ²³¹,l au ⁵³,l ə ²⁴,l ɑu ⁵³,l au ²²
75_cold,l ə ŋ ²¹⁴,l ə n ⁴¹,n ə n ⁵³,k a ŋ ⁵³,l a ŋ ²³,l ei ²³,l ə ŋ ²¹³,l ə ŋ ⁴⁵,n ẽ ²¹³,n j ɔ̃ ⁴²,l a ŋ ³³,l a ŋ ²¹³,l ə n ¹¹,l ə ŋ ²¹⁴,l a ²³¹,l ə ŋ ⁵³,l j ɛ ²⁴²,l ə ŋ ⁵³,l i ŋ ⁵³
76_flow,l j ou ³⁵,l j əu ¹³,l j əu ²¹,l au ⁵³,l ɐu ²¹,l j ou ²²,l j ou ²⁴,l j ou ⁵³,n i ⁴⁴,l j o ¹³,l j u ¹¹,l j u ⁴⁵,tʰ ɑ̃ ¹¹,l j ou ³⁵,tʰ ɑ̃ ⁵²,l j əu ²¹,l ɤu ³⁴¹,l j ou ²⁴,l au ²⁴
77_path,l u ⁵¹,l əu ¹¹,n u ²¹³,t w o ²⁴²,l ou ²²,l u ²¹,l u ⁵³,l u ³¹,n u ³¹,l ɤu ¹¹,l u ⁵³,l u ²¹,l u ⁴⁴,t ɔ ³³⁴,l əu ²³¹,l u ⁴⁵,l øy ²²,l ou ⁴⁴,l ɔ ²²
78_green,l y ⁵¹,l əu ²⁴,n u ²¹,l w o ʔ ⁵,l o k ²,l j ou ⁵⁵,l y ⁵³,l y ³¹,n ɤ ʔ ²³,l ɤu ³⁵,l j u k ⁵,l j u ʔ ⁵,l u ʔ ⁵,l y ²¹⁴,l o ʔ ²³,l y ⁴⁵,l o ²¹,l j ou ²¹,l i k ⁵
79_full,m a n ²¹⁴,m õ ⁴¹,m a n ⁵³,k o ²¹² + l ou ŋ ⁵³,m u n ²³,m ã ²³,m a n ²¹³,m æ̃ ⁴⁵,m ɑ̃ ²¹³,m ẽ ⁴²,m a n ³³,m o n ²¹³,m ɑ̃ ¹¹,m ɐ n ²¹⁴,m ø ²³¹,m æ̃ ⁵³,m ø ²⁴²,m æ̃ ⁵³,m w ã ⁵³
7_not,p u ⁵¹,p u ²⁴,p u ²¹,i ŋ ⁵⁵,p ɐ t ⁵,p u ²²,p u ⁵³,p u ²¹⁴,p ɤ ʔ ³²,pʰ u ¹³,m m̩ ¹¹,pʰ ɨ t ⁵,p u ʔ ⁵,p u ²¹⁴,f ə ʔ ⁴,p ə ʔ ²,f u ²⁴,p u ²¹,b o ²⁴
80_name,m i ŋ ³⁵ + ts ɿ ⁰,m i n ¹³ + ts ɿ ⁰,m i n ²¹ + ts ɿ ²¹³,m j a ŋ ⁵³ + ʒ ɛi ²⁴²,m ɛ ŋ ²¹ + ts i ²²,m ei ²² + ts ɿ ²¹,m i ŋ ²⁴ + ts ɿ ⁰,m i ŋ ⁵³ + ts ɿ ⁰,m j ɑ̃ ⁴⁴ + tsʰ ɿ ³¹,m j ɔ̃ ¹³ + dz ɿ ¹¹,m j a ŋ ¹¹ + s ɿ ⁵³,m j a ŋ ⁴⁵ + ts ɿ ⁰,m i n ¹³ + s ɿ ⁰,m i ŋ ⁵² + ts ɿ ⁰,m i n ¹³ + z ɿ ²³¹,m i ŋ ²¹ + ts ɿ ⁴⁵,m e ŋ ³⁴¹ + z ɿ ²²,m i ŋ ²⁴ + ts ɿ ⁰,m j ã ²⁴ + l i ²²
81_mather,m i ²¹⁴ + tɕʰ i n ⁵⁵,m o ⁴¹ + tɕʰ i n ³³,m a ⁴⁵ + m a ⁵⁵,i ⁴⁴ + m a ⁴⁴,m ou ³⁵ + tsʰ ɐ n ⁵³,tɕ j a̠ ²³,m̩ ⁴⁴,m u ⁴⁵ + tɕ j ẽ ⁰,m ɔ ³¹ + m ɔ ⁰,m̩ ¹¹ + m a ⁴²,oi ³³ + j e ⁰,m u ²¹³ + tɕʰ i n ⁴²,m ɑ ³¹ + m ɑ ⁰,m a ⁵²,m̩ ⁴⁴ + m ɑ ⁴⁴,m u ⁵³ + tɕʰ i ŋ ²¹,a ⁴¹ + n a ⁴⁴,m a ²¹,a ⁵⁵ + b u ⁵³
82_holdtake,n a̠ ³⁵,l a ¹³,t ai ²¹,n j e ŋ ⁵⁵,l ɔ ³⁵,k ei ²²,n a ²⁴,n a ⁵³,t ɔ ⁵⁵,n ɔ ⁴⁴,n a ³³,l a ʔ ⁵,l ɑ ¹³,n a ⁵²,n o ¹³,n a ²¹,t o ²⁴²,n ɑ ²⁴,tʰ e ʔ ⁵
83_where,n a̠ ²¹⁴ + l i ²¹⁴,l a ⁴¹ + l i ⁰,n ə ⁵³,t j e ³² + n œ ³²,p i n ⁵⁵ + t ou ²²,l a̠ ²³ + x ɑ ŋ ³³,n a ²⁴ + l i ²¹³,n a ²¹³ + ɲ j ẽ ⁰,n a ²¹³ + x ɑ̃ ³⁵,l a ⁴² + l i ⁰,ŋ ai ⁵³ + j e ⁰,l a ²¹³ + l i ⁰,l ɑ ¹¹ + kʰ w ɛ ⁴⁴,n a ³⁵ + l i ²¹⁴,n o ¹³ + t a ʔ ⁰,n a ⁵³ + l ɛ ⁰,ɲ j au ²¹ + d w ɔ ²⁴,ɑ ⁵³ + t ɑ ²¹,t o ⁵⁵ + l o ʔ ⁵
84_that,n ɑ ⁵¹,l a ⁵⁵,n a ²¹³,h y ³²,n a ³³,l a̠ ²³,n a ⁵³,n a ³¹,n a ³¹,l o ¹¹,k e ⁵³,h e ²¹³,l ə ʔ ⁵,n j ɛ ³³⁴,k w e̞ ⁴⁴,v ai ⁵³,h e ²⁴,n ɑ ⁵³,h i t ³²
85_there,n a ⁵¹,l a ⁵⁵ + l i ⁴¹,n ə ²¹³,h u ⁵⁵ + w oi ²¹²,k ɔ ³³ + t ou ³³,l a̠ ²³ + k w o ⁰ + t i ²⁴ + f ɑ ŋ ⁴²,n a ⁵³,n a ³¹,n a ³¹ + n̩ ⁰,l o ¹¹ + l i ⁰,e ⁵³ + j e ⁰,l a ²¹³ + l i ⁰,l e ʔ ⁵ + kʰ w ɛ ⁴⁴,n j ɛ ³³⁴,w e̞ ⁴⁴ + m j ɪ ²³¹,n a ⁴⁵,b w ɔ ³⁴¹ + t a ⁴⁴,n ɑ ⁵³,h i t ³² + t e ²¹
