Cognate_ID	Amonda	Anambe	Apiaka	Arawete	Asurini	AsuriniXingu	AvaCanoeiro	Aweti	Chiriguano	Emerillon	Guaja	Guajajara	GuaraniAntigo	GuaraniMbya	GuaraniParaguay	Guarayo	Guayaki	Kamayura	Kayabi	Kokama	Mawe	Nheengatu	Omagua	Parakana	Parintintin	Siriono	Surui	Tapirape	Tembe	Tenharim	Tupi	UrubuKaapor	Urueuwauwau	Warazu	Wayampi	WayampiJ	Xeta	Yuki
244_yousg	n e h e	e n e		n e	e n e	n e	n e	e n	n e	n e	n i j ã	n e	n e	n e	n e	nd e	d e	n e	e n e	e n e	e n	n e	ɪ n ɪ	e n é	d e h e	n e	n e	t͡ʃ a n e	r e	nd e h e	n e	n e	n e h e	n e				d e
24_branch	a k ã		ʔ ɨ w a k ã	a t͡ʃ ĩ		a k ɨ̃	a k ã	a k ã	ã k a	a k ã	a k ã	h a k a	a k a ŋ	ã k ã	a k ã	ã k ã	a k ã			t͡s a k a m i a	e ŋ a	a k a ŋ a	a k a m a	a k o	a k ã	ã k a	o k o		ə k ə	a k ã	a k ã	ã k ã	a k ã	ə k ə	ã k ã		ã k a	
25_breast	k ã m ã	k ɨ m i				k ɨ m	k a m	k a m	k á mb ɨ	k a m o	k a m ã	k a m	k a m	k ã	k a m a	a k ã		k ã m	k a m	k a m a	n a m	k a m i	k a m a	k o m	k ã m ã	k i ã		k ɨ m	k a m	k ã m ã	k a m	k a mb ɨ	k ã m ã	k ə	k ã	k ã		e k i t ã
26_breathe					ɨ p ɨ t o h e m	ɨ p ɨ t o h e m			p ɨ t ũe	ʤ u k u ʔ a r	m ɨ t ɨ	p ɨ t u h e m	p ɨ t u	p ɨ t õ ʔ ẽ	p ɨ t u h ẽ	p ɨ t uẽ		j e p ɨ t u e r u t	p ɨ t u p o t	i j a t͡s ɨ k i	p ɨ h u	i p ɨ t u	ĩ j a s ɨ k ɨ j	p ɨ t o ʔ o	p ɨ t u	i a b u	a p ɨ t u r e n	ʃ e p ɨ t o w e r o t	p ɨ t u	p ɨ t u	p ɨ t u	i ʔ ã	p ɨ t u	p i ʔ a w u	p ɨ t u e k ɨ ĩ	j u r u p i r a		
27_burnintr	k a j			k ã j	k a t͡s	k a j	k a j		k a i	k a j	k a j	k a z	k a j	k a j	k a j			k a j		u k i t a	a t i w u k	k a j	u k a j	k a i p a m	k a j			k ã j	k a j	k a j	k a j	u kʷ a i	k a j	k a ɨ	k a j	k a j		k j a i
28_burntr	a p ɨ			m e n i	a p ɨ	a p ɨ	a p ɨ	a p ɨ	a p ɨ	a p ɨ		a p ɨ	a p ɨ	a p ɨ	a p ɨ	a p ɨ		a p ɨ	a p ɨ	u k i	w u k	s a p i	u k a j	a p ɨ	a p ɨ	ei̯	a p ɨ	ã p ɨ	a p i	a p ɨ	a p ɨ	a p ɨ	a p ɨ	a p i	a a p ɨ	a p ɨ		s a j
29_bury	a t ɨ̃			i t i	o t ɨ m	t ɨ m	t ɨ m		ñ õ t i	n õ t ɨ m		t ɨ m	o t ɨ̃	a t ɨ	ɲ o t ɨ̃	ɲ o t ɨ		t ɨ m	i t ɨ m	j a t ɨ m a	a t i ʔ a s ɨ p	j u t i m a	j a t ɨ m a	t ɨ	t ɨ m	j u t ã			t ɨ m	t ɨ m	t ɨ m	j ɨ t ɨ m	β e t i m	t i	a t ɨ			j u t a
2_arm	dʒ i β a	j ɨ w ã	s i a w a	j ɨ w a	t͡s ɨ w a	dʒ i w a	dʒ ɨ w a	k ɨ w a	j i w a	e i w a	i w a	z ɨ w a	j ɨ β a	dʒ i w a	j i β a	j ɨ β a		j ɨ w a	j ɨ w a	i w a	m o p ɨ	j u w a	j ɨ w a	t͡ʃ ɨ β	j ɨ β	t͡ʃ i β a	s ɨ w a	t͡ʃ i w ã	z i w a		j ɨ β a	j ɨ w a		ð i w a	j ɨ w a	j ɨ w a	dʒ ɨ β a	j i β a
30_bush		k a ʔ a	k a w ɨ r a	k a ʔ a p i t e	k a ʔ a	k a ʔ a	k a k ɨ		k a a	k a ʔ a	k a ʔ a	k a ʔ a	k a ʔ a	k a ʔ a gʷ i	k a ʔ a v o	k a ʔ a	k a ʔ a	k a ʔ a	k a ʔ a	ɨ w ɨ t a t ɨ	ŋ g a ʔ a p ɨ	k a ʔ a		k a ʔ a	k a ʔ gʷ ɨ r	k j a a	k a ʔ a	k ã ʔ ã	k a ʔ a		k a ʔ a	k a ʔ a		k á ʔ a	k a ʔ a	k a ʔ a	ɲ a j t ë	k j a
31_butterfly		p a n ɨ̃		t a n ĩ		p a n ɨ m	p a n a m	k u j u k u j u	p ã n a p ã n a	b a h p a n a m	p a n ã	p a n a m	p ã n ã	p o p o	p a n a m i	p a n a	p a n a			p a n a m a	m o r o p e ʔ i	p a n a p a n a	p a n a m a	p ɨ k a β	p a n a m a	h a n ã		p ɨ k ã p ɨ k ã w a	p a n a m	p a n e m a	p a n a m	p a n a m		t ə k ə m ɨ r ə r ə	p a n ã		p a n a	χ o χ o
32_cair	ʔ a r		ʔ a r	ʔ a t	a ʔ n	ʔ a		ʔ a r	ʔ a		ʔ a	ʔ a r		ʔ a	ʔ a	ŋ o ɨ		w a ʔ a	ʔ a t	u w a r i	ʔ a t	u w a r i	gʷ a i		ʔ a r	ʔ a	ʔ a r	ʔ a r		ʔ a r	w á r i	ʔ ã	ʔ a t	a	ʔ a r	ʔ a	ʔ a	ʔ a
33_canoe	ɨ h a r	ɨ ɲ ã	i h a r a	j a r u t͡ʃ u	ɨ h a r	ɨ h a r a	ɨ a r a	m a ʔ ã p e	t͡ʃ a r a n a	ɨ a l	k a n ũ	ɨ a r	ɨ g a	j a	ɨ ɨ a	ɨ h a r		ɨ a t	ɨ a r	ɨ a r a	j a r a	ɨ h a r	ɨ a r a	ɨ ʔ a r	ɨ h a r	i r a m b é k e ɨ j i	ɨ g a r	j ã r a	ii̯ i a r i	ɨ h a r	ɨ ʔ a r	j a r u s u	ɨ h a r	j tʃ a r a	ɨ a	ɨ a r	i p e kʷ e	n e r a
34_cashew		a k a j u		a k a j u		k a dʒ u	a k a j u			a k a j u	a k a j u	a k a z u										a k a j u		t͡ʃ a w a r a k o i r o n	a k a j u ʔ i		a k a s u	a h a t͡ʃ o	a k a z u		a k a j u	a k a j u		k a i u	a k a j u			
35_cloud	ɨ β a k a	ɨ w a t͡ʃ ĩ	ɨ v a g	i β ã t͡s ɨ̃	ɨ w a ŋ	a m ɨ n ɨ w a k a	ɨ w a t i ŋ		ã m a	a r a t a t s i ŋ	i w a k ũ	ɨ w a ʃ i g	ɨ β ɨ t ɨ	a r ai	a r ai	i β a kʷ i a		ɨ w a t͡s i ŋ	ɨ w a s i ŋ	ɨ w ɨ t i n i	ɨ w ɨ h i ŋ	n u v i	ɨ w ɨ t i n i	a t a t͡ʃ i g	ɨ β a k a	p ã ɨ	t a t a t͡ʃ i r o n	a m ɨ n ã i p	ɨ w a k u n	ɨ β a k a	ɨ β a t i n	t a k ã ʃ ĩ	ɨ β a k a	i w ə j t͡s ɨ	ɨ w a s ĩ	ɨ β a s ĩ	k a r a m a t͡ʃ a	
36_coati	kʷ a t͡ʃ i	kʷ a ʃ i		k a t͡ʃ i		kʷ a t i	kʷ a t͡ʃ i			kʷ a s i		kʷ a ʃ i		t͡ʃ i ʔ ɨ	kʷ a t ĩ	kʷ a t͡ʃ i	k a r ẽ		kʷ a s i	a t͡ʃ u n i	m u s ĩ			kʷ a t͡ʃ i	kʷ a t i			kʷ ã t͡ʃ i	kʷ a t i	kʷ a t i	kʷ a t i	kʷ a ʃ i	kʷ a t͡ʃ i	w a t͡s ɨ	kʷ a s i	kʷ a s i		
37_come	o r	j o		u	o n	u t	u r	u t	j u	dʒ o t	u	u r	j u	dʒ u	j u	j u	u	u t	o t	u r i	o t	u r i	u r i	o r	o r	u	u r	t͡ʃ a r	u r	o r	u r	u r	o r	u	u	u		u
38_comb	k ɨ gʷ a β			t͡ʃ i β ã	k ɨ w a w	k ɨ w a w	k ɨ w a w	ʔ a k ɨ w a p	k ɨ w a	k ɨ w a			k i gʷ a	k ɨ gʷ a	k ɨ w a	kʷ i gʷ a		k ɨ w a p	k ɨ ʔ w a p	k ɨ w a	k ɨ w a	k i w a w a	k ɨ w a w a	ʔ a w a p o k a t o t a w a	k ɨ gʷ a β				k ɨ w a w	k ɨ gʷ a β	k ɨ gʷ a β	k ɨ w a	k ɨ gʷ a β	k í w o	k ɨ w a			a b a i b i t i r õ n k j a
39_corn		a w a t i	a w a s i	a β a t͡ʃ i	a w a tʃ i	a w a t͡ʃ i	a w a t i	a w a t i	a w a t i	a w a t͡s i	w a t͡ʃ i	o s i	a β a t i	a w a t͡ʃ i	a v a t i	a b a t͡ʃ i	b a t e	a w a t͡s i	a w a t͡s i	a w a t i	a w a t i	a b a t i	a w a t i	a β a t͡ʃ i	a β a t i	a b a t͡ʃ i	a w a t͡ʃ i	h ɑ̃ w ɑ̃ ʃ i	a w a t i	a β a t i	a β a t i	a w a ʃ i	a w a t͡ʃ i	a w a t͡s ɨ	a w a s i	a β a s i		i β a t͡ʃ i
3_arrow	u ʔ ɨ β	m a r a r a	u ʔ ɨ w	o ʔ i	o ʔ ɨ w	o ʔ ɨ w	ɤ o w		u v i	a p a l	u ʔ ɨ	u ʔ ɨ w	u ʔ ɨ	u ʔ ɨ	u ʔ ɨ	h u h u		i ʔ ɨ p	u ʔ ɨ p	u w a	m o r ɨ ʔ a	i u m ũ	u w a	o ʔ ɨ β	u ʔ ɨ β	u u	u ʔ ɨ β	o ʔ ɨ p	u ʔ ɨ w	u ʔ ɨ p	u ʔ u β	u ʔ ɨ			w ɨ l a p a			g u u
40_cotton	a m a n d i j u	m e n i d͡ʒ ũ		m i n i dʒ u	a m ɨ n i s o	a m ɨ n i dʒ u	a m a n ɨ j u		m a n ɨ j u	m u i n u j u		a m ã n e z u	a m a n i j u	a m ã n e dʒ u	m a n ɨ j u	m a n d i j u		a m i n i j u	a m ɨ n e j u	a m a n i u	a m õ k i u s u ʔ a p	a m a n ĩ j ũ	a m a n i u	a m ɨ n ɨ t͡ʃ o	a m a n d i j u	n ĩ t ʃ u	a m o n i s u a	a m a n i t͡ʃ o	a m a n i z u	a m a n d i j u	a m i n i j u	m o n e j u	a m a n d i j u	m a n i ʝ u	a ʔ ɨ m ɨ n ɨ j u			n ĩ b o
41_cry	j e h e ʔ o	j o		j a ʔ a	t͡ʃ aa ʔ a	j a ʔ a	dʒ a e o	e t a ʔ a	j a e o	d͡ʒ a ʔ o	j a ʔ o	z ai ʔ o	j e t͡s eo	dʒ ae ʔ o	j a h e ʔ o	j a a	i t͡ʃ o	j ae ʔ o	j o ʔ o	j a t͡ʃ u	w a k	j a ʃ iu	j a ʃ ua	t͡ʃ a ʔ a	j e h e ʔ o	t͡ʃ e s eo	s o ʔ o	t͡ʃ a j ʔ a	z a j ʔ o	j e h e ʔ o	j a s e ʔ o	j i ʃ i ʔ u	j e h e ʔ o	ð a h é ʔ o	j ao	j a ʔ o	j e t͡s eo	j i r a s e
42_cut	k ɨ t͡ʃ ɨ	k ɨ t ɨ̃	k ɨ s ɨ	i k a	k ɨ s i	k ɨ t͡ʃ i	k ɨ t͡ʃ i	a k ɨ t͡s e	k ɨ̃ t i	k a r	k ɨ t͡ʃ i		k ɨ̃ t ĩ	k ɨ t ĩ	mb o v o	j a t͡s ɨ a	k ɨ t͡ʃ i	k ɨ t͡s i	m o n o k	t͡s a k ɨ t a	a t i ʔ t e k	j a p i n a	s a k ɨ t a	k ɨ t͡ʃ i	k ɨ t͡ʃ ɨ	k i s e		k ɨ t͡ʃ i	k ɨ t ɨ	k ɨ t ɨ	k ɨ t ĩ	m o nd o k	k ɨ t͡ʃ ɨ	k í t͡s ɨ	k ɨ s ɨ	k ɨ s ɨ	k ë d ɨ	kʷ a s i j a
43_dance		p u r a h ã		p u r a a j	p a r a h a j	p o r a h a j	p o r a j	a ʐ ũ	p u r á e	p o r a h a t		p ɨ n ɨ k	j e r o kʷ i	dʒ e r o k ɨ	p u r a h e j	p ɨ b o j	p r e ʔ e	p o r a h a j	j e r o k a u	p u r a t͡ʃ i	h a i r u	p u r a s i	j a r u p a ʃ i	p o r a h a t͡ʃ	p ɨ	dʒ e r o k ɨ	p u r a h a j	m a a n a n	p o r a t͡s e j	p ɨ	p o r a s e j	p u r a h a i	p ɨ	k á ʔ u	p ɨ l a s a j			j i r u k i
44_day	a r	a r a	a r		a r a	a r	a r		a r a	a t		a r	a r a	a r a	a r a	a r		a t		kʷ a ʃ i	ʔ a t	a r a	kʷ a r a ʃ i	a r a	a r	a r õ	a r a	ʔ a n	a r	a h a r i m o	a r	ʔ a r	a r a	a r ə	a	a r	a r a dʒ a	t ẽ n d a
45_defecate	ʔ a t a	p u t i		p u t ɨ	p o s i	w o t͡ʃ i	p u t͡ʃ i		p o t i		k a k a ʔ a	k a ʔ a w		k a ʔ a	k a k a	p o t͡ʃ i	p u t͡ʃ i			k a p i	h e p a i ʔ a	k a ʔ a	k a p ɪ	p o t͡ʃ ɨ	ʔ a t a	u ʃ i			k a ʔ a	ʔ a t a	k a ʔ a β	k a ʔ a		k a r ɨ ʔ ɨ	p u ʔ a		p u t͡ʃ i	
46_die	m õ n õ	m a n ũ	m o n o	m a n ũ	m a n o	m a n ũ	m a n o	m a j õ	m ã n o	m a n õ	m a n ũ	m e n o	m a n õ	m a n o	m a n o	m a n o	m a n o	m a n o	m a n ũ	u m a n u	k u ʔ u r o	m a n ũ	u m a n u	m a n o	m õ n õ	m a n o		m a n õ	m a n o	m õ n õ	m a n o	m a n õ	m õ n õ	m a n o	m a n ũ			o m a n o
47_dirty	k ɨ ʔ a					ɨ a w	k ɨ a		k ɨ a	k ɨ ʔ a		h a w a	k ɨ ʔ a	ɨ k ɨ ʔ a	k ɨ ʔ a				k ɨ ʔ a		h a w i u	k i a	ɨ k ɨ a	p i o n	k ɨ ʔ a	k i a		k ɨ ʔ ã	k ɨ ʔ a	k ɨ ʔ a	k ɨ ʔ a	ʃ i ʔ a	k ɨ ʔ a	k í ʔ a	k ɨ ʔ a	k ɨ ʔ a		e r õ
48_domake	ʔ a p o	m u j ã		m u j ĩ	a p o	a p a	j a p o		a p o	m a e	j a p o	z a p o	a p o	dʒ a p o	j a p o	j a p o	j a p o	ʔ a w ɨ k ɨ	a p o	j a u k i	n u ŋ	m u j ã	i p u r a k a	a p o	ʔ a p o	t͡ʃ a o	a p o	a p o	a p o	ʔ a p o	a k o	m u j ã	ʔ a p o	ð a p o	n ũ	n o	t͡ʃ a p w a	j o
49_drawpaint		k u t͡ʃ ã		k ɨ t͡ʃ ã	p i n i m	d͡ʒ u a k	kʷ a t i a r	k a t u k a	m o r e t͡ʃ a	p i h i	j a p ó	m u p i n i m	kʷ a t i a	e m o p a r a	mb o p a r a			kʷ a t͡s i ʔ a t	kʷ a s i a t	kʷ a t i a r a		m u p i n i m a	p a r a w a t a	m o p i n i m	p i n i m			m o o n	p i n i m		m o j e gʷ a p a	m u p i n i m		m u ð í w a	k u s i w a	k u s i w a	m a t͡ʃ a	
4_ash	t ã n ĩ m u k a		t a n i m u g	t a d ɨ m o	a t a t͡ʃ i ŋ	t a n u m u k			t a n i m u	t a n i b u g		t a n i m u k	t a n i m u	t a n i m u	t a n i m u	t a n i mb u				t a n i m u k a	ɨ w ɨ r u p	t a n i m u k a	t a n i m u k a	a t a p ɨ w e r	t ã n ĩ m u k a	t a t a β a			t a n i m u k	t ã n ĩ m u k a	t a n i m u k	t a n i m u k	t ã n ĩ m u k a	t ə n i m ɨ	t a n i m u	t a n e m u		t a t a h o
50_dressup					m o n e m	m o n e p	p o r u		m o n e	m õ d e	m ɨ̃ k	m u n e h e w	m o n d e	m o n e	m o n d e	m o n d e p		t͡s i m	m u n e p		s o k p e p a ŋ	m u n d é w	a r i t a	m o n e m					m u n e h e w		m o n e β			ð e m o n e				t o a m o r e
51_dry	gʷ a ɨ t ɨ r ɨ g						t i n i ŋ		m u t ĩ n i		t͡ʃ i n ĩ	t͡ʃ i n i g		m o mb i r u	mb o h ɨ p a	p i r u		m o p i r u	m o s i n i ŋ	k ɨ p a t͡s a	ŋ a ŋ	t i n i	i k i a n a t a	m o t o β ɨ m	t i n i ŋ				t͡ʃ i n i ŋ	t i n i ŋ	m o t i n i ŋ	m u ʃ i n k ã	t i n i ŋ	m o p ɨ r u	m o s i k ã			b e t u b a
52_drystate	i β i r a h ĩ m	t ɨ k ɨ̃		k a ʔ ẽ	o w ɨ n		t ɨ p ɨ w		t ĩ n i	s i k a ŋ	k ɨ̃	k ə g	k a ŋ	p i r u	i k ã	p i r u	t͡ʃ a k ã	p i k a ŋ	k a ŋ	i k a n a	ŋ a ŋ	t i k a ŋ a	i k i a n a	a p i n	i β i a h i	ɨ r u			k a ŋ	i β i a h i	k a ŋ	k ã	i β i r a h ĩ	p ɨ r u	s i k ã	k ã		i r u
53_earthland	ɨ β ɨ	ɨ w ɨ	ɨ w ɨ	i w i	ʔ ɨ w ɨ	ɨ w ɨ	ɨ w ɨ	ɨ β e t e	ɨ β ɨ	ɨ w ɨ	w ɨ	ɨ w ɨ	ɨ w ɨ	ɨ β ɨ	ɨ b ɨ	ɨ β ɨ		ɨ w ɨ	ɨ w ɨ	t u j u k a	ɨ i	ɨ b ɨ	t u j u k a	ɨ β ɨ	ɨ β ɨ	i β i	ɨ w ɨ	ɨ w ɨ	ɨ w ɨ	ɨ β ɨ	ɨ b ɨ	ɨ w ɨ	ɨ β ɨ	i w i	ɨ w ɨ	ɨ β ɨ	e w ua	i β i
54_eat		k a r u		k a r u	k a r o	k a r o	u		k a r u	w a			k a r u	k a r o	k a r u	k a r u		k a r u	j e m i ʔ w a t	e j u		mb a ú	ɪ u	k a r o		k a r u		k ã r o			k a r u			k j a r u				k j a r u
55_enter	k i			j e	k e	dʒ e k i	i k e	e t͡s e	i k e	i k e	w u t͡ʃ i	w i t͡ʃ e	k e	i k e	i k e	i k e		i t͡s e	s e	a k i	e k e	i k e	a k i	k e	k i	ɨ k e	k e	k e	i k e	k i	i k e	ʃ e	k i	ɨ k e	k e	k e		k e
56_eye	a kʷ a r a	e h ã	s i r e ʔ a	e h e	e h a	e a	e a	e t a	e s a	e a	a h a	e h a	e t͡s a	e s a	e s a	e s a	t͡ʃ a	e a	e a	t͡s i t͡s a t͡s e	e h a	e s a	s i s a s a j	e h a	e a kʷ a r a	e s a	e h a	ẽ ã	e h a	a kʷ a r a	e s a	e h a	e a kʷ a r a	e h a	e a	e a	e t͡ʃ a	e s a
57_face	o β			o w		u w	o w	o w a	o w	o w	a w	u w	o β	o w	o v	o β a	u v	o w	e t ɨ w a p e	t͡s i t͡s a		u a	s i s a	a t ɨ p ɨ	o β	u β a			a w a		o β	u w		u w a	o w			u β a
58_far	i r u p e			r u p e	kʷ e	m u i t e	a m o e t e	k o j p e	m o m ɨ r ɨ	w ɨ̃ t͡ʃ ɨ̃	a m e t e	m u i t e	m o mb ɨ r ɨ	m o m ɨ r ɨ	m o m ɨ r ɨ	a m o mb ɨ r ɨ		a m o e t e	m u k u	a m u t͡s e	p ɨ a		a m u s ɪ		i r u p e	p e e		m õ	m ɨ r ɨ	i r u p e	kʷ e p e	p a i t e	ɨ r u p e		k o j p e			p e j e
59_fatgrease	k j a β a		k a	a ʔ a		k a w e r	k a w	k a p	k ɨ r a	k a		k a w		k ɨ r a	k ɨ r a kʷ e	k ɨ r a		k a w	k a w a	i k a w a	k a p	k a w a s a w a		k a w	k j a β a	k i r a		k ã m	k a w e r	k a b a	k a β	m a ʔ e k a	k a β a	k i r a	k a	k a		k i r a
5_axe	j ɨ kʷ a ʔ r i	j ɨ	s ɨ	j ɨ t i	s ɨ	dʒ ɨ	d͡ʒ ɨ kʷ ɨ g a	k ɨ	j ɨ	j ɨ	i t a p i r i k o	i t a z ɨ	j ɨ	h a t͡ʃ a	j ɨ a k a ŋʷ a		j ɨ	j ɨ	j ɨ a p ɨ̃i	j ɨ g	ɨ w ɨ k a p	ʒ i	j ɨ	t͡ʃ ɨ	j ɨ	i t a	s ɨ r ɨ a	t͡ʃ ɨ	z ɨ	dʒ ɨ h ɨ	j ɨ	j i	j ɨ kʷ a r	ð i	j ɨ	j ɨ	ɲ e p r a k a	
60_father	u β	u	u w	u	o p e	o	u w	u p	u	u	u	u	u β	u	u	u	u	u p	u w	p a p a	a p	p a j a	p a p a	o β	u β	u		o p	u	u β	u β	u	u β	u	u	u		u
61_fear	k ɨ h ɨ j i	k ɨ j a	k ɨ j s e	t͡ʃ i j e	k ɨ ɨ s e	k ɨ dʒ e	k ɨ j e		k ɨ j e	m o ɨ j	k i j e	k ɨ e	k ɨ h ɨ e j	k ɨ dʒ e	k ɨ h ɨ j e	t͡s ɨ k ɨ j e		k ɨ j e	k ɨ j e	a k ɨ t͡ʃ a		s i k i e	a k s ɨ a	k ɨ ɨ t͡ʃ e	k ɨ h ɨ j i	s i k i t͡ʃ e		k ɨ ɨ t͡ʃ e	k ɨ z e	k ɨ h ɨ j i	s ɨ k ɨ j e	k ɨ j e	k ɨ h ɨ j i	h e k i ð e	k ɨ j e	k ɨ j e	k ë ʒ i	s i k i j e
62_finger	p w ã		kʷ ã	p ĩ	k o a p e	p ũ	kʷ ã		kʷ ã	p o ã n		kʷ a	m w ã	kʷ ã	kʷ ã	p o	p a k ã	hʷ ã ʔ i		pʷ a	m u ʔ u ɲ ã	p u	pʷ a ɨ a n t i	k o a k ɨ g	pʷ ã	kʷ ã		m a ã k ɨ g	kʷ ə		pʷ ã	p o	p ũ ã	p ã k ã	p u ʔ ã		k a	o o
63_fire	t a t a	a t ã	t a t a	t a t ã	t a t a	t a t a	t a t a	a ʐ a	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	a t a	t a t a	a r j a	t a t a		t a t ã	t a	t a t a	t a t a	ã t ã	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	t a t a	a t a	a t a
64_firefly									t͡ʃ a n o p é r a	m o ã			m ũ ã	m w ã	m u ã		a mb w a			m w a		g a g a l u m a	m a j s o s a k w a r a	p i r a k a	m u h ũ	gʷ ã ẽ			w a ŋ	m u h ũ	m a m w a		m u h ũ		a j ã p ɨ t e ʔ			gʷ ã
65_firewood				i h a t͡ʃ ĩ	t͡ʃ e p e ʔ a	i a k ɨ̃	j a k a j		j e p e a			z a p e ʔ a w	j e p e ʔ a	j a p e ʔ a	j e p e ʔ a	j e p e ʔ a		j a p e ʔ a w	t a t a	i p i a		j e p e a w a	ɪ p ɪ a	t͡ʃ e p e a β	a t a ʔ ɨ	dʒ e a					j e p e ʔ a β	j a p e ʔ a		ð a p é ʔ a	j a p e ʔ a			j a
66_fish	p i r a	p i r ã	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	p i r a	i p i r a	p i r a	p i r a	i p i r a	p i r a	p i r a	h i r a	p i r a	p i r ã	p i r a	p i r a	p i r a	p i r a	p i r a	p ɨ r a	p i r ã	p i r a	p i r a j	h i r a
67_flat	o β a	p a		p e	k a r a t͡s		p e p		p o p e	t ã b e		p e w	p e	mb e	j o j a	p e		o j i m	p e p	p e w a n		p e w a	p ɪ w a	p e β	p e β	i b e r a	p e m	p e w	p e w	a p e r e	p e β	p e		p e	p e			
68_flesh	a ʔ o			h a a	a ʔ a	a ʔ a	o	j u j ã	o o	ɨ w ɨ kʷ e r	h a ʔ o	o ʔ o	s o ʔ o	t͡ʃ o ʔ o	o ʔ o	o ʔ o	o	a ʔ o	w ɨ r a	t͡s u	p u ʔ i	s u u	s u	a ʔ a	a ʔ o	o o	o ʔ o	a ʔ a	o o	a ʔ o	o ʔ o	o ʔ o	a ʔ o	o ʔ o	o ʔ o	o ʔ o		o
69_flour	u ʔ i	u t ĩ	u ʔ i	u t͡ʃ ĩ	o ʔ i	o ʔ i	u ʔ i		k u i	p a n i n	t ɨ r ɨ m ɨ̃	k u ʔ i	u ɨ	k u ʔ i	k u ʔ i	k u ʔ ɨ		k u ʔ i	u ʔ i	u i	u ʔ i	u ĩ	u j	o ʔ i	u ʔ i	k u i	m a n i m e	o ʔ i	u ʔ i		u ʔ i	u ʔ i	u ʔ i	k u ʔ ɨ	k u ʔ i	kʷ a k ɨ	u r a k u j t e	
6_back	k u p e a	k u p a	k u p ə a	k u p e	a p e	a p e	k u p e		k u p e	a p e	j a m e t e	i k u p e	a t͡s e j	k u p e	a p e	k u p e	p ɨ t e	ʔ a p e	k u p e	j a t u k u p e	a p e	k u p e	j a t u k u p ɪ	a p ẽ	k u p e a	a s õ j	a p e	ã p e	a p e	k u p e a	a s e i a	k u p e	k u p e a	a ɨ p i	a p e	a p e		k i t e
70_flower	ɨ p o t ɨ r a	p u t ɨ	ɨ w o t ɨ r a	i p u t i	p o t ɨ r a	p o t ɨ r a	p u t ɨ r	p o t ɨ t	p o t ɨ	p o t ɨ k	m ɨ t ɨ	i p u t ɨ r	ɨ β o t ɨ	p o t ɨ	ɨ β o t ɨ	p o t ɨ r	p u t ɨ	p o t ɨ t	ɨ w o t ɨ r	t͡s e t͡s a	p o h ɨ t	p u t i r a	s ɪ s a	p o t ɨ r	ɨ p o t ɨ r a	u t i	p u t ɨ r	p a t ɨ t	p u t i r	ɨ p o t ɨ r a	p o t ɨ r	p u t ɨ r	ɨ p o t ɨ r a	p o t i	p o t ɨ	p o t ɨ r	d e b o t e r a m e	u t i
71_fly	β e β e	w a w a		w e w e	w e w e	w e w e	w e w e		v e v e	w e w e	w e w e	w e w e	β e β e	β e β e	v e v e	β e β e		w e w e	w e w e	u w e	m o p ɨ	w e w e	u w ɪ w ɪ	β e β e	β e β e	m b e β e		w e w e	w e w e w	β e β e	β e β e	w e w e	β e β e	w e w e	w e w e	β e β e	β e β e	β e β e
72_flyn		m e r u i		m e r u	m e r o	m e r u		t i n	m e r u	b e r u		m e r u	mb e r u	m e r u	m e r u	m e r u	b e r u	m e i r u p	m e r u	m e r u	w i n	m e r u	m ɪ r u	m e r o β	m e r u	m e r u			m e r u		m e r u	m e r ũ		m e r u	m e l u		m e r u	b e r u
73_foot	p ɨ a	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ ŋ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ t͡ʃ ã	p ɨ	p ɨ	p ɨ t a	p ɨ	p i	p ɨ t a	p ɨ	p ɨ a	i	p ɨ	m ɨ	p ɨ	p ɨ	p ɨ	p ɨ	p ɨ a	p i	p ɨ	p ɨ	p u r ũ h a	i s ã
74_four		j e i r ũ m u k ũ		m u k ũ j̃ m u k ũ j̃	i r o ŋ a t o e t e	u d͡ʒ e r u i k		m o k o ĩ m o k o ĩ	i r u n ɨ	m o m k o n t e		z e i r u g a t u	i r u n ɨ	i r u n ɨ	i r u n ɨ			m o j o ʔ i r ũ	i r ũ p̃ a w ẽ	i r u a k a	t u k a w a	i r u n i	ɪ r u a k a	i r o g a t o e t e				u r u n d ɨ			i r u n ɨ			o ð a w o t s o m a	i r õ t e	i r õ t e		
75_frog	k u r u r u				i t o i	k u r u r u	ʒ u i		k u r u r u	k ɨ t o	k u r u r u	k u r u r u	k u r u r u	k u r u r u	k u r u r u	k u r u r u	k ɨ r u r u	k u r u r u	j u ʔ i		w a ʔ a s a	k u r u r u		k o r o r o	k u r u r u	k u r u r u	k u r u r u		k u r u r u	k u r u r u	k u r u r u	k u r u r u	k u r u r u	k u r u r u			k o r a r a	
