ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
Khoina-508_thorn-1-1,Khoina-508_thorn-1,ba+zɔ,1147,False,expert,,b a,,,1
Khoina-508_thorn-1-2,Khoina-508_thorn-1,ba+zɔ,1146,False,expert,,z ɔ,,,2
Jerigaon-508_thorn-1-1,Jerigaon-508_thorn-1,bə+zɔ,1147,False,expert,,b ə,,,1
Jerigaon-508_thorn-1-2,Jerigaon-508_thorn-1,bə+zɔ,1146,False,expert,,z ɔ,,,2
Khoitam-508_thorn-1-1,Khoitam-508_thorn-1,bə+zɔː,1147,False,expert,,b ə,,,1
Khoitam-508_thorn-1-2,Khoitam-508_thorn-1,bə+zɔː,1146,False,expert,,z ɔː,,,2
Rahung-508_thorn-1-1,Rahung-508_thorn-1,bə+zoː,1147,False,expert,,b ə,,,1
Rahung-508_thorn-1-2,Rahung-508_thorn-1,bə+zoː,1146,False,expert,,z oː,,,2
Rupa-508_thorn-1-1,Rupa-508_thorn-1,bə+zaw,1147,False,expert,,b ə,,,1
Rupa-508_thorn-1-2,Rupa-508_thorn-1,bə+zaw,1146,False,expert,,z au,,,2
Shergaon-508_thorn-1-1,Shergaon-508_thorn-1,bə+zaw,1147,False,expert,,b ə,,,1
Shergaon-508_thorn-1-2,Shergaon-508_thorn-1,bə+zaw,1146,False,expert,,z au,,,2
Khispi-509_thousand-1-1,Khispi-509_thousand-1,tɔŋ+ta,1149,False,expert,,t ɔ ŋ,,,1
Khispi-509_thousand-1-2,Khispi-509_thousand-1,tɔŋ+ta,1148,False,expert,,t a,,,2
Duhumbi-509_thousand-1-1,Duhumbi-509_thousand-1,tɔŋ+ta,1149,False,expert,,t ɔ ŋ,,,1
Duhumbi-509_thousand-1-2,Duhumbi-509_thousand-1,tɔŋ+ta,1148,False,expert,,t~ʈ/t a,,,2
Khoina-509_thousand-1-1,Khoina-509_thousand-1,tɔŋ+tʂʰaː,1149,False,expert,,t ɔ ŋ,,,1
Khoina-509_thousand-1-2,Khoina-509_thousand-1,tɔŋ+tʂʰaː,1148,False,expert,,ʈʂʰ aː,,,2
Jerigaon-509_thousand-1-1,Jerigaon-509_thousand-1,tɔŋ+ta,1149,False,expert,,t ɔ ŋ,,,1
Jerigaon-509_thousand-1-2,Jerigaon-509_thousand-1,tɔŋ+ta,1148,False,expert,,t a,,,2
Khoitam-509_thousand-1-1,Khoitam-509_thousand-1,tɔŋ+tʰɔ,1149,False,expert,,t ɔ ŋ,,,1
Khoitam-509_thousand-1-2,Khoitam-509_thousand-1,tɔŋ+tʰɔ,1148,False,expert,,tʰ ɔ,,,2
Rahung-509_thousand-1-1,Rahung-509_thousand-1,tɔŋ+tʰɔ,1149,False,expert,,t ɔ ŋ,,,1
Rahung-509_thousand-1-2,Rahung-509_thousand-1,tɔŋ+tʰɔ,1148,False,expert,,tʰ ɔ,,,2
Khispi-510_thread-1-1,Khispi-510_thread-1,hwaŋ,1150,False,expert,,h w a ŋ,,,1
Duhumbi-510_thread-1-1,Duhumbi-510_thread-1,hwaŋ,1150,False,expert,,h w a ŋ,,,1
Khoina-510_thread-1-1,Khoina-510_thread-1,xaŋ,1150,False,expert,,x a ŋ,,,1
Jerigaon-510_thread-1-1,Jerigaon-510_thread-1,haŋ,1150,False,expert,,h a ŋ,,,1
Khoitam-510_thread-1-1,Khoitam-510_thread-1,haŋ,1150,False,expert,,h a ŋ,,,1
Rahung-510_thread-1-1,Rahung-510_thread-1,haŋ,1150,False,expert,,h a ŋ,,,1
Rupa-510_thread-1-1,Rupa-510_thread-1,haŋ,1150,False,expert,,h a ŋ,,,1
Shergaon-510_thread-1-1,Shergaon-510_thread-1,haŋ,1150,False,expert,,h a ŋ,,,1
Khispi-511_three-1-1,Khispi-511_three-1,ɔm,1151,False,expert,,ɔ m,,,1
Duhumbi-511_three-1-1,Duhumbi-511_three-1,ɔm,1151,False,expert,,ɔ m,,,1
Khoina-511_three-1-1,Khoina-511_three-1,ũː,1151,False,expert,,ũː (ŋ)/ŋ,,,1
Jerigaon-511_three-1-1,Jerigaon-511_three-1,uŋ,1151,False,expert,,u ŋ,,,1
Khoitam-511_three-1-1,Khoitam-511_three-1,uŋ,1151,False,expert,,u ŋ,,,1
Rahung-511_three-1-1,Rahung-511_three-1,uŋ,1151,False,expert,,u ŋ,,,1
Rupa-511_three-1-1,Rupa-511_three-1,uŋ,1151,False,expert,,u ŋ,,,1
Shergaon-511_three-1-1,Shergaon-511_three-1,uŋ,1151,False,expert,,u ŋ,,,1
Khispi-512_throw-1-1,Khispi-512_throw-1,tɔs,1048,False,expert,,t ɔ s,,,1
Duhumbi-512_throw-1-1,Duhumbi-512_throw-1,tɔs,1048,False,expert,,t ɔ s,,,1
Khoina-512_throw-1-1,Khoina-512_throw-1,tʰøˀ,1048,False,expert,,tʰ øˀ -,,,1
Jerigaon-512_throw-1-1,Jerigaon-512_throw-1,tʰøˀ,1048,False,expert,,tʰ øˀ -,,,1
Khoitam-512_throw-1-1,Khoitam-512_throw-1,tʰeˀ,1048,False,expert,,tʰ eˀ -,,,1
Rupa-512_throw-1-1,Rupa-512_throw-1,tʰøˀ,1048,False,expert,,tʰ øˀ -,,,1
Rahung-512_throw-1-1,Rahung-512_throw-1,mɔ,10359,False,expert,,m ɔ,,,1
Shergaon-512_throw-1-1,Shergaon-512_throw-1,tɛr,10360,False,expert,,t ɛ r,,,1
Rahung-512_throw-2-1,Rahung-512_throw-2,mɔ,11069,False,expert,,m ɔ,,,1
Shergaon-512_throw-2-1,Shergaon-512_throw-2,tɛr,11070,False,expert,,t ɛ r,,,1
Khispi-657_thunder-1-1,Khispi-657_thunder-1,nam+tʰuŋ_lim,10348,False,expert,,n a m,,,1
Khispi-657_thunder-1-2,Khispi-657_thunder-1,nam+tʰuŋ_lim,10349,False,expert,,tʰ u ŋ,,,2
Khispi-657_thunder-1-3,Khispi-657_thunder-1,nam+tʰuŋ_lim,10350,False,expert,,l i m,,,3
Duhumbi-657_thunder-1-1,Duhumbi-657_thunder-1,bruk dir,10351,False,expert,,b r u k,,,1
Jerigaon-657_thunder-1-1,Jerigaon-657_thunder-1,nə+my_trɔŋ,10352,False,expert,,n ə,,,1
Jerigaon-657_thunder-1-2,Jerigaon-657_thunder-1,nə+my_trɔŋ,10353,False,expert,,m y,,,2
Jerigaon-657_thunder-1-3,Jerigaon-657_thunder-1,nə+my_trɔŋ,10354,False,expert,,t r ɔ ŋ,,,3
Rahung-657_thunder-1-1,Rahung-657_thunder-1,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,10355,False,expert,,n ə,,,1
Rahung-657_thunder-1-2,Rahung-657_thunder-1,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,10356,False,expert,,m yː,,,2
Rahung-657_thunder-1-3,Rahung-657_thunder-1,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,10357,False,expert,,d ɾ a ŋ,,,3
Rahung-657_thunder-1-4,Rahung-657_thunder-1,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,10358,False,expert,,d ɾ y ŋ,,,4
Khispi-657_thunder-2-1,Khispi-657_thunder-2,nam+tʰuŋ_lim,10553,False,expert,,n a m,,,1
Khispi-657_thunder-2-2,Khispi-657_thunder-2,nam+tʰuŋ_lim,10554,False,expert,,tʰ u ŋ,,,2
Khispi-657_thunder-2-3,Khispi-657_thunder-2,nam+tʰuŋ_lim,10555,False,expert,,l i m,,,3
Duhumbi-657_thunder-2-1,Duhumbi-657_thunder-2,bruk_dir,10556,False,expert,,b r u k,,,1
Duhumbi-657_thunder-2-2,Duhumbi-657_thunder-2,bruk_dir,10557,False,expert,,d i r,,,2
Jerigaon-657_thunder-2-1,Jerigaon-657_thunder-2,nə+myː+tɾɔŋ,10558,False,expert,,n ə,,,1
Jerigaon-657_thunder-2-2,Jerigaon-657_thunder-2,nə+myː+tɾɔŋ,10559,False,expert,,m yː,,,2
Jerigaon-657_thunder-2-3,Jerigaon-657_thunder-2,nə+myː+tɾɔŋ,10560,False,expert,,t ɾ ɔ ŋ,,,3
Rahung-657_thunder-2-1,Rahung-657_thunder-2,nə+myː_draŋ+dryŋ_rat,10561,False,expert,,n ə,,,1
Rahung-657_thunder-2-2,Rahung-657_thunder-2,nə+myː_draŋ+dryŋ_rat,10562,False,expert,,m yː,,,2
Rahung-657_thunder-2-3,Rahung-657_thunder-2,nə+myː_draŋ+dryŋ_rat,10563,False,expert,,d r a,,,3
Rahung-657_thunder-2-4,Rahung-657_thunder-2,nə+myː_draŋ+dryŋ_rat,10564,False,expert,,d r y,,,4
Rahung-657_thunder-2-5,Rahung-657_thunder-2,nə+myː_draŋ+dryŋ_rat,10565,False,expert,,r a t,,,5
Khispi-657_thunder-3-1,Khispi-657_thunder-3,nam+tʰuŋ_lim,11058,False,expert,,n a m,,,1
Khispi-657_thunder-3-2,Khispi-657_thunder-3,nam+tʰuŋ_lim,11059,False,expert,,tʰ u ŋ,,,2
Khispi-657_thunder-3-3,Khispi-657_thunder-3,nam+tʰuŋ_lim,11060,False,expert,,l i m,,,3
Duhumbi-657_thunder-3-1,Duhumbi-657_thunder-3,bruk dir,11061,False,expert,,b r u k,,,1
Jerigaon-657_thunder-3-1,Jerigaon-657_thunder-3,nə+my_trɔŋ,11062,False,expert,,n ə,,,1
Jerigaon-657_thunder-3-2,Jerigaon-657_thunder-3,nə+my_trɔŋ,11063,False,expert,,m y,,,2
Jerigaon-657_thunder-3-3,Jerigaon-657_thunder-3,nə+my_trɔŋ,11064,False,expert,,t r ɔ ŋ,,,3
Rahung-657_thunder-3-1,Rahung-657_thunder-3,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,11065,False,expert,,n ə,,,1
Rahung-657_thunder-3-2,Rahung-657_thunder-3,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,11066,False,expert,,m yː,,,2
Rahung-657_thunder-3-3,Rahung-657_thunder-3,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,11067,False,expert,,d ɾ a ŋ,,,3
Rahung-657_thunder-3-4,Rahung-657_thunder-3,nə+myː_dɾaŋ+dɾyŋ ɾat nə+myː də+ɾaŋ də+ɾyŋ,11068,False,expert,,d ɾ y ŋ,,,4
Khispi-657_thunder-4-1,Khispi-657_thunder-4,nam+tʰuŋ_lim,11263,False,expert,,n a m,,,1
Khispi-657_thunder-4-2,Khispi-657_thunder-4,nam+tʰuŋ_lim,11264,False,expert,,tʰ u ŋ,,,2
Khispi-657_thunder-4-3,Khispi-657_thunder-4,nam+tʰuŋ_lim,11265,False,expert,,l i m,,,3
Duhumbi-657_thunder-4-1,Duhumbi-657_thunder-4,bruk_dir,11266,False,expert,,b r u k,,,1
Duhumbi-657_thunder-4-2,Duhumbi-657_thunder-4,bruk_dir,11267,False,expert,,d i r,,,2
Jerigaon-657_thunder-4-1,Jerigaon-657_thunder-4,nə+myː+tɾɔŋ,11268,False,expert,,n ə,,,1
Jerigaon-657_thunder-4-2,Jerigaon-657_thunder-4,nə+myː+tɾɔŋ,11269,False,expert,,m yː,,,2
Jerigaon-657_thunder-4-3,Jerigaon-657_thunder-4,nə+myː+tɾɔŋ,11270,False,expert,,t ɾ ɔ ŋ,,,3
Rahung-657_thunder-4-1,Rahung-657_thunder-4,nə+myː_draŋ+dryŋ_rat,11271,False,expert,,n ə,,,1
Rahung-657_thunder-4-2,Rahung-657_thunder-4,nə+myː_draŋ+dryŋ_rat,11272,False,expert,,m yː,,,2
Rahung-657_thunder-4-3,Rahung-657_thunder-4,nə+myː_draŋ+dryŋ_rat,11273,False,expert,,d r a,,,3
Rahung-657_thunder-4-4,Rahung-657_thunder-4,nə+myː_draŋ+dryŋ_rat,11274,False,expert,,d r y,,,4
Rahung-657_thunder-4-5,Rahung-657_thunder-4,nə+myː_draŋ+dryŋ_rat,11275,False,expert,,r a t,,,5
Khoitam-513_thundervi-1-1,Khoitam-513_thundervi-1,nəmyː_hyk,872,False,expert,,n ə,,,1
Khoitam-513_thundervi-1-2,Khoitam-513_thundervi-1,nəmyː_hyk,720,False,expert,,m yː,,,2
Khoitam-513_thundervi-1-3,Khoitam-513_thundervi-1,nəmyː_hyk,1155,False,expert,,h y k,,,3
Rupa-513_thundervi-1-1,Rupa-513_thundervi-1,nə+myː_hyp,872,False,expert,,n ə,,,1
Rupa-513_thundervi-1-2,Rupa-513_thundervi-1,nə+myː_hyp,720,False,expert,,m yː,,,2
Rupa-513_thundervi-1-3,Rupa-513_thundervi-1,nə+myː_hyp,1155,False,expert,,h y k~p/k,,,3
Shergaon-513_thundervi-1-1,Shergaon-513_thundervi-1,nimiː_huk,872,False,expert,,n i,,,1
Shergaon-513_thundervi-1-2,Shergaon-513_thundervi-1,nimiː_huk,720,False,expert,,m iː,,,2
Shergaon-513_thundervi-1-3,Shergaon-513_thundervi-1,nimiː_huk,1155,False,expert,,h u k,,,3
Khispi-514_tievt-1-1,Khispi-514_tievt-1,kʰak,1158,False,expert,,kʰ a k,,,1
Duhumbi-514_tievt-1-1,Duhumbi-514_tievt-1,kʰak,1158,False,expert,,kʰ a k,,,1
Khoina-514_tievt-1-1,Khoina-514_tievt-1,xɐk,1158,False,expert,,x ɐ k,,,1
Jerigaon-514_tievt-1-1,Jerigaon-514_tievt-1,hɐk,1158,False,expert,,h ɐ k,,,1
Khoitam-514_tievt-1-1,Khoitam-514_tievt-1,hak,1158,False,expert,,h a k,,,1
Rahung-514_tievt-1-1,Rahung-514_tievt-1,kʰak,1158,False,expert,,kʰ a k,,,1
Rupa-514_tievt-1-1,Rupa-514_tievt-1,hak,1158,False,expert,,h a k,,,1
Shergaon-514_tievt-1-1,Shergaon-514_tievt-1,hak,1158,False,expert,,h a k,,,1
Khispi-515_tiger-1-1,Khispi-515_tiger-1,pʰu+ɲam,1159,False,expert,,pʰ u,,,1
Khispi-515_tiger-1-2,Khispi-515_tiger-1,pʰu+ɲam,1160,False,expert,,ɲ a m,,,2
Duhumbi-515_tiger-1-1,Duhumbi-515_tiger-1,pʰu+ɲam,1159,False,expert,,pʰ u,,,1
Duhumbi-515_tiger-1-2,Duhumbi-515_tiger-1,pʰu+ɲam,1160,False,expert,,ɲ a m,,,2
Khoina-515_tiger-1-1,Khoina-515_tiger-1,pʰũː,1159,False,expert,,pʰ ũː,,,1
Jerigaon-515_tiger-1-1,Jerigaon-515_tiger-1,pʰɔ̃ː,1159,False,expert,,pʰ ɔ̃ː,,,1
Khoitam-515_tiger-1-1,Khoitam-515_tiger-1,pʰũː,1159,False,expert,,pʰ ũː,,,1
Rahung-515_tiger-1-1,Rahung-515_tiger-1,pʰũː,1159,False,expert,,pʰ ũː,,,1
Rupa-515_tiger-1-1,Rupa-515_tiger-1,pʰũː,1159,False,expert,,pʰ ũː,,,1
Shergaon-515_tiger-1-1,Shergaon-515_tiger-1,pʰɔ̃ː,1159,False,expert,,pʰ ɔ̃ː,,,1
Khoina-516_tillhoe-1-1,Khoina-516_tillhoe-1,ʨʰɔk,1161,False,expert,,tɕʰ ɔ k,,,1
Jerigaon-516_tillhoe-1-1,Jerigaon-516_tillhoe-1,ʨʰɔk,1161,False,expert,,tɕʰ ɔ k,,,1
Khoitam-516_tillhoe-1-1,Khoitam-516_tillhoe-1,ʨʰɔk,1161,False,expert,,tɕʰ ɔ k,,,1
Rahung-516_tillhoe-1-1,Rahung-516_tillhoe-1,ʨʰɔk,1161,False,expert,,tɕʰ ɔ k,,,1
Rupa-516_tillhoe-1-1,Rupa-516_tillhoe-1,ʨʰɔk,1161,False,expert,,tɕʰ ɔ k,,,1
Shergaon-516_tillhoe-1-1,Shergaon-516_tillhoe-1,ʨʰɔk,1161,False,expert,,tɕʰ ɔ k,,,1
Duhumbi-658_tingle-1-1,Duhumbi-658_tingle-1,bɛr,976,False,expert,,b ɛ r,,,1
Duhumbi-517_tiredvi-1-1,Duhumbi-517_tiredvi-1,ʥɛj,1162,False,expert,,dʑ ɛi,,,1
Khoina-517_tiredvi-1-1,Khoina-517_tiredvi-1,ʣeː,1162,False,expert,,dz eː~ɛː/eː,,,1
Jerigaon-517_tiredvi-1-1,Jerigaon-517_tiredvi-1,ʥeː,1162,False,expert,,dʑ eː,,,1
Khoitam-517_tiredvi-1-1,Khoitam-517_tiredvi-1,ʥeː,1162,False,expert,,dʑ eː,,,1
Rupa-517_tiredvi-1-1,Rupa-517_tiredvi-1,ʣeː,1162,False,expert,,dz eː,,,1
Khispi-517_tiredvi-1-1,Khispi-517_tiredvi-1,ɲas_at,10340,False,expert,,ɲ a s,,,1
Khispi-517_tiredvi-1-2,Khispi-517_tiredvi-1,ɲas_at,10341,False,expert,,a t,,,2
Duhumbi-517_tiredvi-2-1,Duhumbi-517_tiredvi-2,ɲas sat,10342,False,expert,,ɲ a s,,,1
Khoitam-517_tiredvi-2-1,Khoitam-517_tiredvi-2,nak_ʨʰɔ̃,10343,False,expert,,n a k,,,1
Khoitam-517_tiredvi-2-2,Khoitam-517_tiredvi-2,nak_ʨʰɔ̃,10344,False,expert,,ʨʰ ɔ̃,,,2
Rahung-517_tiredvi-1-1,Rahung-517_tiredvi-1,nak ʨʰɔ̃,10345,False,expert,,n a k,,,1
Khispi-517_tiredvi-2-1,Khispi-517_tiredvi-2,ɲas_at,11050,False,expert,,ɲ a s,,,1
Khispi-517_tiredvi-2-2,Khispi-517_tiredvi-2,ɲas_at,11051,False,expert,,a t,,,2
Duhumbi-517_tiredvi-3-1,Duhumbi-517_tiredvi-3,ɲas sat,11052,False,expert,,ɲ a s,,,1
Khoitam-517_tiredvi-3-1,Khoitam-517_tiredvi-3,nak_ʨʰɔ̃,11053,False,expert,,n a k,,,1
Khoitam-517_tiredvi-3-2,Khoitam-517_tiredvi-3,nak_ʨʰɔ̃,11054,False,expert,,ʨʰ ɔ̃,,,2
Rahung-517_tiredvi-2-1,Rahung-517_tiredvi-2,nak ʨʰɔ̃,11055,False,expert,,n a k,,,1
Khispi-518_today-1-1,Khispi-518_today-1,tʰa+la,1164,False,expert,,tʰ a,,,1
Khispi-518_today-1-2,Khispi-518_today-1,tʰa+la,1163,False,expert,,l a,,,2
Duhumbi-518_today-1-1,Duhumbi-518_today-1,tʰa+la,1164,False,expert,,tʰ a,,,1
Duhumbi-518_today-1-2,Duhumbi-518_today-1,tʰa+la,1163,False,expert,,l a,,,2
Khoina-518_today-1-1,Khoina-518_today-1,tʰa+luː,1164,False,expert,,tʰ a,,,1
Khoina-518_today-1-2,Khoina-518_today-1,tʰa+luː,1163,False,expert,,l uː,,,2
Jerigaon-518_today-1-1,Jerigaon-518_today-1,tʰ+luː,1164,False,expert,,tʰ -,,,1
Jerigaon-518_today-1-2,Jerigaon-518_today-1,tʰ+luː,1163,False,expert,,l uː,,,2
Khoitam-518_today-1-1,Khoitam-518_today-1,tʰ+ruː,1164,False,expert,,tʰ -,,,1
Khoitam-518_today-1-2,Khoitam-518_today-1,tʰ+ruː,1163,False,expert,,r uː,,,2
Rahung-518_today-1-1,Rahung-518_today-1,tʰ+ruː,1164,False,expert,,tʰ -,,,1
Rahung-518_today-1-2,Rahung-518_today-1,tʰ+ruː,1163,False,expert,,r uː,,,2
Rupa-518_today-1-1,Rupa-518_today-1,tʰə+luː,1164,False,expert,,tʰ ə,,,1
Rupa-518_today-1-2,Rupa-518_today-1,tʰə+luː,1163,False,expert,,l uː,,,2
Shergaon-518_today-1-1,Shergaon-518_today-1,tʰə+luː,1164,False,expert,,tʰ ə,,,1
Shergaon-518_today-1-2,Shergaon-518_today-1,tʰə+luː,1163,False,expert,,l uː,,,2
Khispi-519_togetherwith-1-1,Khispi-519_togetherwith-1,de+kʰɔ,1166,False,expert,,d e -,,,1
Khispi-519_togetherwith-1-2,Khispi-519_togetherwith-1,de+kʰɔ,645,False,expert,,kʰ ɔ,,,2
Duhumbi-519_togetherwith-1-1,Duhumbi-519_togetherwith-1,dɛp+kʰɔ,1166,False,expert,,d ɛ p,,,1
Duhumbi-519_togetherwith-1-2,Duhumbi-519_togetherwith-1,dɛp+kʰɔ,645,False,expert,,kʰ ɔ,,,2
Jerigaon-519_togetherwith-1-1,Jerigaon-519_togetherwith-1,dɛː+gu,1166,False,expert,,d ɛː -,,,1
Jerigaon-519_togetherwith-1-2,Jerigaon-519_togetherwith-1,dɛː+gu,645,False,expert,,g u,,,2
Khoitam-519_togetherwith-1-1,Khoitam-519_togetherwith-1,dɛp+gyː,1166,False,expert,,d ɛ p,,,1
Khoitam-519_togetherwith-1-2,Khoitam-519_togetherwith-1,dɛp+gyː,645,False,expert,,g yː,,,2
Rahung-519_togetherwith-1-1,Rahung-519_togetherwith-1,dɛp+kʰɔ,1166,False,expert,,d ɛ p~ˀ/p,,,1
Rahung-519_togetherwith-1-2,Rahung-519_togetherwith-1,dɛp+kʰɔ,645,False,expert,,kʰ ɔ,,,2
Rupa-519_togetherwith-1-1,Rupa-519_togetherwith-1,dɛp+gɔ,1166,False,expert,,d ɛ p~k/p,,,1
Rupa-519_togetherwith-1-2,Rupa-519_togetherwith-1,dɛp+gɔ,645,False,expert,,g ɔ,,,2
Shergaon-519_togetherwith-1-1,Shergaon-519_togetherwith-1,dɛp+kʰɔ,1166,False,expert,,d ɛ p,,,1
Shergaon-519_togetherwith-1-2,Shergaon-519_togetherwith-1,dɛp+kʰɔ,645,False,expert,,kʰ ɔ,,,2
Khispi-520_tomorrow-1-1,Khispi-520_tomorrow-1,nam+saŋ,33,False,expert,,n a m,,,1
Khispi-520_tomorrow-1-2,Khispi-520_tomorrow-1,nam+saŋ,1167,False,expert,,s a ŋ,,,2
Duhumbi-520_tomorrow-1-1,Duhumbi-520_tomorrow-1,nam+saŋ,33,False,expert,,n a m,,,1
Duhumbi-520_tomorrow-1-2,Duhumbi-520_tomorrow-1,nam+saŋ,1167,False,expert,,s a ŋ,,,2
Khoina-520_tomorrow-1-1,Khoina-520_tomorrow-1,bə+saŋ,826,False,expert,,b ə,,,1
Khoina-520_tomorrow-1-2,Khoina-520_tomorrow-1,bə+saŋ,1167,False,expert,,s a ŋ,,,2
Jerigaon-520_tomorrow-1-1,Jerigaon-520_tomorrow-1,mə+saŋ,826,False,expert,,m ə,,,1
Jerigaon-520_tomorrow-1-2,Jerigaon-520_tomorrow-1,mə+saŋ,1167,False,expert,,s a ŋ,,,2
Khoitam-520_tomorrow-1-1,Khoitam-520_tomorrow-1,my+saŋ,826,False,expert,,m y,,,1
Khoitam-520_tomorrow-1-2,Khoitam-520_tomorrow-1,my+saŋ,1167,False,expert,,s a ŋ,,,2
Rahung-520_tomorrow-1-1,Rahung-520_tomorrow-1,p+saŋ,826,False,expert,,p -,,,1
Rahung-520_tomorrow-1-2,Rahung-520_tomorrow-1,p+saŋ,1167,False,expert,,s a ŋ,,,2
Rupa-520_tomorrow-1-1,Rupa-520_tomorrow-1,mə+saŋ,826,False,expert,,m ə,,,1
Rupa-520_tomorrow-1-2,Rupa-520_tomorrow-1,mə+saŋ,1167,False,expert,,s a ŋ,,,2
Shergaon-520_tomorrow-1-1,Shergaon-520_tomorrow-1,mə+saŋ,826,False,expert,,m ə,,,1
Shergaon-520_tomorrow-1-2,Shergaon-520_tomorrow-1,mə+saŋ,1167,False,expert,,s a ŋ,,,2
Rupa-520_tomorrow-2-1,Rupa-520_tomorrow-2,bə+saŋ+la,10337,False,expert,,b ə,,,1
Rupa-520_tomorrow-2-2,Rupa-520_tomorrow-2,bə+saŋ+la,10338,False,expert,,s a ŋ,,,2
Rupa-520_tomorrow-2-3,Rupa-520_tomorrow-2,bə+saŋ+la,10339,False,expert,,l a,,,3
Rupa-520_tomorrow-3-1,Rupa-520_tomorrow-3,bə+saŋ+la,11047,False,expert,,b ə,,,1
Rupa-520_tomorrow-3-2,Rupa-520_tomorrow-3,bə+saŋ+la,11048,False,expert,,s a ŋ,,,2
Rupa-520_tomorrow-3-3,Rupa-520_tomorrow-3,bə+saŋ+la,11049,False,expert,,l a,,,3
Khispi-521_tongue-1-1,Khispi-521_tongue-1,luj,1171,False,expert,,l ui,,,1
Duhumbi-521_tongue-1-1,Duhumbi-521_tongue-1,lɔj,1171,False,expert,,l ɔi,,,1
Khoina-521_tongue-1-1,Khoina-521_tongue-1,laː,1171,False,expert,,l aː,,,1
Jerigaon-521_tongue-1-1,Jerigaon-521_tongue-1,lɛː,1171,False,expert,,l ɛː,,,1
Khoitam-521_tongue-1-1,Khoitam-521_tongue-1,lɛː,1171,False,expert,,l ɛː,,,1
Rahung-521_tongue-1-1,Rahung-521_tongue-1,lɛː,1171,False,expert,,l ɛː,,,1
Rupa-521_tongue-1-1,Rupa-521_tongue-1,laː+pʰɔ̃,1171,False,expert,,l aː,,,1
Rupa-521_tongue-1-2,Rupa-521_tongue-1,laː+pʰɔ̃,1172,False,expert,,pʰ~f/pʰ ɔ̃,,,2
Shergaon-521_tongue-1-1,Shergaon-521_tongue-1,laː,1171,False,expert,,l aː,,,1
Khispi-522_tooth-1-1,Khispi-522_tooth-1,ɕin+tuŋ,1175,False,expert,,ɕ i n,,,1
Khispi-522_tooth-1-2,Khispi-522_tooth-1,ɕin+tuŋ,944,False,expert,,t u ŋ,,,2
Duhumbi-522_tooth-1-1,Duhumbi-522_tooth-1,hin+tuŋ,1175,False,expert,,h i n,,,1
Duhumbi-522_tooth-1-2,Duhumbi-522_tooth-1,hin+tuŋ,944,False,expert,,t u ŋ,,,2
Khoina-522_tooth-1-1,Khoina-522_tooth-1,ny+tʰyŋ,1175,False,expert,,n y -,,,1
Khoina-522_tooth-1-2,Khoina-522_tooth-1,ny+tʰyŋ,944,False,expert,,tʰ y ŋ,,,2
Jerigaon-522_tooth-1-1,Jerigaon-522_tooth-1,nə+tʰyŋ,1175,False,expert,,n ə -,,,1
Jerigaon-522_tooth-1-2,Jerigaon-522_tooth-1,nə+tʰyŋ,944,False,expert,,tʰ y ŋ,,,2
Khoitam-522_tooth-1-1,Khoitam-522_tooth-1,nə+tʰyŋ,1175,False,expert,,n ə -,,,1
Khoitam-522_tooth-1-2,Khoitam-522_tooth-1,nə+tʰyŋ,944,False,expert,,tʰ y ŋ,,,2
Rahung-522_tooth-1-1,Rahung-522_tooth-1,pʰ+tʰyŋ,1175,False,expert,,pʰ - -,,,1
Rahung-522_tooth-1-2,Rahung-522_tooth-1,pʰ+tʰyŋ,944,False,expert,,tʰ y ŋ,,,2
Shergaon-522_tooth-1-1,Shergaon-522_tooth-1,nə+tʰuŋ,1175,False,expert,,n ə -,,,1
Shergaon-522_tooth-1-2,Shergaon-522_tooth-1,nə+tʰuŋ,944,False,expert,,tʰ u ŋ,,,2
Rupa-522_tooth-1-1,Rupa-522_tooth-1,tɔk+ʦʰeː tɔk+ʨʰeː,10346,False,expert,,t ɔ k,,,1
Rupa-522_tooth-1-2,Rupa-522_tooth-1,tɔk+ʦʰeː tɔk+ʨʰeː,10347,False,expert,,tsʰ eː,,,2
Rupa-522_tooth-2-1,Rupa-522_tooth-2,tɔk+ʦʰeː tɔk+ʨʰeː,11056,False,expert,,t ɔ k,,,1
Rupa-522_tooth-2-2,Rupa-522_tooth-2,tɔk+ʦʰeː tɔk+ʨʰeː,11057,False,expert,,tsʰ eː,,,2
Khispi-523_trivet-1-1,Khispi-523_trivet-1,pɛɹ+ʨʰu+du,1179,False,expert,,p ɛ ɹ,,,1
Khispi-523_trivet-1-2,Khispi-523_trivet-1,pɛɹ+ʨʰu+du,1177,False,expert,,tɕʰ u -,,,2
