Cognate_ID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	NorthernSgaw	ProtoKaren	SouthernPao	SouthernPwo	SouthernSgaw	WesternBwe
77.0_77_deaf	ʔ ɔ ³³	ʔ ə ŋ ⁵³	ʔ ə ⁵⁵	ʔ ə ŋ ɦ ³¹	ʔ ɑ̃ ⁵⁵	ʔ ə ³³	ʔ ə ŋ ⁵⁵	ʔ ə ŋ ɦ ³¹	ʔ ə̃ ɦ ³¹	ʔ ə ⁵⁵	t ə ⁰ + o ⁵⁵
78.0_78_deep	j ɛ ³³	ɟ au ʔ ²¹		j ɔ ʔ ⁴⁵	j o ʔ ²¹	j ɔ ʔ ²¹	j ɔ ʔ̚ ⁵¹	j ɔ ʔ ⁴⁵	j u ʔ ⁴⁵	j o ɦ ¹¹	j ɔ ¹¹
79.0_79_deerbarking	kʰ ə ³³	kʰ ɨ ⁵³	kʰ i ⁵⁵	kʰ i ɦ ³¹			d ə ⁰ + kʰ ei ⁵⁵	kʰ i ɦ ³¹			d o ¹¹ + kʰ i ⁵⁵
8.0_8_bamboo	w e ¹¹	h w a ¹¹		w a ⁵⁵	w a ³³	w a ³¹	h w a ¹¹	w a ³³	w a ⁵⁵	w a ⁴⁵	h ɛ ³³
80.0_80_deersambha	kʰ r ɔ ⁵⁵	kʰ j ɔ ʔ ⁴⁵	kʰ ə ³³	kʰ j o ʔ ²¹	t a ³³ + x ɔ ⁵⁵	t a ³³ + x ɔ ³³	t ə ⁰ + kʰ r o ʔ ⁵¹	kʰ j u ʔ ²¹	cʰ ə ³³ + x o ɦ ³¹	tʰ ɔ ³³ + x ɔ ⁵⁵	kʰ o ³³
81.0_81_delicious	w i ¹¹	ʔ w i ¹¹	w i ¹¹	ʔ w i ⁵⁵	ʔ w i ³³	k w i ²¹	ʔ w i ¹¹	ʔ w i ³³	ʔ w i ⁵⁵		
82.0_82_descentgodownset	l ɛ ¹¹	l a ŋ ³³	l ɔ ³³	l a ŋ ³³	l ɛ̃ ⁵⁵	l ɔ̃ ³³	l a ŋ ⁵⁵	l a ŋ ⁵³	l ɔ̃ ɦ ³¹	l ɔ ³³	l a ³³
83.0_83_dig	kʰ u ¹¹		kʰ u ¹¹	kʰ u ⁵⁵	kʰ u ³³	kʰ u ³¹	kʰ u ¹¹	kʰ u ³³	kʰ u ⁵⁵	kʰ u ⁴⁵	
84.0_84_dipup		d u ¹¹	d u ¹¹		d ãə ³³	d ə̃ ³¹	ˀd ə ŋ ¹¹		d ãə ⁵⁵	d ɨ ⁴⁵	ɗ ɔ ⁵⁵
85.0_85_dipterocarpustuberculatusroxb	tʰ ɔ ³³	tʰ ə ⁵³	tʰ ə ⁵⁵	tʰ ə̤ ŋ ³¹	tʰ ɑ̃ ⁵⁵	tʰ ə ³³	tʰ ə ɴ ⁵⁵			tʰ ɔ ⁵⁵	
86.0_86_disappearlost	m e ¹¹	m a ¹¹	m a ¹¹	m a ⁵³	m a ɦ ¹¹	m a ɦ ¹¹	m a ¹¹	m a ⁵⁵	m a ³³	m a ³¹	h ɛ ⁵⁵ + m ɛ ³³
87.0_87_dog	tʰ w i ¹¹	tʰ w i ¹¹	tʰ i ¹¹	tʰ w i ⁵⁵	tʰ w i ³³	tʰ w i ³¹	tʰ w i ¹¹	tʰ w i ³³	tʰ w i ⁵⁵	tʰ w i ⁴⁵	tʰ w i ³³
88.0_88_domake	m e ¹¹	m a ³³	m a ³³	m a ³³	m a ⁵⁵	m a ³³	m a ⁵⁵	m a ⁵³	m a ɦ ³¹	m a ³³	m ɛ ⁵⁵
89.0_89_dove	l w i ¹¹	l w i ¹¹	l i ¹¹	l w i ⁵³	l ei ɦ ¹¹	l w i ɦ ¹¹	l w i ¹¹	l w i ⁵⁵	l w i ³³	l w i ³¹	l w i ³³
9.0_9_bamboorat		ɟ u ¹¹ + kʰ a ŋ ⁵³	kʰ ɔ ⁵⁵	kʰ a ŋ ɦ ³¹	kʰ ɛ̃ ³⁵	kʰ ɔ̃ ³³	kʰ a ŋ ⁵⁵		kʰ ɔ̃ ⁵³	kʰ ɔ ⁵⁵	kʰ a ⁵⁵
90.0_90_dreamv	m ɛ ¹¹	m a ŋ ¹¹	m ɔ ¹¹	m a ŋ ⁵³	m ɛ̃ ɦ ¹¹	m i ³³ + m ɔ̃ ³¹	m a ŋ ¹¹	m a ŋ ⁵⁵	m ɔ̃ ³³	m ɔ ³¹	m i ⁵⁵ + m a ³³
91.0_91_drinkv	ʔ o ³³	ʔ au ⁵³	ʔ o ⁵⁵		ʔ ɔ ⁵⁵	ʔ ɔ ³³	ʔ ɔ ⁵⁵		ʔ o ɦ ³¹	ʔ ɔ ⁵⁵	ɔ ⁵⁵
92.0_92_dryv		l au ⁵³	l u ⁵⁵	l o ɦ ³¹	l u ³⁵	l o ³³	l̥ o ⁵⁵	l o ɦ ³¹	l u ⁵³	l u ⁵⁵	l o ⁵⁵
93.0_93_drunk	m ɨ ¹¹	m ɨ ³³	m ʉ ³³	m u n ³³	m ɑ̃ ⁵⁵	m u ³³	m w ɨ ɴ ⁵⁵	m w ə m ⁵³	m ə̃ɨ ɦ ³¹	m u ³³	m u ³³
94.0_94_dungexcrement	ʔ i ¹¹	ʔ ai ¹¹	ʔ i ¹¹	ʔ e ⁵⁵	ʔ i ³³	ʔ e ³¹	ʔ e ¹¹	ʔ e ³³	ʔ i ⁵⁵	ʔ e ⁴⁵	ɪ ³³
95.0_95_ear	n e ¹¹	n a ¹¹	n a ¹¹	n a ⁵³	n a ɦ ¹¹	n a ɦ ¹¹	n a ¹¹	n a ⁵⁵	n a ³³	n a ³¹	n ɛ ³³
96.0_96_earthworm	j a ³³	ɟ ɛ ʔ ²¹	j e ³³	j ɛ ʔ ⁴⁵			j ɛ ʔ ⁵¹	j ɛ ʔ ⁴⁵			
97.0_97_easy	j u ³³	j au ⁵³	j u ⁵⁵		j ɔ ³⁵	ɲ ɔ ³³	ɲ̊ au ⁵⁵		j o ⁵³	ɲ ɔ ⁵⁵	j o ⁵⁵
98.0_98_eat	ʔ e ¹¹	ʔ a ŋ ¹¹	ʔ ɔ ¹¹	ʔ a m ⁵⁵	ʔ ã ³³	ʔ ɔ̃ ³¹	ʔ a m ¹¹	ʔ a m ³³	ʔ ɔ̃ ⁵⁵	ʔ ɔ ⁴⁵	a ³³
99.0_99_egg	d ə ¹¹	d ɨ ¹¹	d i ¹¹	d i ⁵⁵	d ei ³³	d i ³¹	ˀd ei ¹¹	d i ³³	d ei ⁵⁵	d i ⁴⁵	ɗ i ³³
nan_124_four							l̥ w i t̚ ⁵⁵				
nan_136_hairhead							kʰ u ¹¹ + s u ⁵⁵				
nan_203_nine							kʰ w i ⁵⁵				
nan_254_shivering							t ə ʔ̚ ⁰ + n̥ ɔ ʔ̚ ⁵¹				
