Cognate_ID	Even	Evenki_Chiringda	Evenki_Khamnigan	Evenki_StonyTunguska	Evenki_Strelka_Chun	Evenki_Teteya	Evenki_Tutonchany	Hezhe	Jurchen	Kur_Urmi	Manchu	Nanai_Bikin	Nanai_Najkhin	Negidal	Oroch	Orok	Oroqen	Solon	Udihe	Ulcha	Xibe
808_190_where	i d u	i d u		ɨː d ʉː	iː d uː	iː d u	iː d u	i a + d u		eː d ʊ	ai b j i	χ ae + d o	χ a j d ʊ	iː + d uː	i + d o	χ ɑ i + d u	i d u		j ə + d u	χ a j + d o	j ɑ + v ɑ
809_190_where			i l əː												j aː + l a			i l ə			
80_32_big								s a k d i							s aː g d i				s a g d i		
811_191_spinv	t oˤ/o ʕ m q aˤ/a ʕ			t o m k o								t o m f o	t w o m p w o	t o m k o	t ɔ m p ɔ	t ɔ k p ɔ		t ɔ ŋ ɔ n	tʰ o m p o	t o ŋ p o	
815_191_spinv											f o r o						ɔ r ɔ l				
817_192_ripev	i r		i r i	ɨ r	i r		i r		u r ə	i r i		x u r u	x w u r w u	i j	χ u r u	x u r u	i r	u r b u		x u r u	u r u
819_192_ripev												ae d a							x a j		
81_32_big												d aːe	d aːi			d aː j i				d aːe	
821_193_lickv								i l ə ʨh/tɕʰ i		i l ə tʃ i	i l ə	i l ə	i l ə		i l ei	i l ə	i l ə d ɐː	i l x ə	i l ə	i l ə	i l i
822_193_lickv	tʃ uˁː/uː			tʃ ɨː b	tʃ i p		ś/ʃ i p							tʃ e w							
823_194_openv				n ɨː				n əi	n əi	n i x ə l j i	n əi	i x ə l j i	n i x ə l i	n iː	n j i x ə	n iː			ŋ i ɣ j i	ɲ iː	l i
824_194_openv										d ə g b ə l j i										d ə g b ə	
825_194_openv	aːˁ ŋ aˤ/a ʕ	a ŋ a																			
829_195_tall	g uˁː/uː d	g ú/u g d aː		g u ɣ d a	g u g d a	g u g d a	g u g d a	q u g d a		ɢ ʊ ɢ d a		ɢ o ɢ d a	ɢ w o ɢ d a	g o g d a	g o g d a	g u g d ɑ	g ʊ g d a	g ʊ dː a	g u g d a	g o g d a	
82_32_big		k ə t ə					k ə t ø			k əː t ə						k a + d a + r a					
830_195_tall									d ə		d ə n										d ɘ n
831_196_bad								ɜ x ə l ə	ə x ə	ə x ə l ə	ə x ə	ə x ə l ə									ɘ x
832_196_bad												o r k j e	o r k j e n		ɔ qː i	ɔ r k i				o r k e	
836_196_bad		ə r uː p tʃ u	ə r uː	ə r ʉː	ə r u p tʃ u	u r u p tʃ u	ə r u p tʃ u										ə r u	ə r u			
838_197_barkn						ə r ə k t ɒ		ə r x tʰ ə										x əː r			
839_197_barkn	uˤ/u ʕ r t aˤ/a ʕ									o r a q t a		χ o r a q t a			i w a q t a	x u r ɑ q t ɑ			w a k t a	x o r a q t a	
83_32_big									a m b a		a m b a										ɑ m b u
844_197_barkn		u l d áː/aː x s a		u l d a k s a	u l d a x s a									o g d a k s a							
847_197_barkn		t a l uː															t a l u				
848_198_breathev			ə r iː	ə r ɨː	ə r iː		ɵ r iː	ə r kʰ s i		ə r g ə + s j i	ə r g ə n + ɢ ai	ə r g ə	ə r s i	ə j iː	əi s i	əː r i	ə r iː	ə r g ə	əi k p ə s j i	əː r p u	ɘ r x ɘ m + g i ɑ
84_32_big	e g dʒ e n													ə g d i ŋ ɣ ɵː			ə g d ə ŋ ə	ə dː ə ɣ u			
850_199_countv	t aˤ/a ʕ ŋ	t a ŋ	t a ŋ ɪ	t a ŋ										t a ŋ	t a ŋ æ		t a ŋ	t a ŋ ɪ	tʰ a ŋ i		
851_199_countv										t ao n a		t ao n	t ao n		t ao n	t ɑ u n				t ao n	
852_199_countv								tʰ ɔ l o			t o l o										tʰ o l u
853_199_countv											b o d o									b o d o	b o d u
854_200_diev		b u	b u	b ʉ	b u	b u	b uː	p u d ə	b u tʃ i	b u d ə	b u tʃ ə	b u d ə	b w u	b u	b u	b u	b u	b u d	b u d ə	b u l b u	b ɘ ʈʂ h ɘ
857_201_dirty	ɲ aˤ/a ʕ ŋ s aˤ/a ʕ m n aˤ/a ʕ n	ɲ a n d a + ś/ʃ i		ɲ a ŋ ɲ a tʃ iː	ɲ a ŋ ɲ a tʃ iː		ɲ a ŋ d a				l a ŋ s ə	j a ŋ g s a + q o			ɲ a ŋ s a + k j i					j a ŋ s a tʃ o	l ɑ ŋ s
859_201_dirty														t ə l b ɵ		t ə l̥ b əː n uː l i			t ə g b ə n j i		
85_32_big		h ə́/ə g d ɨː	h ə g d ə ɣ ə	h ə ɣ d ɨ	h ə g d ə	h ə g d ɨ	h ɵː g d ə														
861_201_dirty										e r b a s j ɪ		e r b a s j e + k t a + l a								ɲ e l b a r s e	
864_201_dirty																	b ʊ dʒ a r	b ʊ dʒ ɪ r			
866_202_dust									b u r a k i	b u r ə ŋ g j i	b u r a q j i				b u r ə x j i					b u r ə x i	
867_202_dust								f ʋ ŋ z u				f a ŋ s a ŋ g j e									
868_202_dust															s u t u l a q t ei n				s u t u		
870_202_dust																p u k t aː				p o ŋ t a	
871_202_dust			t oː s ʊ n																		tʰ o s
874_202_dust																	t ʊ ɔː r a ɣ	t ɔː r ɔ l			
876_202_dust														t o x o l a							
877_203_fatn	i m s e	i m uː r ə n	i m u k s ə	ɨ m ʉː k s ə	i m u r ə n	i m uː x ʃ ə	i m uː x s j o	i m ə x s ə		i m u k s ə		s j i m u k s ə	s i m w u k s ə	i m u k s ə	u m u k s ə	ʃ i m u k ʃ ə	i m u k ʃ ə		i m o	s i m s ə	
879_203_fatn									t a r uː		t a r g uː										
883_204_fathern	aˤ/a ʕ m aˤ/a ʕ	a m eː	a m aː	a m iː	a m iː		a m iː	a m a	a m a	a m j ɪ n	a m a	a m a	a m j e n	a m i n	a m j i n	ɑ m i n	a m e n	a m ɪ ŋ	a β u	a m a	ɑ m ɘ
884_205_fearv	ŋ eː l		n əː l ə	ŋ əː l ə	ŋ ɵː l ə	ŋ oː l ə	ŋ ɒː l i t	n ə l ə	g ə l ə	ŋ ə l ə	g ə l ə	l əː l ə	ŋ əː l əː tʃ i	ŋ ɵː l ə	ŋ əː l ə + tʃ i	ŋ əː l ə	ŋ ɐː l ə	n əː l i	ŋ ə l ə	ŋ əː l ə + tʃ u	g ɘ l ɘ
885_206_fightv								tʰ a n tʰ a + m a ʨh/tɕʰ i													tʰ ɑ n d ɘ
886_206_fightv														m o t tʃ a n	ŋ ɔː tʃ i	ŋ ɔː + t ɔ					
887_206_fightv												w aː tʃ e					w aː l d e		w a l j i	w aː l e	
888_206_fightv									s o r i	s o r j e		s o r ɢ a	s w o r j e			s ɔ r i				s o r j e	
889_206_fightv	d iˤ/i ʕ l m aˤ/a ʕ tʃ																			d e l m a tʃ o	
88_33_one	o m e n	u m u k oː n	u m u n	ʉ m ʉː n	u m u k ɒː n	u m u k ɒː n	u m u k oː n	ɜ m kʰ ə n	ə m u	ə m u n	ə m u	ə m	ə m	ɵ m u n	ɔ m ɔ		u m u n	ə m u ŋ	o m o	o m o	ɘ m kʰ ɘ n
891_206_fightv	k u s i			k ʉ s ɨː	k u ś/ʃ iː		k u h iː							k u s iː							
894_207_five	t uˤ/u ʕ n ŋ aˤ/a ʕ n	t u n ŋ a	t u nː a	t u n ŋ a	t u n ŋ a	t u n ŋ a	t u n ŋ a	s ʊ n tɕ a	ʃ u n dʒ a	t o ɲ ŋ a	s u n dʒ a	t oe ŋ ɢ a	t w o j ɴ a	t o ɲ ŋ a	t o ŋ a	t u n d ɑ	t ʊ ŋː a	t ʊ ŋ a	tʰ u ŋ a	t o n dʒ a	s u n ɖʐ ɑ
895_208_flowern			ɪ l g aː					i ɬ g ɑ ɬ kʰ i	i l a	e l a q t a	i l χ a	e l q a			i l a q t a	ʃ i lː aː	e l g a	ɪ l g a	i l a	s e l a	i l x ɑ
896_208_flowern													tʃ a tʃ a q a							tʃ e tʃ a	
897_208_flowern	ɲ oː tʃ e			n oː d i																	
899_209_fogn	t aˤ/a ʕ n m aːˁ r iˤ/i ʕ		t a m n a k s a	t a m n a k s a	t a m n a x s a		t a m ŋ a	tʰ a m n ə kʰ s ə	t a l m a g i	t a m n a q s a	t a l m a n	t a m n a	t a m n a	t a m n a k s a	t a m n a	t ɑ m n ɑ	t a m n a	t a m n a	tʰ a m n j æ	t a m n a	tʰ ɑ l m ɘ n
8_3_gov	ŋ e n	ŋ ə n ə	n ə n ə	g ə n ə	ŋ ə n ə	ŋ ə n ə	ŋ ə n ə	ɜ n ə	g ə n i/j ə	ə n ə	g ə n ə	ə n ə	ə n ə	ŋ ə n ə	ŋ ə n ə	ŋ ə n ə	ŋ ə n ə	n ə n ə	ŋ ə n ə	ŋ ə n ə	g ɘ n ɘ
902_210_freezev								g ə k tʰ i	g ə t i	g ɪ tʃ ɪ + g ɪ + l ɪ	g ə tʃ ə	g ə k tʃ i	g ə k tʃ i		g ə k t i			g ə tː i	g ə k t i		g ə tʃ u
903_210_freezev														i ŋ ɣ u m		ʃ u ŋ u n				s i ŋ g u + dʒ u	
906_210_freezev		d o ŋ o t o		d o ŋ o t o		d o ŋ o t o	d o ŋ o t o										d ɔ ŋ ɔ t ɔ				
907_211_fruitn	t e w t e			t əu k t ə				tʰ u p ə kʰ i	t u j u x ə		t u b j i x ə			t ə w u k t ə			t u b i x i	t u p i			
908_211_fruitn															g ə b ə k u				g ə g b ə ŋ k u		
909_211_fruitn										a m t a q a		a m t a q a	a m t a q a							a m t a q a	
90_34_who	ɲ iː	n iː	ɲ iː	ŋ ɨː	ɲ iː		ŋ iː	n i		n iː	w ə	ui	u j	n iː	ɲ i	ŋ ui	n iː		n j iː	ŋ u j	v ɘ
912_211_fruitn		ď/d i k t ə		d i k t ə	ď/d i k t əː	ď/d i k t ə	ď/d i k t ə														
913_212_green								n i/j u ŋ g i/j ɛ n	n i/j ə ŋ i a	ɲ o n ɢ j æ n	n j i/j o w a ŋ g j i j a n	n o ŋ g j æː	ɲ w o ɴ ea n		ɲ oː g dʒ a				n j o g j ə	ɲ oː g dʒ o	n y/j ŋ ɲ i ɑ n
916_212_green	tʃ uˁː/uː l b aˤ/a ʕ ɲ aˤ/a ʕ	tʃ uː l a m a		tʃ u l a m a										tʃ o j iː n			tʃ u t u r i n	s ɔː r ɪ ŋ			
917_213_gutsn	ħ iˤ/i ʕ l t aˤ/a ʕ	h i l u k t a	ʃ ɪ l u k t a	s i l u k t a	ś/ʃ i l u k t ɒ	h i l u k t a	h i l u k t a	ɕ i ɬ x ə						s e l t a		ɕ i + l ɔ k + t ɔ	ʃ e l ʊ k t a	ʃ ɪ l a tː			
919_213_gutsn									d u x a		d u χ a	d oː			d ɔː				d o		d u ɣ ɑ
920_213_gutsn										f u k j i n		f u x j i	p w u x j i n			p u x i				p u k u	
922_214_heartn	m iˁ aˁ w uˤ/u ʕ n	m eː w a n	m ɪː g a n	m eː w a n	m eː γ/ɣ a n		m eː w a n	m i a w ʊ n	n i/j ə m a	m j ea v a n	n j i j a m a n	m j æː w a	m j ea w a n	m ɛː w a n	m j æ a w a	m ɛː w ɑ	m ɛː g a n	m e̞ː g a ŋ	m æ w a	m j eː w a	ɲ i ɑ m ɘ n
924_215_here	e d u	ə d uː	ə d uː	ə d ʉː	ə d uː			ɜ d u		eː d u	ə + d ə	əi + d u	ə j + d w u	ɵ + d uː	əː d u	j ə d u	ə d u	ə d u	o d u	ə j + d u	ɘ r v ɑ
927_216_huntv		b u l t aː		b u l t a		b u l t aː	b u l t aː														
928_216_huntv		w aː										w ae ts a	w aː + j tʃ a						w aː k tʃ a		
929_216_huntv										q a r a tʃ ɪ		q a r tʃ e									
930_216_huntv	b u j u		b ə j č/tʃ i											b ɵ j i t		b ɵ jː ɵ u	b ə j u	b ə j uː ʃ i		b ə j tʃ u	
933_216_huntv											a b a + l a										ɑ v ɘ l ɘ
936_217_icen	dʒ o k	ď/d u k ə		dʒ ʉ k ə	ď/d u k ə	ď/d u k ɵ	ď/d u k ɵ	t ʐ u kʰ ə	dʒ u x ə	dʒ u k ə	dʒ u x ə	dz u k ə	dʒ w u k ə	dʒ u x ə	dʒ u k ə				dz u g d ə	dʒ u w ə	ɖʐ u ɣ o
937_217_icen	b o k e s															b u kː ə					
939_217_icen			u m u k s ə														u m u k ʃ u	ə m ə ʃː i			
93_35_3sgpronoun	n oˤ/o ʕ ŋ aˤ/a ʕ n	n u ŋ a n	n ʊ ɣ a n	n u ŋ a n	n u ŋ a n	n u ŋ a n	n u ŋ a n	n i/j ɛ n i		ɲ oa + n ɪ		j aː ɲ i	ɲ w oa n i	n o ŋ ɣ a n	n o ŋ a + ɲ i	n ɔː n i	n ʊ ɣ a n e n		n u/w a + n j i	n aː n i	
940_218_laken								tʰ a ɬ g ə		t a l ɢ a		t a l ɢ a									
942_218_laken	t o ŋ eː r														t u ŋ g j i				tʰ o ŋ i		
943_218_laken		a m u t	a m ʊ č/tʃ ɪ	aː m u t	a m u t		a m u t k aː n			a m q a n	o m o	a m o	a m w oa n	a m u t	ɔ m ɔ	ɔ m ɔː	a m ʊ dʒ e	a m ʊ dʒ ɪ		o m o	o m
947_218_laken						ɲ a r u t															n o r o
948_219_livev								p a ɬ d i		b a l d ɪ	b a n dʒ i	b a l d j e	b a l dʒ e	b a l d i	b aː g d i	b ɑ l̥ dʒ i	b a l d e	b a l d ɪ	b a g d i	b a l d a	b ɑ n dʑ i
949_219_livev	b i	b i		b ɨ dʒ ə	b i	b i	b i									b iː					
94_35_3sgpronoun											t ə r ə							t a r ɪ			tʰ ɘ r
951_219_livev		i n	iː ɲ i k i n		i n		i n											i n ə			
952_220_moonn	b iˁ aˁ ɣ	b eː γ/ɣ a	b eː g a	b eː ɣ a	b eː γ/ɣ a	b eː γ/ɣ a	b eː g a	p i a	b i/j əa	b j æ	b j i j a	b j æː	b ea	b ɛː g a	b j æ	b ɛː	b ɛː a ɣ	b e̞ː g a	b j æ	b j eː	b i ɑ
954_221_narrow								n ə m n ə		n ə m n ə			n ə m d ə		n ə m n ə	n ə m d ə			n ə m n ə s ə̰	n ə m d ə	
958_221_narrow									i s ə x u n		i s x ə l j i j ə n										
963_221_narrow				s ɨ l ɨ m k ʉː n			ś/ʃ i l i m k uː n							s i l i m k uː n			ʃ i l i m k u n				
965_221_narrow		t ɨ j œː			t ɨ j œː																
966_222_near								q ɑ ɬ ʨh/tɕʰ i	x a n tʃ i	q a l tʃ ɪ	χ a n tʃ i	q a l tʃ e									
967_222_near															dʒ a pː a	d a k + p a				dʒ a q p a	
968_222_near			d a ɣ a	d a ɣ a	d a γ/ɣ a		d a γ/ɣ a k aː n					d a r j e + d a r j e		d a ɣ a			d a ɣ a	d a ɣ	d aː s a̰		
969_222_near										l a ŋ + l a ŋ		l a ŋ + l a ŋ	l a ɴ			l ɑ χ ɑ			l a ŋ	l a ŋ	
96_36_hitbeatv								tʰ a n tʰ ə			t a n t a										tʰ ɑ n d ɘ
971_222_near	d aˤ/a ʕ l b uˤ/u ʕ																				d ɑ l v ɘ
974_223_personn								n i/j o	n i/j ə m a		n j i j a l m a	n ae	n a j		ɲ æ	n ɑ r i			n j iː	ɲ iː	n ɑ n
975_223_personn	b e j	b ə j ə	b ə j ə				b ə j ə			b ə j ə				b ɵ j ə			b ə j ə	b ə j ə			
976_223_personn				ɨ l ə	i l ə	i l ə															
977_224_pushv	aˤ/a ʕ n		a n a	a n a				a n a		a n a	a n a	a n a	a n a	a n a	a n a	ɑ n ɑ	a n a		a n a	a n a	ɑ n ɘ
97_36_hitbeatv	p aˤ/a ʕ t uˤ/u ʕ l									f a t a l a			p aː tʃ e l a		p aː t i + n d a					p aː t e l a	
980_225_rivern		b i r a	b ɪ r a	b i r a	b i r a	b i r a	b i r a	p i r a	b i r a	b j ɪ r a	b j i r a			b e j a			b e r a	b ɛ r a	b æ̰ s a		b i r ɑ
981_225_rivern								m a m ŋ ə				m a m ɢ o	m a ɴ b w o							m a ŋ g o	
982_225_rivern									u l a		u l a	o l a			o l j i				u l i		u l ɑ
983_225_rivern																u n i				o n e	
985_226_tobecomerottenv								ɲ a		ɲ a q t o	n j i j a q j i + n a	ɲ æː	ɲ a	ɲ aː	ɲ aː	n aː			ɲ aː	ɲ eː	j ɑ
986_226_tobecomerottenv	m u n	m u n u	m u n u	m ʉ n ʉ	m u n u		m u n u										m u n u	m u n u			
987_227_round	m e r e t i			m ʉ r ʉ m ə	m u r u k iː	m u r u k ə	m u r uː m a	m u r g i		m u r u + m u r u		m u r g j i + m ə r g j i				m ɔ r ɔ l i ʃ u				m o r o l + m o r o l	
989_227_round	b uˤ/u ʕ ŋ ɲ uˤ/u ʕ q aˤ/a ʕ									b o ŋ ɢ a l + k j ɪ n		b o ŋ ɢ a + b o ŋ ɢ a + b j iː	b w o ɴ a l + b w o ɴ a l + b iː		b ɔ n b ɔ l k aː			b a ŋ g a l	b o m b o + l j i ɣ j i		
98_36_hitbeatv	d u w	d u k t ə							d u		d u			d u k t ə		d u x i n			d u k t ə		
991_227_round									m u l i/j ə		m u x ə l j i j ə n										m u ɣ u l i n
992_227_round					tʃ u m b u k iː													dʒ a ŋ g a l ɛ			
993_227_round														t o ŋ g u l i k i n			t o ŋ g o r i n				
995_228_sean	n aˤ/a ʕ m			l aː m u				l a m u		l a m ʊ	n a m u	l a m o	n a m ʊ	l aː m	n aː m o	n ɑ m u		n a m ʊ	n a m u	n a m o	
996_228_sean									m ə d ə		m ə d ə r j i										m ɘ d ɘ r j
997_228_sean			d a l a j														d a l a j				
998_229_seedn								u z ə		u s ə	u s ə	u s ə	u s ə							u s ə	u z o
999_229_seedn	tʃ eː m i n e			tʃ əː m ə	tʃ ə m ə										tʃ ə m ə	t ə mː ə			ts ə m ə		
9_4_watern	m o	m uː	m uː	m ʉː	m u	m uː	m uː	m u kʰ ə	m u k ə	m u k ə	m u k ə	m u k ə	m w u/w ə	m uː	m uː	m ɵː	m uː	m u		m uː	m u kʰ u
