Cognate_ID	Arak	Arem	Bahnar	Bit	Bonda	Bru	BruVK	Bugan	Car	Chong	ChongH	Chrau	Cuoi	Dakkang	Deang	Didra	Gantang	Guanshuang	Hadang	Halang	Hre	Hu	Iduh	JahHut	Jahai	Je	Jeh	Jru	Juang	KSurin	Kadong	KahoChil	Kantu	Kasong	Katu	Kensiw	KhaPhong	Khamet	Khang	Kharia	Khasi	Khme	Khmer	Khmu	KorCua	Korku	Ksinmul	Kui	KxinhMul	LaoKatu	Liha	MBunong	MDip	MRolom	Ma1	Ma2	Mak	Malieng	Mane	Mang	Mangan	Mlabri	Mon	Mundari	MuongKoi	Nancawri	Neu	Nge	Nhaheun	Nyakur	Ong	Oy	Pakoh	Paliu	Pangpin	Panong	Parengi	Phong	PhongV	Plang	Pray	Rengao	Ruc	Rumai	Samre	Santali	Sedang	Semai	Semelai	SemoqBeri	Shuangdiang	So	Sora	Sre	Stieng	Taoi	Taoih	Tariang	Temiar	Tempuan	Thavung	ThavungSo	ThoMon	Tri	Tuum	Veh	Vietnamese	Wa	Yongde
50_louse	ɲ c a j	c/ts ɪ ʔ	s i	tɕ e	g i + s i	n c ʌ j N/⁵	n c i T/¹⁵	m b a n ³³	t a + r ɨ l	ch/tsʰ i A/¹	ch/tsʰ i A/¹	s i	c/ts i ²⁴	ɲ c a j	s ai	c/ts i L/⁵⁵	tʃʰ i ³¹	s i ʔ ¹	c/ts i	c/ts i	c/ts i L/⁵⁵	n + s i ⁵⁵	c/ts â/a j + g l â/a j	c/ts ɛ ʔ	c/ts i ʔ	c/ts a j ³³	k ə c a j T/¹⁵	c/ts e j	e s e	c/ts a j	c/ts i	s e	ʔ ə ɲ c ə j	ch/tsʰ i A/¹	n c a j	c/ts e ʔ	c/ts i ³³ˀ/³³	a + p e ʔ ⁵³	c/ts e ³⁵	s e + g	ks/kˢ i	ʔ a ³¹ + p e ʔ ⁵³	c/ts a j	s e ʔ	s a j	s i + k u	c/ts e j	n c ɛ N/⁵	c/ts e ³²	c/ts ɛ	c/ts ei ²⁴	s i	s i	s i	s e		n c i	c/ts ə j ⁵¹ˀ/⁵¹	s i ʔ ³⁵	m a ³¹ + b e ⁵¹	m p r i ⁵¹	s e ʔ	c/ts a j	s i + k u	c/ts i ³	s é/e j	k a m c ɛ	n c ai	c/ts e	c/ts a j ¹	nʒ/ⁿdʑ a j	c/ts a j	n c e T/¹⁵	p i ⁵³ + m b u ⁵⁵	ʒh/dʑʰ i ⁵¹	s a j	a n + g i ʔ n	t r e ɲ	c/ts i ⁴⁴	k a ³¹ + h əi ŋ ⁵¹	s e ʔ	c/ts i L/⁵⁵	c/ts i ³	k ə ⁵⁵ + p iɛ n ⁴¹²	ch/tsʰ i A/¹	s i	c/ts a j L/⁵⁵	c/ts ɛ ʔ	c/ts i	c/ts i	ʒ́h/dʒʰ i ⁵¹		i ʔ i	s ai	s i	ɲ c a j A/¹	ɲ c e T/¹⁵	c/ts a j	c/ts ɛ ʔ	s ə j	k ə ʔ B/²	k ə ¹	c/ts i ³⁴³ˀ/³⁴³	n c i B/²	c/ts ə j ²¹²	c/ts ə j	ch/tsʰ ấ/a y	s i ʔ	ćh/tɕʰ i ³¹ + t o p ³³
51_man	ʔ ə n + k o ɲ	ŋ k u ɲ ʔ	d r o + ŋ l ɔ	m u r a	r e m ɔ	n l a w N/⁵	ʔ a c ua dʒʰ	p ə ⁵⁵ + p au ⁵⁵	k i + k o + ɲ ə	c/ts a l ɔ ŋ C/³	l ɔ ŋ B/²	k l o	kh/kʰ u ŋ ³³ + ʔ o ŋ ³³	h a n + nd/ⁿd r u l	j i + m ai	k ə d r a ŋ	ʔ u ⁵¹ + kh/kʰ u t ³¹	a l ² + m i ʔ ²	n a ŋ + h n o	b u n B/² + k ə l o	k a l o	ɲ ɔ m ³¹ + kh/kʰ ui n ⁵	k û/u n + j ɔ̂/ɔ ŋ	k r a ʔ k ɔ ɲ	t ə m k a l	k ə k l ɔ ³³	k l o w	ʔ m e + k l ɔ	k a + m u l o g	p r ɔ h	ʔ n a ŋ + h n o	k l ɔ	ʔ a p i + ʔ ə nd/ⁿd r u dʒʰ	s a l ɔ ŋ C/³	p ə d r u dʒʰ	t a m k a l	d e ³³ + k u ɲ ³³ˀ/³³	kh/kʰ ɔ n ³¹ + kh/kʰ u n ³⁵	m o t ³⁵ + ʔ a ³³	k o + p ṛ/ɽ u g	u + b r i w	h ua n ³¹ + kh/kʰ u n ³³	p u r ɔ h	c/ts ə m p r ɔ ʔ	kh/kʰ ə l + k a n a w	k o r o	kh/kʰ o n	k u j N/⁵ + th/tʰ o l B/²	k ə n ³³ + lh/l̥ a ³³	ph/pʰ a n t r u s	k ɨ n ³³ + p l a n ³³	k l ə w	b u + k l o	t a w	h ɛ + k l ɔ	k ɔ n + k l o	r a l a w	ʔ o ŋ ³³	k ə + m e ʔ ³³	h a ⁵⁵ + ɔ n ³¹ + t c y	kh/kʰ ua n ⁵⁵ + kh/kʰ ui t	j o ŋ	t r u ʔ	k o ṛ/ɽ a	o ŋ ² + d ɨə ³	e n + k ò/o i ɲ a	th/tʰ o j	k o ɲ	ʔ m e + k l ɔ	t u h ¹ + t r u s ¹	k o ɲ	t l ɔ	k o ɲ T/¹⁵	p u ɔ ⁵⁵	kh/kʰ ua n ⁵¹ + gh/gʰ u ⁵⁵	m a + h n a w	a ḍ/ɖ u ʔ n	k o n + ʔ a h + j u ŋ	k ɔ n ²⁴ + p l a l ²	k a ³¹ + m e ʔ ³¹	ʔ a w + kh/kʰ l ɔ ŋ	k ə d r a ŋ	p u k u ɲ ³	i ⁵⁵ + m ai ⁴¹²	a l uə ŋ B/²	h e r e l	k ə n o w T/¹⁵	k r a l	r ə m ɔ l	ʔ i p ə ʔ	kh/kʰ u n ⁵¹ + gh/gʰ u t ³³	r a ŋ + k ɔ ŋ	m a n r a	k l au	k l au	k o ɲ A/¹	a p ɛ ɲ + k o ɲ L/⁵⁵	ʔ ɔ n + k o ɲ	b ə b ə ʔ	k ə m ə ɨ k	k o n B/² + c o ŋ B/²	c/ts o ŋ ³	ʔ ɔ ŋ ⁴³ + t ɨə ³⁴³ˀ/³⁴³	c/ts ə m ia ŋ	k ə n ³³ + p l a l ⁴⁵	w a n + k ə l ɔ	ɗ à/a n + ô/o n g	s i + m e ʔ	ʔ u ³¹ + kh/kʰ o t ¹⁵
52_many	j ɦ ɨa w	ʔ æ n ʔ	l ə	t ŏ k	g u l a j	s ə ʔ ɨ j N/⁵	s a ʔ ɨ j T/¹⁵	n au ³¹	r o l	l ɔ A/¹	l â/a A/¹	g o ʔ	ɲ e u ³⁴³ˀ/³⁴³	j a w	m + b l ă m	h i d n L/⁵⁵	n a m ³¹	k ə ʔ ²	h i n	k r o m B/²	b a k L/⁵⁵	p a ŋ ⁵⁵	l â/a ɨ	b a ʔ l ɨ ʔ	b n o l ɛ t	t ə́/ə ʔ ³⁵	k ə d r a m L/⁵⁵	d ɨ ʔ	b i s i	c/ts r ʌ n	h i n	m ə ʔ	kh/kʰ ɔ	k ə p B/²	b ʔ ə k	dʑ ə n u h	ɲ i w ³³	ph/pʰ ə ŋ ⁵⁵	n a k ³⁵	a n e t	b u n	ph/pʰ ə ŋ ³³	c/ts r aə n	g ɨ ʔ	ʔ ɨ n	gh/gʰ o n e dʑ	g a j	d a l N/⁵	m ɨə ³³	p o ʔ	ɲ ie u ⁴³	ʔ ə k	ʔ ə t	ʔ ɔ k	l u	l u	s i ɨə j	ɲ i w ³³	h ə n ³⁵	d ɔ ⁵¹	ɲ ia u ³³	s ɛ	g l ui ŋ	b e s e	ɲ iə w	h o aː	w i	p u t	ʔ u	kh/kʰ l ə ŋ ²	p u t	ʔ u	ʔ e L/⁵⁵	nd/ⁿd ɔ ŋ ⁵⁵	m a k ⁵¹	d u l	a b u ʔ n	b ɨ r	ɲ ia w ²¹	h ə n ³³	d o k	h m a n L/⁵⁵	ɲ i w	g ɨ n ⁵¹	k a ɲ A/¹	a ḍ/ɖ i	h ɛ n L/⁵⁵	dʑ ʔ ɔ j	ʔ r ə j	b a l ɔ ʔ	ɲ au ³¹	p a l əa j ʔ	b oi + b oi	ʔ oa ʔ	ʔ m ə k	p u t A/¹	ʔ e L/⁵⁵	dʑ ə ʔ	l ə b e h	ʔ iə ŋ	d o C/³		ɲ e w ⁴³⁴	p ə l iə i ʔ	ɲ ia w ³³	ʔʒ/ˀdʑ ə ʔ	nʰ i ề/e u	h u n	n a m ³³
53_meat	s a c/ts	th/tʰ ì/i t	ʔ n ɛ m	s a p	s i l i	s a j ʔ N/⁵	s ʌ j ʔ	ç u ³³	a + l a + h a	ch/tsʰ u c C/³	c/ts u c B/²	g o ŋ	s i t ³¹	s ɛ c/ts	j a ŋ	s e ʔ	n ɔi ³¹	n i ʔ ²	s ɛ k	r o ʔ B/² + h ə ʔ n e k	s e c/ts	n + n e ʔ ⁵⁵	b û/u ŋ	s ɛ c/ts	s ɛ c/ts	dʑ ə́/ə j ³⁵	s i ʔ n e k	p ə n ɛ h	ae ɭ a	s a c/ts	c/ts a m	p oa c/ts	m ɛ ŋ	p ɔ m B/² + s a t E/⁵	a d ʔ a h	s e c/ts	k a h ɛ k ³³	n ɛ ʔ ⁵³	n ɨə ³⁵	m a s	d o h	ɲ iɛ ⁵¹	s a c/ts	ʔ a h	ʔ o + m ɛ h	dʑ i l u ʔ	ks/kˢ o ŋ	s a c N/⁵	h r u ³³	s e c/ts	m ɔ ŋ ³³	ŋ l a j	pw/pʷ a c/ts	l a w	c/ts i ʔ	d e h + c i	s ai ʔ	s i t ²⁴	p ɔ n ³⁵	t o ³¹	nʰ e ⁵¹	c/ts i n	p c u n	dʑ i l u	s i t ⁵	ʔ æ̃́/æ h + a	s a t	s a c/ts	m a t	hw/w̥ a ʔ ¹	s a c/ts	m a t	s e c T/¹⁵	ç j ɔ ⁵³	n ei ³¹	s i n ɛ ʔ	s i + s i ʔ n	s u	m ɔ ŋ ²⁴	p ɔ n ⁵⁵	s e c/ts	h ə ʔ n i h L/⁵⁵	s i t	j a ŋ ⁵¹	p uə C/³	dʑ e l	s e L/⁵⁵	s ɛ c/ts	s ə c/ts	n s e c/ts	nʰ ei ³³	s a j t̀/t	dʑ é/e l u	p əa c/ts	p ai	s ə c A/¹	a m o t L/⁵⁵	dʑ e c/ts	s e dʑ	p ə ŋ l a j	h a ʔ m oɔ ŋ C/³	m ɛ ŋ ²	s i t ³⁵	s ai c/ts	m ɔ ŋ ⁴⁵	h ə n e k	th/tʰ i̩/i t	n e ʔ B/²	n a ⁵¹ + th/tʰ ai ³³
54_moon	k ə h a j	n r a h	kh/kʰ ei	c/ts î/i l e ŋ	a r k e	k ə s a j N/⁵	k ə s a j	t a ⁵⁵	c/ts i + ŋ ɛ t	k a ŋ A/¹	k a ŋ A/¹	kh/kʰ a j	m a t ³¹ + p l ɔ ŋ ³³	k ə s ɛ	p l a ŋ + k ia r	kh/kʰ ae	p a t ⁵⁵ + tʃʰ ə ⁵⁵	kh/kʰ i ʔ ¹	m a t + kh/kʰ a j	kh/kʰ a j	m a t + kh/kʰ e L/⁵⁵	n + th/tʰ ia ³³	k â/a j	b u l a n	c/ts ə h ɨ j	kh/kʰ e	kh/kʰ ei T/¹⁵	kh/kʰ a j	l e r a ŋ	kh/kʰ ɛ	m a t + kh/kʰ a j	b l a n	k i s i	k a ŋ A/¹	k ə c/tsʰ ɛ	k ə c e ʔ	t r a ³³	a + kh/kʰ ɛ n ³¹	kh/kʰ iə ŋ ³⁵	l e r a ŋ	b y n ai	ʔ a ³¹ + s ɛ n ⁵¹	kh/kʰ ɛ	m o ŋ	k a d a k + s iə k		b l a h	s ai N/⁵	k i ³³	s ɛ	t u ³³ + p l o ŋ ⁴³	kh/kʰ a j	kh/kʰ ə j	kh/kʰ e	kh/kʰ e	kh/kʰ e	k ə s a j	p ə l ɨ ʌ ŋ ³²	kh/kʰ a ŋ ³¹ + kh/kʰ i ʔ ³⁵	m e ³⁵	ŋ kh/kʰ ia n ⁵¹	k i ʔ	g a t u	c/ts a ŋ ḍ/ɖ u ʔ	m a t ⁵ + t l a ŋ ²	k a h ɛ́/ɛ	n a ŋ + d ɨə n	k a s a j	kh/kʰ e	n t u ʔ ¹	k a s a j	k ə t	k i s a j	m ai ¹³	k i ŋ ⁵⁵ + k ia u ³¹	kh/kʰ a j	a n g a ʔ j t a	k i	p l ɔ ŋ ⁴⁴	k a ŋ ³³ + kh/kʰ i ⁵¹	s ua ʔ	m a t T/¹⁵ + kh/kʰ e j T/¹⁵	p u l əa n ²	p ə ⁵⁵ + k i ɨ ⁴¹²	t a k a ŋ A/¹	ɲ i nd/ⁿd a + c a nd/ⁿd o	kh/kʰ e T/¹⁵	g c ɛ ʔ	b u l a n	b o l a n	gh/gʰ iə ⁵¹	m a t + s a j	a ɲ g á/a dʑ	k ə nh/n̥ a j	kh/kʰ a j	k ə s a j A/¹	k i s ɛ	kh/kʰ e	g ə c ɛ ʔ	k ə r p ɨ	p a ʔ l o ŋ C/³	p a l ɔ ŋ ³	ṭ/ʈ a ŋ ⁴³	n s aə j	p l ao ŋ ³³	kh/kʰ ɛ	t r ă n g	kh/kʰ i ʔ	p a ³¹ + ćh/tɕʰ e p ³³
55_mountain	k ɦ w ɔ r	l a k ù/u ɲ	k o ŋ	p u n a ŋ	k u n ḍ/ɖ a		k ɔ h	b i ou ³³	r̥ ə + ŋ ə	n ɔ ŋ C/³	n ɔ ŋ B/²	g u ŋ	ph/pʰ r ə w ²⁴	g ɔ r	s u r	ŋ o ʔ	k ɔ ŋ ⁵¹	g ɔ ŋ ²	k u ŋ	ŋ o k	w a ŋ	m a l ⁵⁵	p l â/a + g û/u ŋ	b ə n ɨ m	dʑ ə l m ɔ l	m u l ³³ + m ɛ ³⁵	ŋ u k T/¹⁵	b r u	p o r b o t o	ph/pʰ n ô/o m	ŋ ɔ k	m ə n ə m	k a k ɔ ŋ	n ɔ ŋ C/³	k a k ɔ ŋ	dʑ ə p a ʔ	ŋ k ɔ ŋ ⁴³⁴	n ɔ ŋ ³¹	p o ³²⁴	b i r u	l u m b a h	p a t ³¹ + p i ⁵¹	bh/bʰ ə n o m	m o k	w a k	b a ɭ a	kh/kʰ ə g a ŋ	b r u N/⁵	h ɨ n + s a j ³³		ph/pʰ l ə j ³³	j o k	j o k	j o k	ʔ g r uo j	g r ɔ j	k o h	ŋ k ɔ ŋ ³³	ŋ k o ŋ ³¹	s ə ³³ + g e ³⁵	k ɔ ŋ ⁵¹	dʑ a + b o	d ui w	b u r u	d o l ¹	h e n + y ū/uː a n	k o h	b l u	b rw/rʷ o		k u h	m ə n i m	k o h T/¹⁵	qh/qʰ ɔ ŋ ¹³	k ɔ ŋ ⁵¹	m u l	k u n ḍ/ɖ a	g u ŋ	ph/pʰ l u ⁴⁴	k a ³¹ + ʔ a ŋ ⁵⁵	s e n + ɲ ua ŋ	ŋ o k T/¹⁵	c/ts ɨ t ³	g ɔ ŋ ⁵¹	n ua ŋ B/²	b u r u	h ŋ ɔ k B/²	l o t n	b ə n ɨ m	b ə n ə m	p r i ⁵¹	k o h	b a r u	m ə n ə m	b ə n ə m	k o h A/¹	k o h T/¹⁵	g r ɔ ŋ	dʑ ɛ l m ɔ l		h a ʔ l ɔ ŋ C/³	ph/pʰ u ³	t o n ³⁵	k ɔ h	ph/pʰ l ə w ²¹²	p ɛ ŋ	n ú/u i	g ɔ ŋ	k ɔ ŋ ³³
56_mouth	k a ŋ	k æ ŋ ʔ	ʔ b ə r	t ə r n ua i	t u m ɔ ʔ		b o ʔ N/⁵	t u ĩ/i T/¹⁵ ⁵⁵	ɛ l + v a ŋ	k ə k a A/¹	k a A/¹	m i ɲ	m o m ²⁴	b ɔ ŋ + k a ŋ	m ui ʔ	ch/tsʰ k u ŋ L/⁵⁵	th/tʰ u ³¹ + m o n ³¹	d o t ¹	k u ŋ	t ə m u n	b a L/⁵⁵	n + t ui n ⁵⁵	p â/a ŋ		h ɛ̃ ɲ	b ə́/ə l ³³	t ə m u n T/¹⁵	t ə m a ŋ	t o m o ḍ/ɖ	m ɨə t	k u ŋ		b ɔ p	r a n ɛ ŋ C/³	b â/a p	h ã ɲ	m ɛ ŋ ²² ʔ	t u n ³¹ + t o n ¹³	h iə ŋ ³²	t o m o ḍ/ɖ	sh/sʰ y n t u r	t ɨ ³¹ + d u n ³³	m a t	t ə n ɔ h	h u j	c/ts a b u	ɲ u k	n ɔ h N/⁵	ɲ u k ³⁵	b ua m	m a ɲ ³¹	m b u ŋ	b a r	b a r + y u e	d ɨ ʔ	d ə ʔ	b ɛ ʔ	p o ŋ ⁴³⁴ + k a ŋ ⁵	nd/ⁿd ui ŋ ³¹	m a ³¹ + d ö/o ³⁵	n t ɔi t ⁵⁵	s ə m + b ɛ p	p a ŋ	m o c a	m o m ¹	ʔ u á/a l + f á/a ŋ	t ə n o h	m b ə r	m r ɨə ɲ	p a ŋ ¹	m a r	b ua r	ŋ k a ŋ	t ɔ k ⁵³	d ɔi k ⁵⁵	p ə́/ə r	t o ʔ n	p a ŋ	m ɛ ŋ ⁴²	m ɔi ŋ ⁵¹	ŋ k a p	b a r L/⁵⁵	k a ŋ ³	m oi ⁵¹	p a n i m C/³	m o c a	r ə k ɔ ŋ L/⁵⁵	m p a k ŋ	m ɔ l ɔ t	k ə n ɨ t	d u ɔi k ³³	p ə ʔ	t ʔ o d	b ə r	w ie m	m ə r A/¹	h ɔ ŋ + k a ŋ	p i s	ɲ a g	p ɨ r	s a ʔ + n o j C/³	k ʌ ŋ B/² ⁴	m ɛ ŋ ³⁴ ʔ	b ɔ ʌ ʔ	m ɛ ɲ ²¹	b ʔ ə r	m i e n g	dʒʰ ɨ i h	h ɔ t ¹⁵
57_name	c/ts ə n ɔ ʔ	k ù/u l	m a t	s ɨ	n i m i	r ə m ɨ h B/²	r a m ɨ h	p ə ⁵⁵ + m a ŋ ³³	m i + n ɛ + ɛ ɲ	ch/tsʰ ɨ C/³	c/ts ɨ B/²	s a ʔ	m ə l ³¹	c/ts a k	dʑ ɨ	i n i ʔ		c/ts ə ²	n i + t o j	m a t	j i n ɛ ʔ	ŋ ai ³³	f i n	ʔ a m ɨ h	k ə n m ɔ h	p ɔ p ³¹	t ə l i ʔ T/¹⁵	s ɨ	n oa	ch/tsʰ m o h	n i ʔ	s ə ʔ d a n	n o h	c/ts i C/³	d ə n ɔ k	c/ts ɔ ʔ	s a m u r ³³	m e h ³¹	c/ts ɨ ³¹	ɲ i m i	k y r t e ŋ	ŋ e ⁵¹	ʒh/dʑʰ a m ao h	p ə n m ə h		dʑ i m u		m ɨ h B/²	s ɨ ³⁵	n ɨ̂/ɨ h	t e n ³³	a n ɔ h + s a k	m ɔ h	n a n	l a n	h ɔ j + ə n ʌ n	r a m ɨ h	t e n ³³	m ɨ lh/l̥ ²	b o ⁵¹	tɕ ə ³³	b ɨ r + ʔ i	n a m a	n u m		l i á/a ŋ	s ə m ə h	c/ts r m ɛ h	s ɨ		p ə r n ɨ h	ʔ b a h	n o h L/⁵⁵	m i ¹³		s i n ɛ ʔ			s ɨ ⁴²	m ɨ h ³¹	c/ts ɨ	m a t T/¹⁵ + h ə n a n	t e n		c/ts a ɔ h B/²	ɲ u m	ʔ i n a j L/⁵⁵	m u h	g ə ŋ l a r	dʑ ə ŋ m ɔ h	tɕ ɨ ³¹	r a m ɨ h	ə ɲ o m	s ə n ʔ d a n	c/ts o l	p ə r n ə h A/¹	n o h L/⁵⁵	p ə l o m	k ö/o n u + k ə n ɨ h		s ɨ	s ɨ	t e n ⁴³	r a m ɨ h	s ə ɨ ²¹	p l ɛ ʔ + c a k	t e n	k a ɨ ʔ	tɕ u ⁵¹
58_neck	ŋ ɔ k	u k ì/i n	a k o	k r u n ɔ r	g u l u + b u p	t ə k â/a ŋ N/⁵	t a k ɔ ŋ	k ɔ ŋ ³³	l i + k ɨ n	k ɔ k A/¹	k â/a k A/¹	n k ɔ	k ɔ ²⁴³ˀ/²⁴³	h ə r l ɔ ŋ	a + m ɔ ŋ	t ə n ɔ ŋ	kh/kʰ o ³⁵	ŋ ɔ k ²	n ɔ ŋ	t ə k uo j B/²	h n ɔ ŋ	k a l ɔ ʔ ⁵⁵	h a ŋ g â/a w	l ə ŋ ɛ ʔ		kw/kʷ a j ⁴³	t ə k ua j T/¹⁵	h l ɔ ŋ	k o ŋ k o	k â/a	n ɔ ŋ	ŋ k ɔ	t w a r	k ɔ k A/¹	t uo r	t a b ɔ k	k a t ɔ ŋ ³³ˀ/³³	l a m ¹¹ + kh/kʰ ɔ ʔ ⁵³	n ɔ l ³³	g a r d a n	r y ŋ d a ŋ	kh/kʰ uə ⁵¹ + gh/gʰ ɔ ⁵¹	k ɔ	k ə n t uə r	r ə n ɔ ŋ		k ɔ k	t ə k â/a ŋ N/⁵	k ɔ k ³⁵	kh/kʰ ɔ ŋ	k ɔ o ⁴²⁴	t r o k ɔ	k ɔ	k ɔ	k u	k o	t a k ɔ ŋ	k o ⁴³⁴	ŋ o k ³³	c/ts o ŋ ⁵⁵ + ʔ o ŋ ⁵¹	ŋ kh/kʰ ɔ ʔ ⁵⁵	k ɨ r + l ə t	k a ʔ	h o ṭ/ʈ o ʔ	k e l ² + k e l ²	o ŋ + l ô/o ŋ a	t ə k ɔ ŋ	t a k ɔ ŋ	h l ɔ ŋ	k ɔ ʔ ¹	t a ʔ k ɔ ŋ	h r ɔ ŋ	t i k ɔ ŋ	l ɔ ŋ ³¹	gh/gʰ ɔ ʔ ⁵⁵	r i n ɔ ŋ	g o m r a ʔ	g r ɔ ʔ	k i ²⁴ + k o ⁴⁴	ŋ o k ³³	t ɔ l	c/ts ə k o j T/¹⁵	t e k e	kh/kʰ ə ⁵⁵ + m ɛ n ⁴¹²	k uə k A/¹	h o ṭ/ʈ o ʔ	r ə n ɔ ŋ T/¹⁵	t a ŋ ə n	l ə ŋ ɛ ʔ	l ə ŋ ɛ t	gh/gʰ ɔ ¹¹	t a k ɔ ŋ	s a ŋ k a	ŋ k ɔ	k o	t ə k ɔ ŋ C/³	t ɨ ŋ k ɔ ŋ	n ɔ ŋ	t a ŋ ə n	ŋ k o	n ə t B/²	n ə t ¹	k ɔ k ³¹	t ə k ɔ ŋ	k a w ²¹²	r ə l a ŋ	c/ts ô/o ʔ	ŋ o k B/²	kh/kʰ ɔ ¹⁵
59_new	t ə m a j	m æ	ʔ n a w	n iə ʔ	t i m e	t ə m a j N/⁵	t a m a j	s a ³¹		ph/pʰ l a C/³	p l a B/²	m ɛ	b ɨ j ³⁵	t ə m ɛ	k a + m ai	n e w	p ɔ k ³¹	h r au ʔ ¹	n a w	ʔ n a w	n i w	th/tʰ a ʔ ³³ + m e ʔ ⁵⁵	th/tʰ a r m â/a j	p a j	p a j	n a w ⁴³	ʔ n ao	ʔ n ʌ w	n oa	th/tʰ m ɛ j	n a w	mh/m̥ ɛ	t ə m ɛ	p l a C/³	t a m ɛ	k a n a b i l	t ə m ɔ ³³	m ɛ ʔ ⁵³	m iə ³³	t ɔ n m ɛ	th/tʰ y m + m ai	n iɛ ʔ ⁵³	th/tʰ ə m i	h ə m + m e ʔ	ʔ n ə w		h ə m e	t ə m a j N/⁵	h ə m ɛ ³⁵		b ə j ³⁴	mh/m̥ ɛ	m h ɛ	mh/m̥ a j	h m i	mh/m̥ e	t a m a j	b ə j ⁴¹ ʔ	tʃʰ u ʔ ⁵⁵	m e ⁵⁵	rh/rʰ u ʔ ⁵⁵	h m ɛ ʔ	t a m i	n a w a	m ə j ³	t i j ə́/ə h	t ə m ə j	t a m + m ɛ ʔ	ʔ n a w	t ə m i ʔ ¹	t a m e B/²	d a w	t ə m + m ɛ	c/ts i m ⁵³	s r u ʔ ⁵⁵	ʔ n a w	t e ʔ m e	t r m ə j	b ə j ⁴⁴	s u ⁵¹	m ɛ ʔ	ʔ n a w T/¹⁵	b ə j ³	t ə ⁵⁵ + m ai ⁴¹²	p l a B/²	n a w a	n e w T/¹⁵	p a j	ʔ a r ɛ h	s p a j	ʂ u ³¹		t a m + m e	p a	ʔ m e	t ə m ɛ C/³	t ə m + m ɛ	ʔ n a w	p a j	n a w ʔ	t a ʔ m a F/⁵¹	t a m a ²	m əi ³⁴³ˀ/³⁴³	t a m a j	b ə ɨ j ²¹²	ə n a w	m ə́/ə i	kh/kʰ r au ʔ	p a k ¹⁵
5_big	t ə m i h	k a t ɛ h	t i h	n e ŋ	m u n a ʔ	p ɨ ŋ B/²	p u t	th/tʰ ɔ ³¹	k i + r̥ ə ŋ	t a k A/¹	t a k A/¹	m a ʔ	b e w ³¹	t ɛ l	d a ŋ	k ə n L/⁵⁵	ʔ a t ⁵⁵	t i ŋ ²	k ə n	t i h B/²	k a n L/⁵⁵	n t e ŋ ³³	t ə p	m ə n a ʔ	b ə w	m i ³⁵	t i h L/⁵⁵	t i h	k u b a	th/tʰ o m	k ə n	d ə ŋ	p ə ʔ	t a k A/¹	p ə ʔ + j a l	t ə b e ʔ	k i B/²	v ɔ ⁵⁵	l ɨ ŋ ⁴⁵		kh/kʰ r a w	v ɔ ³³	dh/dʰ ao m	h n a m	k ə t	kh/kʰ a d	d o	ph/pʰ ɨ t B/²	ɲ ə ⁴⁵	u p o ʔ	n e ³¹	t ɔ dʒʰ	kw/kʷ a ŋ	r a m	d ɨ ŋ	t e h	p ɨə t	k i ⁵¹ˀ/⁵¹	h ɔ n ³⁵	t o ʔ ³¹	a t ⁵⁵	d i ŋ	dʑ n o k	m a r a ŋ	t ɔ ²	k a r ú/u ʔ	p o	k r ɨ dʒʰ	t i h	ʔ ə t o ¹	k ə r ɔ dʒʰ	t i h	p ɨ ʔ	th/tʰ au ¹³	ʔ a t ⁵⁵	ʔ m i h	l u p u	r u	n e ²¹	h ɔ n ⁵¹	c/ts ɔ ŋ	k a n L/⁵⁵	m əa m ²	d ia ŋ ⁴¹²	k ɨ t A/¹	m a r a ŋ	k a n L/⁵⁵	n t o j	th/tʰ ə j	l a w ɔ s	ʔ a t ³³	p u t	s u d a	d ə ŋ	t e h	k r ɨ j c A/¹	c/ts r əi h	t ə n ɔ	m ə n u ʔ	t a dʒʰ		ʔ i h ¹	b a w ³⁴ ʔ	p u t	n i ²¹	m i h	l ə́/ə n	t i ŋ B/²	ʔ a t ⁵⁵
