Cognate_ID,Achang,Alike,Atsi,Bahing,Bantawa,Batang,Beijing,Bokar,Bola,Bunan,Byangsi,Chaozhou,Chepang,Daofu,DarangTaraon,Dulong,Garo,Guangzhou,Hakha,Hayu,Japhug,Jieyang,Jingpho,Khaling,Kulung,Lashi,Lhasa,Limbu,Lisu,Longgang,Lushai,MaerkangrGyalrong,Maru,Mikir,MotuoMenba,OldBurmese,OldChinese,OldTibetan,Rabha,Rangoon,Rongpo,Tangut,Thulung,Ukhrul,WobziKhroskyabs,Xiahe,Xiandao,Xingning,Yidu,Zhaba
440_188_small,,,,,,,,,,,,,,,,,,,,,x tɕ i,,k ă ³¹ + tʃ i ³¹,,,,,,,,,k ə + k ts i,,,,,,,,,,ts ə j ¹,,,,,,,,l ɛ ⁵⁵ + z ɿ ³³
4425_24_thechildyounghuman,,,,,,,,,,,,,,,ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔ ɑ ⁵⁵,
456_231_wet,,,,,,,,,,,tʰ iː t ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ iː d ə,,,,,,,,,
459_14_black,,,,,,,,,,,,,,,,,,,,,,,tʃ a̠ ŋ ³³,,,,,,,,,,,,tɕʰ a ŋ + l u,,,,,,,,,,,,,,,
45_165_therope,,,,,,,,,,,,,,,k ɑ ³¹ + ɹ u i ⁵⁵,,,,r̥ îi/i,,,,,,,,,,,,r̥ u i,,,,,,,,,,,,,,,,,,,
4601_88_here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k u ³³ + ŋ u ⁵⁵
460_235_white,pʰ ʐ o./o ⁵⁵,,pʰ j u ⁵¹,,,,,,pʰ j u ⁵⁵,,,,,,,,,,,,,,pʰ ʒ o./o ³¹,,,pʰ j uː ³³,,,pʰ u̠ ³³,,,,pʰ j u ³¹,,,pʰ l ū,,,,pʰ j u ²²,,,,,,,pʰ ʐ u ⁵⁵,,,p ʈʂʰ i ⁵⁵ + p ʈʂʰ i ⁵⁵
462_12_thebird,,,,,,,,,,,,,,,,,,,,,p ɣ a,,,,,,,,,,,p ɑ + ts ɑ,,,,,,,,,,w e ¹,,,,,,,,
463_10_belowunder,,,,,,,,,,,,,,,,,,,tʰ l â/a ŋ,,,,,,,,,,,,,,,,,,,,,,tʰ i ŋ tʃ ɔ,,,,,,,,,
4759_225_twenty,,,,,,,,,,,,,,ɣ n ə + s qʰ a,,,,,,,ɣ n ɤ s q i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47_167_torun,,,,,,,,,,,,,,,,,,,t l ì/i i + t l iː k,,,,,,,,,,,,,,,,,p l i j h,,,,,,,,,,,,,,
486_5_bad,,,tʰ e n ²¹,,,,,,,,,,,,,,,,,,,,tʰ e n ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,
487_143_nine,,,,,n u + k a,,,k o./o + n o./o ŋ,,,,,,,k ɑ ³¹ + ȵ ɯ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,n ɔ,,,,,,,,k ɯ ⁵⁵ + ȵ i ⁵⁵,
4932_160_thericeplant,,m ɖʐ i,,,,ⁿɖʐ ɛ ⁵⁵,,,,,,,,,,,,,,,,,,,,,tɕʰ u m ⁵⁵ ʈʂ ɛ ⁵²,,,,,,,,,,,,,,,,,,,ⁿɖʐ e,,,,m ɖʐ e ¹³
499_186_thesky,m a u ³¹,,m a u ²¹ + kʰ u ŋ ⁵¹,,,,,m e + d o./o ŋ + m o./o ŋ,m a u ³¹ + kʰ a u ŋ ⁵⁵,,,,,m ɑ + m q ɑ,,m u ʔ ⁵⁵,,,,,t ɯ m ɯ,,l ă ³¹ + m u ³¹,,,m o./o u ³³ + kʰ u ŋ ³³,,,m o./o ³¹ + k u ɑ̠ ³³,,,,m u k ⁵⁵,,,m u i w h,,,,m o./o ⁵⁵,,m ə,,,m ə̂ r g o,,m a u ³¹,,i ⁵⁵ + m u ⁵⁵ + d u ⁵⁵,
49_1_above,,,tʰ o./o ʔ ⁵⁵ + m a i ²¹,,,,,,a ³¹ + tʰ a ʔ ⁵⁵,,,,,,,,,,,,ɯ + t a ʁ,,,,,,,,,,,,tʰ ɔ ʔ ⁵⁵ + m ɛ ³¹,,,ʔ a + tʰ a k,,,,ɑ ⁵³ + tʰ ɛ ʔ,,,,,tʰ ɑ,,,,,
4_49_theeye,,ɣ ȵ ə k,m j o./o ʔ ²¹ + tʃ i ⁵,m i ts i,m ɨ k,m i ʔ ⁵³,,m i k,m j a ʔ ³¹ + tʃ ɿ ³⁵,m i k,m j ɛ,m a k ⁵,m i k,m o,,m j ɛ ʔ ⁵⁵,m i k o./o n,,m i t,m e k,t ɯ + m ɲ a ʁ,m a k ⁵,m j i ʔ ³¹,m ʌ s,m u k s i,m j ɔ ʔ ³¹,m i ⁵²,m i k,m i̠ ɛ̠ ³³ + s ɯ ³¹,,m i t,t ə + m ȵ ɑ k,m j ɔ ʔ ³¹ + tʃ i k ⁵⁵,m eː k,m i ŋ,m j a k,C/k + m u k,d mʲ i g,,m j ɛ ʔ ⁴ + s i ⁵³,m i g,m e j ¹,m i k s i,ʔ a + m i k,m ɑ̂ ɣ,h ȵ ɔ χ,ɲ ɔ ʔ ⁵⁵,,,ȵ a ⁵⁵
501_6_thebamboo,o./o ³¹,,v a ²¹,,s a m b a,,,,v a ³¹,,,,,,,,w a ʔ,,r û/u a,,,,k ă ⁵⁵ + w a ⁵⁵,p ɛ̂ː p,b a pʰ u,w o./o ³³,,pʰ a,,,r u a,,v ɔ ³⁵,,,v ā/aː h,,,b á/a,w ɑ ⁵⁵,b ã s,,,,,,o./o ³¹,,,
5023_172_thesea,,,,,,,,,,,,,,,,,,,r i l i,,,,,dʰ i r i dʰ i,,,,,,,,,,,,,,,,,,,d i r i d i n,,,,,,,
5043_28_correctright,,,,,,,,,,,,,,ŋ i + ŋ i,,,,,,,,,,,,,,,,,,,,,,,,ŋ e s + p a,,,,,,,,,,,,
507_41_thedust,,,,,,,,,,t u l,,t i ŋ ⁵⁵,,,,,d u l + a,j i n ⁵³ tʃʰ ɐ n ²¹,,,r d ɯ l,t ɛ ŋ ⁵⁵,,,,,,,,f ɔ i ³⁵ tsʰ ɪ n ²¹,,t ɐ + n d ə r,,,,,d r ə n,r d u l,,,dʰ u w u,,,,,sʰ a + d u,,f ɔ ɛ ³⁵ ʈʂʰ ɿ n ²¹,,d i ¹³
50_122_thelung,,,,s œ p e o./o r œ,,,f e i ⁵¹,,,,,h u i ¹³,h l u ŋ + p o./o p,,,,,f ɐ i ³³,,,,h u i ¹³,s i n ³¹ + w o./o p ⁵⁵,s ʌ pʰ r oɔ p,,,,,,pʰ u i ⁵⁴,,,,,,,pʰ o./o t + s,,,,,,,,,,,f i ⁵³,,
511_14_black,l ɔ k ⁵⁵,n o./o k + k o,n o./o ʔ ²¹,,,n ɑ ¹³ + n ɑ ʔ ⁵³,,,n a ʔ ³¹,,,,,ȵ a + ȵ a,,n ɑ ʔ ⁵⁵,,,n a k,,ɲ a ʁ,,,,,n ɔː ʔ ³¹,n a ¹³ + k o./o ⁵⁵,,n ɛ̠ ³³,,,k ə + n ɐ k,n ɔ ʔ ³¹,,,n a k,,n a g,,n ɛ ʔ ⁴,,n j aː ¹,,,ɲ á/a,n a χ + k w o,n ɔ ʔ ⁵⁵,,,n a ⁵⁵ + n a ⁵⁵
513_61_theflower,,,,,,,,,,,,,,,,,p u l,,,,,,,,,,,,,,,,,,,,,,,,pʰ uː l,,,,,,,,,
519_14_black,,,,,,,x e i ⁵⁵,,,,,,,,m ɑ ŋ ⁵³,,,h ɐ k ⁵,,,,,,,,,,m a k,,,,,,,,,m̥ˤ ə k,,,,,,,,,,,,m ɑ ⁵⁵,
523_191_smooth,,,,,,,,,,,,,,,,,,,,,m p ɕ u,,,,,,,,,,,,,,,p j o./o ʔ,,,,,,,,,,,,,,ɕ i ⁵⁵ + f ɕ i ⁵⁵
5244_208_that,,,,,,,,,,,,,ʔ o./o ʔ,,,,u + a,,,,,,w o./o ⁵⁵,,,,,,,,,w u + t ə,,,,,,,,,,,,,,,,,,
5249_214_this,,,,,,,,,,,,,ʔ i,,,,i + a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i ⁵⁵ + h e ⁵⁵,
524_188_small,nʲ i ⁵⁵,,,,,,,,ŋ a i ⁵⁵,,,,,,,,,,,,,,,,,ŋ ɛː ³¹,,,,,,,ŋ a i ³¹,,,ṅ/n a j,,,,ŋ ɛ ²²,,,,,,,ɲ ɛ ⁵¹,,,
5280_160_thericeplant,,,,,,,,,,,,,y a m,,,ɑ m ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52_119_theliver,,,,,l u ŋ m a k,,,,,,,,,,,,,,,,,,,l ū m,l u m a,,,l u ŋ m a,,,,,,,,,,,,,,,,,,,,,,
532_135_themud,,,,,,,,,,,,,,,,,,,,,,,,ɦ i l o,,,,,,,,,,,,,,,,,h i l ɔ,,,,,,,,,
538_163_theroad,,,,,,,,,,a m ts i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a m tʃ a,,,,,,,,,
539_86_theheart,n̥ʲ a ⁵⁵ + l u m ³¹,r ȵ̥ a ŋ,n ḭ k ⁵⁵ + l ṵ m ²¹,,,ȵ ĩ ⁵⁵,,,n a̰ k ⁵⁵ + l a m ³¹,,,,,,,,,,,,t ɯ + s n i,,,,,n ə̰ k ⁵⁵ + l ɔ m ³³,ȵ i ŋ ⁵⁵,,n i ³⁵ + m ɑ ³³,,,t ə + ʃ n ᴇ/e,n a̰ k ⁵⁵ + l a m ³⁵,,,nh/n̊ a + l u m̩ h,,s ɲ i ŋ,,n̥ ɑ ⁵³ + l õ ⁵⁵,,n j iː j ¹,,,,h ȵ a ŋ,n̥ ɔ ʔ ³¹ + l u m ³¹,,,n̥ ɛ ¹³
53_173_tosee,,,,,,,,,,,,,,,,,,,m̥ u + m̥ u ʔ,,,,m u ³¹,,,,,,,,m̥ u,,,,,,,,,,,,,,,,,,,
540_165_therope,,tʰ o./o k + k w a,,,,tʰ ɑ ⁵⁵ + p a ⁵³,,t aː p ə,,,,,,,,,,,,,,,,,,,tʰ a k ⁵⁵ + p a ⁵⁵,tʰ a k p a,,,,,,,,,,tʰ a g + p a,,,tʰ a g p a,,,,,tʰ a χ + k w a,,,,
541_15_theblood,,cçʰ a k,,,,ʈʂʰ ɑ ʔ ⁵³,,,,,,,,,,,,,,,,,,,,,ʈʂʰ a ⁵²,,,,,,,,,,,kʰ r a g,,,,,,,,tɕʰ a χ,,,,
543_180_theshoulder,,,,,,,,,,,,k ɔ̃ ĩ ³³ tʰ a u ⁵⁵,,,,,,,,,,k ã ĩ ³³ tʰ a u ⁵⁵,,,,,,,,,,,,,,,kˤ e n,,,,k aː n,,,,,,,k i n ⁴⁵/³⁵ tʰ iu ²¹,,
544_250_theshit,,ɣ c ç o./o k + k w a,,,,tɕ a ⁵⁵ + p a ⁵³,,,,,,,,ʂ c ç ɑ + x p ɑ,,,,,,,,,,,,,c a k ⁵⁵ + p a ⁵⁵,,,,,,,,,,,s k j a g + p a,,,,,,,s c á/a χ p ɑ,h tɕ a χ + k w a,,,,c ç a ⁵⁵ + p a ⁵⁵
547_120_long,s ə ŋ ⁵⁵,r a ŋ + k ə,x i ŋ ⁵¹,,,r ĩ ¹³ + m b u ⁵³,,,x a ŋ ⁵⁵,,,,,,,,,,,,z r i,,,,,ʃ ə̰ː ŋ ³³,r i ŋ ¹³ + k u ⁵⁵,,ʃ i ³³,,,,x a ŋ ³¹,,r i ŋ + m o,r̥ a ɲ,,r i ŋ,,ɕ e ²²,,z j i r ²,,,s r ɑ̂ ɣ,r a ŋ + w o,s ɤ ŋ ⁵⁵,,,ʂ ɪ ⁵⁵ + ʂ ɪ ⁵⁵
5488_95_thehorse,,,,,,,,,,,,,,,,,g o./o r a,,,,,,,,,,,,,,,,,,,,,,,,gh/gʰ u aː ɽ a,,,,,,,,,
549_50_far,,tʰ a k + r a ŋ,,,,tʰ a ʔ ⁵³ + r ĩ ¹³ + p u ⁵³,,,,,,,,,,,,,,,,,,,,,tʰ a ⁵² + r i ŋ ¹³ + k u ⁵⁵,,,,,,,,tʰ a ʔ + r i ŋ + m o,,,tʰ a g + r i ŋ + p o,,,,,,,r ɑ́ ŋ,tʰ a χ + r a ŋ,,,,
54_174_theseed,,,,,,,,,,,,,,,,,,,ts ı̀i/iː,,,,,,,,,,,,tʃ i,,,,,,,,,,,,,,,,,,,
558_166_round,,,,,,,,,,,,,,,,,,,,,,,,kʰ ʌ kʰ ʌ r m î/i m,kʰ i kʰ i r p a,,,,,,,,,,kʰ i r + kʰ i r,,,,,,,,kʰ i kʰ i r m a,,,,,,,
55_175_seven,nʲ i t ⁵⁵,,ŋ j i t ⁵⁵,,,,tɕʰ i ⁵⁵,k ɯ + n ɯ,n ɔ̰ t ⁵⁵,n i dʑ i,n i ʃ ɛ,tsʰ i ʔ ²,,z ȵ e,,s ɯ ³¹ + ȵ i t ⁵⁵,s i n i,tsʰ ɐ t ⁵,p a s a r i h/ʔ,,k ɯ ɕ n ɯ z,tsʰ ɛ k ²,s ă ³¹ + n i t ³¹,,,ŋ j ɛ̰ t ⁵⁵,,,ʃ i ³¹,tsʰ ɪ t ³,p a + s a r i h,k ə + ʃ n ə s,n a̰ t ⁵⁵,,,kʰ u + n a c,tsʰ i t,,,kʰ u ⁵³ + n̥ i ʔ ⁴,s aː t,,,ʃ ə + n i,s ɲ ê/e,,n i t ⁵⁵,tɕʰ i ʔ ²,,n̥ ɛ ⁵⁵
563_246_yellow,,s e r + r o,,,,sʰ e ⁵⁵ + sʰ e ⁵⁵,,ɕ ɯ r + p u,,,,,,,,,,,,,,,,,b e s a r w a,,s eː ⁵⁵ + p o./o ⁵⁵,,,,,kʰ s ə r + p o,,,s e r + b o,,,s e r,,,,,,,,sʰ e + r o,,,,ʂ ɿ ⁵⁵ + ʂ ɿ ³³
564_78_green,,r dʑ a ŋ + kʰ ə,,,,dʑ õ ⁵⁵ + kʰ u ⁵³,,,,,,,,,,,,,,,,,,,,,tɕ ə ŋ ¹³ + k u ⁵⁵,,,,,,,,dʑ a ŋ + kʰ u,,,,,,,,,,,dʑ a ŋ + kʰ ə,,,,
5663_2_all,,tsʰ a ŋ + m æ,,,,,,,,tsʰ a ŋ i,,,,,,,,,,,,,,,,,tsʰ a ŋ ⁵⁵ + m a ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,
5696_28_correctright,,n ʈʂ ə k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ⁿɖʐ ə χ,,,,
569_176_sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ ɛ ³⁵,,,,,,tsʰ e + p u,,,,,,,,,,,,,,,
56_176_sharp,,,,h e,,,,,,,,,,,,,,,r̥ aa/a t + r̥ a ʔ,,,,,,,,,,,,,,,,,,,,,,,,h ʌ ʈ p a,,,,,,,
572_82_hard,,,,,,,,l a r + k a k,,,,,,,,,,,,,,,,,,,,,,,,,,,k a k + t a r,,,,,,,,,,,,,,,
573_194_soft,,n dʑ a m + b o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k ə + n dʒ ɐ m,,,dʑ a m + p o,,,ɴ dʑ a m,,,,,,,n dʑ ǽ/æ m,,,,,
5756_88_here,,n d ə + n æ,,,,ʔ ɑ ⁵⁵ + ts ɑ,,,,,,,,,,,,,,,,,,,,,t iː ¹³,,,,,,,,,,,ɴ d i r,,,,,,,,ⁿd ə + n a,,,,
5771_100_thehusband,,,,,,,,,,,,,,,,,,,,,,,,,,,ch/ts o./o ⁵⁵ + k a ⁵⁵,,,,,,,,,,,kʰ j o./o + g a,,,kʰ y ə w a,,,,,,,,,
579_5_bad,,,,,,d u ⁵⁵ + p u ⁵³,,,,,,,,,,,,,,,,,,,,,t u ¹³ + k o./o ⁵⁵,,,,,,,,d u k + p i n,,,,,,,,,,,,,,,
583_147_oldofperson,,r g i,,,,g ɛ ⁵⁵ + p o./o ⁵³,,,,,,,,,,,,,,,r g ɤ z,,,,,,k ɛ̃ ¹³ + p a ⁵⁵,,,,,,,,g a t + b u,,,r g a s,,,,,,,,,,,,g a ³³ + g i ⁵⁵
586_96_hot,,,,ts ø ts ø,,tsʰ a ⁵⁵ + m u ⁵³,,,,,,,,,,,,,,,,,,,,,tsʰ a ⁵⁵ + p o./o ⁵⁵,,tsʰ ɑ̠ ³³,,,,,,tsʰ a + l o,,,tsʰ a,,,,ts j a,ts ɵ p a,,,tsʰ a + ⁿd e,,,,
5877_181_shy,,ŋ o./o + tsʰ æ,,,,ŋ u ²³¹ + tsʰ a ⁵³,,,,,,,,,,,,,,,,,,,,,ŋ o./o ¹³ + tsʰ a ⁵⁵,,,,,,,,,,,ŋ o./o + tsʰ a,,,,,,,,ŋ o./o + tsʰ a,,,,
5919_208_that,,k a n + n æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k a n,,,,
5921_209_there,,k a ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k a n + n a,,,,
5928_214_this,,n d ə,,,,ʔ e ⁵⁵ + d e ⁵³,,,,,,,,,,,,,,,,,,,,,t i ¹³,,,,,,,,,,,ɴ d i,,,,,,,,n d ə,,,,
593_173_tosee,,,,,,,,,,,,,k ə n,,,,,,,,,,,,,,,,,,,,,,,,kˤ e n + s,,,,k a n,,,,,,,,,
5946_230_wefirstpersonpluralinclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɦ o./o + s k o./o l,,,,,,,,ʔ o./o + tɕʰ o,,,,
5947_230_wefirstpersonpluralinclusive,,ŋ ə + tɕʰ o,,,,,,,,,,,,,,,,,,,,,,,,,ŋ ã ¹³ + tsʰ o./o ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,
5949_232_what,,tɕʰ ə + z u k,,,,tɕʰ ɪ ⁵³,,,,,,,,a + tɕʰ ə,,,,,,,tɕʰ i,,,,,,,tʰ e,,,,tʰ ə,,,,,,tɕʰ i,,,,,,,tʰ j ê/e,tɕʰ ə + z ə χ,,,,
5951_234_where,,k a ŋ + n æ,,,,k ɑ ¹³,,,,,,,,,,,,,,,,,,,,,kʰ a ¹³ + p aː ⁵⁵,,,,,,,,,,,g a + n a,,,,,,,,k a ŋ + n a,,,,
595_96_hot,,,ŋ j e ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,ŋ ɛː ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,
5968_248_yousecondpersonplural,,c çʰ ə + tɕʰ o,,,,h ø y ⁵³,,,,,,,,,,,,,,,,,,,,,ch/ts e ⁵⁵ + r a ŋ ⁵⁵ + tsʰ o,,,,,,,,,,,kʰ j o./o d,,,,,,,,tɕʰ ə + tɕʰ o,,,,
596_76_good,,,,,,,,,,,,,,,p ɹ ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p ɹ ɑ ⁵⁵,
5981_24_thechildyounghuman,,,,,,,,,,,,,,,,,,,,,,,,,,,p u ⁵⁵ + k u ⁵⁵,,,,,,,,,,,pʰ r u g u,,,,,,,,,,,,
5982_24_thechildyounghuman,,ɕ a ʑ i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɕ a + j i,,,,
5983_24_thechildyounghuman,,,,,,ʔ a ⁵⁵ + k ɑ + ʔ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598_198_tospit,,,,,,,,,,,,,,,,,,,,t o./o k,,,,,,,,,,,tʰ u k,,,i ng/ŋ tʰ o./o k,,,,,,,,,,,,,,,,
599_36_dirty,,r ts o./o k + k w a,,,,ts o./o ⁵⁵ + p a ⁵³,,,,,,,,,,,,,,,,,,,,,ts o./o k ⁵⁵ + p a ⁵⁵,,,,,,,,ts o./o k + p a,,,b ts o./o g,,,,,,,,h dz o./o + t o,,,,
59_179_short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t u i w,,,,t o./o ²²,,,,,,,,,,
5_212_thinobject,ɕ a m ³⁵,,j a̠ m ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ç a m ³⁵,,,
6005_55_firewood,,tɕʰ æ + m æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tɕʰ a + m a,,,,
6006_55_firewood,,,,,s ɨ ŋ,xʰ ĩ ⁵⁵,,ɯ + ɕ ɯ ŋ,,m e ɕ i ŋ,,,,m ə + s i,m ɑ ³¹ + s ɯ ŋ ⁵³,ɕ i ŋ ⁵⁵,,,tʰ î/i ŋ,,s ɯ ɴ ɢ o./o ʁ,,,s ʌ ŋ,s i ŋ,,m i ¹³ + ɕ i ŋ ⁵⁵,s i ŋ,,,,ʃ ᴇ/e,,,ɕ i ŋ,,s i n,,,,,,s e p s ʌ ŋ,,s ê/e,,,,,sʰ ɛ ¹³
6021_196_thesparrow,,w ɕ i + tʰ ə,,,,ɕ y ¹³,,,,,,,,,,,,,,,,,,,,,kʰ ə ŋ ⁵⁵ + tɕ iː ⁵⁵,,,,,,,,,,,,,,,,,,,ɕ i + t ə,,,,
6025_7_thebarleytibetanorhighland,,,,,,sʰ ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,s oː ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,
604_240_towipe,,,,,,,,,,,ʃ ì/i m o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s i g,,,,,,,,,
608_206_thetail,,,,,,,,,,,,,,,,,,,,,,,,,,,ɕ u ¹³ + k u ⁵⁵,,,,,,,,,,,m dʑ u g + m a,,,,,,,,,,,,
609_247_yesterday,,,,,,,,,,,n j aː r ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n j aː r,,,,,,,,,
60_180_theshoulder,,,,,,,,,,,,,,,kʰ ɯ ⁵⁵ + l i ɯ ŋ ⁵³ + p ɑ ³⁵,,,,l î/i a ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e ⁵⁵ + l i ⁵⁵ + p ɑ ⁵⁵,
610_191_smooth,,,tʃ ṵ t ⁵⁵,,,,,,t a u ʔ ³¹ + tʃ ɔ̰ t ⁵⁵,,,,,,,,,,,,,,,,,tʃ ṵː t ⁵⁵,,,,,,,tʃ a̰ t ⁵⁵,,,,,,,,,,,,,,cʰ ɔ t ³⁵,,,
6159_234_where,,,,,,,,,,g u j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g u,,,,,,,,,
6174_95_thehorse,,,,,,,,,,ʂ a ŋ s,h r a ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619_76_good,,,,,n u w a k,,,,,,,,,,,,,,,n u k + h a,,,,n ʉ,n ə p a,,,n uː r,,,,,,,,,,,,,,,,,,,,,,
61_183_tosing,,,,,,,,,,,,,,,,,,,l̥ âa/a + s ǎa/aː + s a k,,,,,,,,,,,,s a,,,,,,,,,,,,,,,,,,,
620_78_green,,,,g i g i,,,,,,,,,,,,,,,,g i r u ŋ,,,,g i g î/i m,g i g i p p a,,,,,,,,,,,,,,,,,,g i g i m,,,,,,,
623_90_hightall,,,,,,,,,,,,,,,,,,,,,,,,,r e p a,,,,,,,,,,,,,,,,,,j e p a,,,,,,,
626_103_inside,,,,gʱ ɔ,,,,,,,,,,,,,,,,,ɯ ⁿg ɯ,,,ʔ u + g o,g ɔː,,,,,,,w u + g u,,,,,,,,,,,g oː n u,,g ə,,,,,
627_110_late,,,,,,,,,,,,,,,,,,,,,,,,tsʰ ʉ p ɛ,tʃʰ u m a,,,s u s,,,,,,,,,,,,,,,,,,,,,,
629_117_lightofweight,,,,,,,,,,,,,,,,,,,,,,,,g oɔ m g oɔ m,h a m m a,,,,,,,,,,,,,,,,,,,,,,,,,
630_120_long,,,,,,,,,,,,,,,,,,,,,,,,,b a b a l p a,,,,,,,,,,,,,,,,,,,,,,,,,
631_129_morning,,,,,,,,,,,,,,,,,,,,,,,,ʔ u d i ts ts h ɛ,d e t tʃʰ a,,,,,,,,,,,,,,,,,,,,,,,,,
637_150_outside,,,,,,,,,,,,,,,,,,,,,,,,p a kʰ ʌ,p a kʰ a,,,,,,,,,,,,,,,,,,p a kʰ a l a m,,,,,,,
638_158_red,,,,l a l a,,,,,,,,,,,,,,,,,,,,ɦ a l a l â/a m,h a l a l aː p a,,,,,,,,,,,,,,,,,,l a l a m,,,,,,,
6432_209_there,,,,,,,,,,,a t i kʰ o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643_188_small,,,,,,,,,,,,,,,,,,,,,,,,,tʃ iː tʃʰ a,,,,,,,,,,,,,,,,,,,,,,,,,
6455_230_wefirstpersonpluralinclusive,,,,,,,,,,,j e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i n dʒ ə,,,,,,,,,
6456_230_wefirstpersonpluralinclusive,,,,,,,,,,,,,,,,,,,,,,,,,k a s,,,,,,,,,,,,,,,,,,,,,,,,,
6458_232_what,,,,,,,,,,kʰ a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ y e,,,,,,,,,
648_3_theant,,,,,,,,,,,,,,,,,,,,,,,,kʰ e l e m,kʰ a l e m,,,,,,,,,,,,,,,,,,kʰ a l e m,,,,,,,
6498_24_thechildyounghuman,,,,,tsʰ a,,,,,,,,,,,,,,,,,,,ts ɵ ts ts ɵ,tʃʰ a,,,h i n dz a,,,,,,,,,,,,,,,ts ɵ,,,,,,,
64_186_thesky,,,,,,,,,,,,,,,,,,,v ǎa/aː n,,,,,,,,,,,,v â/a n,,,,,,,,,,,,,,,,,,,
6503_107_knife,,,,,,,,,,tɕ a k u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ ə k u,,,,,,,,,
650_12_thebird,,,,,tsʰ o./o ŋ w a,,,,,,,,,,,,,,,,,,,,tʃʰ ɔ w a,,,,,,,,,,,,,,,,,,,,,,,,,
652_19_thebranch,,,,,,,,,,,,,,,,,,,,,,,,gh/gʰ r eː m,g e m,,,,,,,,,,,,,,,,,,g r e m,,,,,,,
653_134_themouth,,,,,,,,,,a k,aː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654_32_thedaughter,,,,,,,,,,,,,,,,,,,,,,,,ts ɵ,tʃʰ a m,,,s a,,,,,,,,,,,,,,,,,,,,,,
656_37_thedog,,,,kʰ l i ts a,,,,,,,,,,,,,,,,,,,,kʰ l êː/eː p,kʰ e b a,,,,,,,,,,,,,,,,,,kʰ l e a,,,,,,,
659_52_thefeather,,,,pʰ l e m,,,,,,,,,,,,,,,,,,,,pʰ ʌ s ʌ l ʌ m,w a l a m m a,,,,,,,,,,,,,,,,,,p a s ʉ r ʉ m,,,,,,,
6603_232_what,,,,,d i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604_234_where,,,,,kʰ a d a,,,,,,,,,,,,,,,,,,,kʰ ɛ b i,,,,,,,,,,,,,,,,,,,,,,,,,,
660_58_theflea,,,,,k i p p a,,,,,,,,,,,,,,,,,,,ts ʌ k ʌ p ɛ,tʃ i k i p p a,,,,,,,,,,,,,,,,,,ts i k i p a,,,,,,,
664_75_thegoat,,,,s ɔ ŋ g a r a,tsʰ e n g a r a,,,,,,,,,,,,,,,,,,,,tʃʰ a r a,,,,,,,,,,,,,,,,,,tsʰ w aː r a,,,,,,,
