ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,English_Gloss_in_Source,French_Gloss_in_Source
Gavar-510_rope-1,b0cfb65b-0fd8-41ed-942f-cd497e744186,Gavar,510_rope,mɑbɑkw,mɑbɑkw,m ɑ b ɑ kʷ,,viljoenprogb,4703,,^ m ɑ b ɑ kw $,default,rope,corde
Gemzek-510_rope-1,f3d2570a-460b-4b39-8193-bec4ecb3f91c,Gemzek,510_rope,ləɓer,ləɓer,l ə ɓ e r,,gravinanda,4294,,^ l ə ɓ e r $,default,rope,corde
GizigaMarva-510_rope-1,c6b64c56-6431-4aa4-8d7f-7a77f24b9794,GizigaMarva,510_rope,azeweɗ,azeweɗ,a z e w e ɗ,,gravina2004,11344,,^ a z e w e ɗ $,default,rope,corde
KamweFutu-510_rope-1,d6885756-ad00-40ff-b282-1d9d703d0b73,KamweFutu,510_rope,ziwe,ziwe,z i w e,,harley2009a,11719,,^ z i w e $,default,rope,
Lagwan-510_rope-1,9733fb2e-fc81-464f-ac8f-dd714ebc3cb5,Lagwan,510_rope,name,name,n a m e,,shryocknd,5371,,^ n a m e $,default,rope,corde
Lamang-510_rope-1,62a0b2dc-d86c-42e9-9600-e81e0cc08121,Lamang,510_rope,zə̀wì,zəwì,z ə w i,,wolffnd,7265,,^ z ə w ì $,default,rope,
Malgbe-510_rope-1,2b128836-d123-47fa-a958-013555a7851c,Malgbe,510_rope,lame,lame,l a m e,,allisonnd,5371,,^ l a m e $,default,rope,corde
Mbara-510_rope-1,c9b46300-3e0d-49a6-9469-eaec54d1892d,Mbara,510_rope,sile,sile,s i l e,,tourneux1986,17898,,^ s i l e $,default,rope,
Mbazla-510_rope-1,3e749643-f095-4cea-826a-a01630bff342,Mbazla,510_rope,̌zwíwiŋ,̌zwíwiŋ,zʷ i w i ŋ,,seignobos1984;tourneux1987,5642,,^ ̌zw í w i ŋ $,default,rope,corde
Mbudum-510_rope-1,0547f5cb-e3a2-4c96-a0ce-26aeeb915312,Mbudum,510_rope,sərək,sərək,s ə r ə k,,ndokobaiprogb,5764,,^ s ə r ə k $,default,rope,corde
Mbuko-510_rope-1,68baf04f-f62a-4a8f-99d4-7cf55c76ab2f,Mbuko,510_rope,slipe,slipe,ɬ i p e,,gravinaprog,14928,,^ sl i p e $,default,rope,corde
Mbuko-510_rope-2,b8504d4c-ec1f-49ee-ab89-cff3aadfd9f8,Mbuko,510_rope,matatal,matatal,m a t a t a l,,gravinaprog,12706,,^ m a t a t a l $,default,rope,corde
Mbuko-510_rope-3,d6173545-cb2e-48a3-a677-e6b0e8f4e971,Mbuko,510_rope,yaya,yaya,j a j a,,gravinaprog,1818,,^ y a y a $,default,rope,corde
Merey-510_rope-1,247ac2c9-b8a2-4647-9ed2-43b55bfa8553,Merey,510_rope,zlebeɗ,zlebeɗ,ɮ e b e ɗ,,gravinaetalprog,20104,,^ zl e b e ɗ $,default,rope,corde
Moloko-510_rope-1,f28af026-c216-44eb-8ef5-ebbe799e0aeb,Moloko,510_rope,ezeweɗ,ezeweɗ,e z e w e ɗ,,friesennd,10264,,^ e z e w e ɗ $,default,rope,corde
Mpade-510_rope-1,e02bf75b-a949-41ec-b69f-4754658be497,Mpade,510_rope,nàmè,nàmè,n a m e,,allisonnd,5371,,^ n à m è $,default,rope,corde
Mser-510_rope-1,4e5c434a-f9aa-4fcc-a039-5cfd30cbf188,Mser,510_rope,aram,aram,a r a m,,allisonnd,5371,,^ a r a m $,default,rope,corde
Nyimatli-510_rope-1,64e795a7-9570-4c26-a0c6-bc8e4b16d893,Nyimatli,510_rope,zoo,zoo,z oː,,,6153,,^ z oo $,default,rope,
Ouldeme-510_rope-1,780e9c99-5c3e-4068-897f-29fb4a661530,Ouldeme,510_rope,āzìmnì,āzìmnì,a z i m n i,,kinnairdproga,10563,,^ ā z ì m n ì $,default,rope,corde
Psikye-510_rope-1,a923edd4-87c9-4d05-b920-a72d8a5337db,Psikye,510_rope,zəwə́,zəwə,z ə w ə,,mazzucci2006,699,,^ z ə w ə $,default,rope,
Vame-510_rope-1,0aa1cf8b-0bbf-45f3-a969-2d4f83cbabbb,Vame,510_rope,ázàrkè,ázàrkè,a z a r k e,,kinnairdprogb,9476,,^ á z à r k è $,default,rope,corde
Zina-510_rope-1,2b2d1e4a-2c28-48a2-b083-e9661891b3bc,Zina,510_rope,vìlo,vìlo,v i l o,,schmidtetal2002,253,,^ v ì l o $,default,rope,corde
Afade-511_rub-1,1e1de54e-6c7b-4225-9f4c-614af97d22e2,Afade,511_rub,gɨrkˈe; wurtso,gɨrkˈe,g ɨ r k ʔ e,,allisonnd,11387,,^ g ɨ r k ˈ e $,default,rub,frotter
Bata-511_rub-1,886cde9d-cbfa-4a41-80b6-9d7451c13abc,Bata,511_rub,pòòku,pòòku,p oː k u,,boyd2005;pweddon2001,12798,,^ p òò k u $,default,rub,
Bata-511_rub-2,acc1813d-b48b-45cd-9942-17133d3c769e,Bata,511_rub,zòòkú,zòòkú,z oː k u,,boyd2005;pweddon2001,4107,,^ z òò k ú $,default,rub,
Buwal-511_rub-1,334c7ae2-fc41-4b04-8513-739edc69bca1,Buwal,511_rub,tukwɑɗ,tukwɑɗ,t u kʷ ɑ ɗ,,viljoenproga,10543,,^ t u kw ɑ ɗ $,default,rub,frotter
Buwal-511_rub-2,7b0b6676-7623-4e0b-9102-130b54cda3b8,Buwal,511_rub,mbɑɗ,mbɑɗ,m b ɑ ɗ,,viljoenproga,9002,,^ m b ɑ ɗ $,default,rub,frotter
Cuvok-511_rub-1,276a0544-5e1a-40db-a909-fde136060e93,Cuvok,511_rub,təkwaɗa,təkwaɗa,t ə kʷ a ɗ a,,ndokobaiproga,6011,,^ t ə kw a ɗ a $,default,rub,frotter
Dghwede-511_rub-1,1654b9a4-4b31-4580-9567-fa26643c6493,Dghwede,511_rub,kasa,kasa,k a s a,,frick1977,12887,,^ k a s a $,default,rub,
Dugwor-511_rub-1,365d6255-87cc-46bd-890b-b506fc6a60d6,Dugwor,511_rub,məcohwey,məcohwey,m ə c o hʷ e j,,gravina2004,1955,,^ m ə c o hw e y $,default,rub,frotter
Gemzek-511_rub-1,4b4573fa-6bc6-4606-90fa-90bcf8bd3e90,Gemzek,511_rub,mebəhe,mebəhe,m e b ə h e,,gravinanda,12811,,^ m e b ə h e $,default,rub,frotter
GizigaMarva-511_rub-1,10af8914-6ae5-4864-a5b4-ca581e7b79c1,GizigaMarva,511_rub,suh ngə gwaf,suh_ngə_gwaf,s u h + n g ə + gʷ a f,,gravina2004,9306,,^ s u h _ n g ə _ gw a f $,default,rub,frotter
KamweFutu-511_rub-1,c180eae6-5c2a-4f7a-8cc8-3503f86e9268,KamweFutu,511_rub,njehe,njehe,n j e h e,,harley2009a,8526,,^ n j e h e $,default,rub,
Malgbe-511_rub-1,a9dca414-7dca-41b4-9a2f-cff10145bde1,Malgbe,511_rub,ski hi gɨ,ski_hi_gɨ,s k i + h i + g ɨ,,allisonnd,11387,,^ s k i _ h i _ g ɨ $,default,rub,frotter
Mbara-511_rub-1,a0b5e448-8067-4549-a5e2-cb31eae38212,Mbara,511_rub,girit,girit,g i r i t,,tourneux1986,15018,,^ g i r i t $,default,rub,
Mbudum-511_rub-1,e744eca8-6f3c-451a-8308-b6717918bcf8,Mbudum,511_rub,ŋɡor,ŋɡor,ŋ g o r,,ndokobaiprogb,15900,,^ ŋ ɡ o r $,default,rub,frotter
Mbuko-511_rub-1,261b31aa-4ab9-461a-b0e4-125fccc64635,Mbuko,511_rub,jənjeɗ,jənjeɗ,j ə n j e ɗ,,gravinaprog,15155,,^ j ə n j e ɗ $,default,rub,
Mbuko-511_rub-2,a849f2da-ed9e-421d-aa05-7a5f189db127,Mbuko,511_rub,təlkaɗ,təlkaɗ,t ə l k a ɗ,,gravinaprog,958,,^ t ə l k a ɗ $,default,rub,frotter
Moloko-511_rub-1,7bab596b-cbe5-4b1e-91f6-a024ef0877b3,Moloko,511_rub,pat,pat,p a t,,friesennd,7724,,^ p a t $,default,rub,frotter
Mpade-511_rub-1,3c85bd66-5b88-42bb-b53e-608e99e42716,Mpade,511_rub,kɨ́ go,kɨ_go,k ɨ + g o,,allisonnd,11387,,^ k ɨ _ g o $,default,rub,frotter
Mser-511_rub-1,c85f2482-fa40-41ae-a77d-fc1303a7bfbe,Mser,511_rub,gɨrkˈe,gɨrkˈe,g ɨ r k ʔ e,,allisonnd,11387,,^ g ɨ r k ˈ e $,default,rub,frotter
Muyang-511_rub-1,bb30972b-df03-405f-a928-75194399c071,Muyang,511_rub,hwɑsl,hwɑsl,hʷ ɑ ɬ,,smith,19566,,^ hw ɑ sl $,default,rub,frotter
Muyang-511_rub-2,d168c99c-7ddd-45e5-9d90-d6e1c719c668,Muyang,511_rub,dərslɑy,dərslɑy,d ə r s l ɑ j,,smith,4877,,^ d ə rs l ɑ y $,default,rub,frotter (le corps)
Muyang-511_rub-3,e05661ea-0676-4104-b777-996787a4c69f,Muyang,511_rub,hurslɑy,hurslɑy,h u r s l ɑ j,,smith,11024,,^ h u rs l ɑ y $,default,rub,frotter
Nyimatli-511_rub-1,13a99c28-ed38-4eb1-b2ea-9e3e40e83c77,Nyimatli,511_rub,pasha,pasha,p a ʃ a,,,18599,,^ p a sh a $,default,rub,
Ouldeme-511_rub-1,82ea2f19-0160-426b-b2a0-0e9a8935e6b0,Ouldeme,511_rub,kūsláy,kūsláy,k u ɬ a j,,kinnairdproga,18076,,^ k ū sl á y $,default,rub,frotter
Vame-511_rub-1,16587489-6194-449d-a3d6-03db40116f3b,Vame,511_rub,də̀rslìyà,dərslìyà,d ə r s l i j a,,kinnairdprogb,3630,,^ d ə rs l ì y à $,default,rub,frotter
Afade-512_run-1,784cf83d-554c-4b40-87ff-d802b0803aba,Afade,512_run,lɨgɨm; lɨgɨmun,lɨgɨm,l ɨ g ɨ m,,allisonnd,14720,,^ l ɨ g ɨ m $,default,run,courir
Buduma-512_run-1,d699ff91-5163-4ec5-b3c1-ec8f52c1be3c,Buduma,512_run,həgudə,həgudə,h ə g u d ə,,mckone2009,1998,,^ h ə g u d ə $,default,run,courir
Buwal-512_run-1,f5ebca74-aa5f-42cb-aac8-0e8dd57e8dcf,Buwal,512_run,hey,hey,h e j,,viljoenproga,7124,,^ h e y $,default,run,courir
Cuvok-512_run-1,d126f7b2-192a-44fb-86e7-b33d1a0aa4d4,Cuvok,512_run,hway,hway,hʷ a j,,ndokobaiproga,18753,,^ hw a y $,default,run,courir
Dugwor-512_run-1,67242ef4-0460-4593-a76e-c5a9435f5a91,Dugwor,512_run,mahway,mahway,m a hʷ a j,,gravina2004,4950,,^ m a hw a y $,default,run,courir
Gavar-512_run-1,572fef8f-764f-4ac6-bd77-db249c078944,Gavar,512_run,shi,shi,ʃ i,,viljoenprogb,2511,,^ sh i $,default,run,courir
Gemzek-512_run-1,14caebdf-5429-44a4-89d8-2e32a0712448,Gemzek,512_run,mevele,mevele,m e v e l e,,gravinanda,20081,,^ m e v e l e $,default,run,courir
GizigaMarva-512_run-1,f6677c96-7df3-472c-ba42-13a0192d2e10,GizigaMarva,512_run,kəl,kəl,k ə l,,gravina2004,3383,,^ k ə l $,default,run,courir
KamweFutu-512_run-1,95a434ff-4864-4b4d-99e2-2a15302bf777,KamweFutu,512_run,hoho,hoho,h o h o,,harley2009a,8686,,^ h o h o $,default,run,
Lagwan-512_run-1,cb250593-f573-4290-b1ea-b32b71c69924,Lagwan,512_run,ghuvi,ghuvi,gʱ u v i,,shryocknd,14073,,^ gh u v i $,default,run,courir
Lamang-512_run-1,355b0a42-645e-4312-a19d-b02acc64fef8,Lamang,512_run,rgwa,rgwa,r gʷ a,,wolffnd,11716,,^ r gw a $,default,run,
Malgbe-512_run-1,109c8488-ef4c-4ff5-9b98-4409da9a6fbb,Malgbe,512_run,slɨfle,slɨfle,ɬ ɨ f l e,,allisonnd,14975,,^ sl ɨ f l e $,default,run,courir
Mbara-512_run-1,e1d5e47a-d706-4d18-b660-e8ca2048c01c,Mbara,512_run,lay,lay,l a j,,tourneux1986,18937,,^ l a y $,default,run,courir
Mbudum-512_run-1,b8c8c4ef-debe-4cbd-9ae9-6e62dfe827be,Mbudum,512_run,hi,hi,h i,,ndokobaiprogb,13946,,^ h i $,default,run,courir
Merey-512_run-1,f5501e3b-7958-4a9c-be82-57269c0b54f1,Merey,512_run,hway,hway,hʷ a j,,gravinaetalprog,17514,,^ hw a y $,default,run,courir
Moloko-512_run-1,ac1b6a0c-ac3f-4d61-b71e-beb423459435,Moloko,512_run,həmay,həmay,h ə m a j,,friesennd,9338,,^ h ə m a y $,default,run,courir
Mpade-512_run-1,e8c5048e-65ed-4cca-b89f-4a27b2f39bcc,Mpade,512_run,fò ní,fò_ní,f o + n i,,allisonnd,14073,,^ f ò _ n í $,default,run,courir
Mser-512_run-1,dccc2162-805c-4ca8-9bd6-fdb7a46c3569,Mser,512_run,vi,vi,v i,,allisonnd,14073,,^ v i $,default,run,courir
Muyang-512_run-1,e7a1c700-db72-4287-8bc5-fde82a6295ab,Muyang,512_run,cuhwɑy,cuhwɑy,c u hʷ ɑ j,,smith,3498,,^ c u hw ɑ y $,default,run,courir
Nyimatli-512_run-1,79580d41-ee06-45fb-9fe4-36f801f9e38e,Nyimatli,512_run,ɗa,ɗa,ɗ a,,,13932,,^ ɗ a $,default,run,
Ouldeme-512_run-1,48639390-64d4-4288-8302-d2641787be42,Ouldeme,512_run,dàdàgwà,dàdàgwà,d a d a gʷ a,,kinnairdproga,11849,,^ d à d à gw à $,default,run,courir
Ouldeme-512_run-2,d5c24ab1-a408-4b35-b399-cef8067d421c,Ouldeme,512_run,tùwày,tùwày,t u w a j,,kinnairdproga,19835,,^ t ùw à y $,default,run,"courir, fuire; courir vite"
Psikye-512_run-1,9040777e-fa63-400c-9c56-e0830791c77f,Psikye,512_run,caɗe,caɗe,c a ɗ e,,mazzucci2006,13730,,^ c a ɗ e $,default,run,
Psikye-512_run-2,9847c5da-0e41-4d73-95be-82e81929485f,Psikye,512_run,xwe,xwe,xʷ e,,mazzucci2006,6925,,^ xw e $,default,run,
Vame-512_run-1,9372d611-ef93-48c3-b792-8aa10a9c4d21,Vame,512_run,gàɗ,gàɗ,g a ɗ,,kinnairdprogb,7667,,^ g à ɗ $,default,run,courir
Vame-512_run-2,9aaad367-245c-4e88-8b73-1285c0927ead,Vame,512_run,káɗà,káɗà,k a ɗ a,,kinnairdprogb,10707,,^ k á ɗ à $,default,run,courir
Zina-512_run-1,9e92f46e-21d4-47b8-98f7-8fc584519843,Zina,512_run,ghàcà,ghàcà,gʱ a c a,,schmidtetal2002,1246,,^ gh à c à $,default,run,courir
Afade-513_sacrifice-1,ef871d37-6d5c-4bdb-a3b1-beb68f50a253,Afade,513_sacrifice,hada,hada,h a d a,,allisonnd,8545,,^ h a d a $,default,sacrifice,sacrifice
Buduma-513_sacrifice-1,8867d0da-e38e-46ef-a505-ccff3c0f0130,Buduma,513_sacrifice,həadəga,həadəga,h ə a d ə g a,,mckone2009,8545,,^ h ə a d ə g a $,default,sacrifice,sacrifice
Dugwor-513_sacrifice-1,ecc3ced1-2cf5-4c1b-94d3-061d55791fd7,Dugwor,513_sacrifice,me gey kule,me_gey_kule,m e + g e j + k u l e,,gravina2004,14486,,^ m e _ g e y _ k u l e $,default,sacrifice,sacrifice
Gavar-513_sacrifice-1,bbfce757-5be6-4d03-b76d-9f2068a92974,Gavar,513_sacrifice,tɑkun,tɑkun,t ɑ k u n,,viljoenprogb,4730,,^ t ɑ k u n $,default,sacrifice,sacrifice
Gemzek-513_sacrifice-1,ec3a9bd7-ffbf-4dc5-9f8f-f41cfc221ba2,Gemzek,513_sacrifice,mavelay bə a duk,mavelay_bə_a_duk,m a v e l a j + b ə + a + d u k,,gravinanda,18138,,^ m a v e l a y _ b ə _ a _ d u k $,default,sacrifice,sacrifice
KamweFutu-513_sacrifice-1,80b23f75-70ae-43f4-8479-d402a03bbdf2,KamweFutu,513_sacrifice,ɗāmə̄lʲē,ɗāmə̄lʲē,ɗ a m ə lʲ e,,harley2009a,16863,,^ ɗ ā m ə̄ lʲ ē $,default,sacrifice,
Kanuri-513_sacrifice-1,d1e78413-8398-4156-a7b8-605b4ca70fc0,Kanuri,513_sacrifice,sádáa,sádáa,s a d a a,,,8545,,^ s á d á a $,default,sacrifice,sacrifice
Lagwan-513_sacrifice-1,7e78bed4-8739-4873-b474-dbdfb1ae328c,Lagwan,513_sacrifice,adua,adua,a d u a,,shryocknd,8545,,^ a d u a $,default,sacrifice,sacrifice
Malgbe-513_sacrifice-1,cc667a17-3d73-4370-99d7-1b1a0d95e638,Malgbe,513_sacrifice,yarga,yarga,j a r g a,,allisonnd,8545,,^ y a r g a $,default,sacrifice,sacrifice
Mbara-513_sacrifice-1,aab0aa89-2fb9-4bea-a700-b2ed8f1beb25,Mbara,513_sacrifice,jivar,jivar,j i v a r,,tourneux1986,13914,,^ j i v a r $,default,sacrifice,
MofuGudur-513_sacrifice-1,ce7795b2-3cc9-46a4-a49f-0c97ca40f414,MofuGudur,513_sacrifice,zəgəle,zəgəle,z ə g ə l e,,barreteau1988,344,,^ z ə g ə l e $,default,,sacrifice
Mpade-513_sacrifice-1,2f1f3cd0-c0e7-4d56-bf13-a22316383469,Mpade,513_sacrifice,sàrgà,sàrgà,s a r g a,,allisonnd,8545,,^ s à r g à $,default,sacrifice,sacrifice
Mpade-513_sacrifice-2,41639607-fe11-4ff9-ac7a-80546283fefc,Mpade,513_sacrifice,shi skí yo,shi_skí_yo,ʃ i + s k i + j o,,allisonnd,12273,,^ sh i _ s k í _ y o $,default,sacrifice,"faire un sacrifice, sacrifier"
Mpade-513_sacrifice-3,fc4747af-d379-4d7a-97c1-3c35fd33e2bd,Mpade,513_sacrifice,shín skí yo,shín_skí_yo,ʃ i n + s k i + j o,,allisonnd,6235,,^ sh í n _ s k í _ y o $,default,sacrifice,sacrifice
Mser-513_sacrifice-1,2010d6e0-8d67-466c-86c4-a3d95d6a0c46,Mser,513_sacrifice,sadak,sadak,s a d a k,,allisonnd,8545,,^ s a d a k $,default,sacrifice,sacrifice
Mulwi-513_sacrifice-1,db11b112-0bb5-4415-a22c-b38716284512,Mulwi,513_sacrifice,ɓaka,ɓaka,ɓ a k a,,tourneux1978,5673,,^ ɓ a k a $,default,,sacrifice
Muyang-513_sacrifice-1,1eef07c3-f1e0-4145-bef1-ff3d3e9b4f04,Muyang,513_sacrifice,cɑɗ,cɑɗ,c ɑ ɗ,,smith,2240,,^ c ɑ ɗ $,default,sacrifice,sacrifier
Muyang-513_sacrifice-2,490fb9d8-8a16-424c-9a4d-d0cc1692ac5b,Muyang,513_sacrifice,ŋɡuk,ŋɡuk,ŋ g u k,,smith,8481,,^ ŋ ɡ u k $,default,sacrifice,sacrifice
Muyang-513_sacrifice-3,f05988c5-9292-4a9b-b0fc-1ade0b6683d4,Muyang,513_sacrifice,pɑpərɑ,pɑpərɑ,p ɑ p ə r ɑ,,smith,11441,,^ p ɑ p ə r ɑ $,default,sacrifice,sacrifice
Nyimatli-513_sacrifice-1,880be238-220f-465e-944f-8e80c5c81b35,Nyimatli,513_sacrifice,sadke,sadke,s a d k e,,,3203,,^ s a d k e $,default,sacrifice,
Ouldeme-513_sacrifice-1,a009bae5-c520-45af-9418-d60ddd0dba45,Ouldeme,513_sacrifice,māt,māt,m a t,,kinnairdproga,11301,,^ m ā t $,default,sacrifice,sacrifice
ShoaArabic-513_sacrifice-1,c03f61a1-75ce-4bec-9cad-14b8a78e81ad,ShoaArabic,513_sacrifice,sadaxa,sadaxa,s a d a x a,,,8545,,^ s a d a x a $,default,sacrifice,sacrifice
Vame-513_sacrifice-1,b7566b60-e28d-4de3-b11b-0fc9d8da0f03,Vame,513_sacrifice,sádáké,sádáké,s a d a k e,,kinnairdprogb,19813,,^ s á d á k é $,default,sacrifice,sacrifice
Afade-514_saliva-1,b0146285-06fe-4591-9793-16ccb2bdb348,Afade,514_saliva,ere,ere,e r e,,allisonnd,5715,,^ e r e $,default,saliva,salive
Buwal-514_saliva-1,914405db-2926-4a19-9c49-dea625144ccd,Buwal,514_saliva,mɑyɑ,mɑyɑ,m ɑ j ɑ,,viljoenproga,4440,,^ m ɑ y ɑ $,default,saliva,salive
Cuvok-514_saliva-1,3ce5612f-4bf4-4507-b9ab-60738217868a,Cuvok,514_saliva,mahslaslaf,mahslaslaf,m a h s l a ɬ a f,,ndokobaiproga,20219,,^ m a hs l a sl a f $,default,saliva,salive
Dghwede-514_saliva-1,f9210cd2-d3d1-479d-9940-8b62b03cfe14,Dghwede,514_saliva,kafa,kafa,k a f a,,frick1977,14172,,^ k a f a $,default,saliva,
Dugwor-514_saliva-1,126ed37b-9c20-4824-a845-355d3bc0100b,Dugwor,514_saliva,slesleɓ,slesleɓ,ɬ e ɬ e ɓ,,gravina2004,2810,,^ sl e sl e ɓ $,default,saliva,salive
Gemzek-514_saliva-1,b0f02157-9bed-4892-ac57-3a335999e131,Gemzek,514_saliva,təzle,təzle,t ə ɮ e,,gravinanda,9779,,^ t ə zl e $,default,saliva,salive
GizigaMarva-514_saliva-1,1fbf5323-ea57-4a11-a68b-dcce9726eff9,GizigaMarva,514_saliva,tazlay,tazlay,t a ɮ a j,,gravina2004,4638,,^ t a zl a y $,default,saliva,salive
KamweFutu-514_saliva-1,9e3b2e06-37e3-48f3-b1d0-bbfe0a9784b4,KamweFutu,514_saliva,ndiguɗi,ndiguɗi,n d i g u ɗ i,,harley2009a,612,,^ n d i g u ɗ i $,default,saliva,
Kanuri-514_saliva-1,de90f9b0-5a37-4dfe-8cc1-e4d642fadbdd,Kanuri,514_saliva,njúlúlu; tə́téle,njúlúlu,n j u l u l u,,,3550,,^ n j ú l ú l u $,default,saliva,salive
Lagwan-514_saliva-1,9294dc44-467f-46ae-a9d1-2d1068378bdf,Lagwan,514_saliva,nahe,nahe,n a h e,,shryocknd,5715,,^ n a h e $,default,saliva,salive
Malgbe-514_saliva-1,30abb7c6-9333-4fd3-8321-c856c495dee5,Malgbe,514_saliva,enie,enie,e n i e,,allisonnd,5715,,^ e n i e $,default,saliva,salive
Margi-514_saliva-1,52f1b2aa-646a-4d33-9f1a-fd7d1529b666,Margi,514_saliva,ŋkyuli,ŋkyuli,ŋ k j u l i,,hoffmann1963,11691,,^ ŋ k y u l i $,default,saliva,
Mazera-514_saliva-1,b5e18d4d-0423-4ff3-a696-2fae08efd64c,Mazera,514_saliva,intahe,intahe,i n t a h e,,allisonnd,5715,,^ i n t a h e $,default,saliva,salive
Mbara-514_saliva-1,265fdf59-c092-408b-9c1a-d66518d33c05,Mbara,514_saliva,tinek,tinek,t i n e k,,tourneux1986,3296,,^ t i n e k $,default,saliva,
Mbudum-514_saliva-1,af59c0fa-8107-4cad-a15e-02594ba0378c,Mbudum,514_saliva,meɬeɓ,meɬeɓ,m e ɬ e ɓ,,ndokobaiprogb,17105,,^ m e ɬ e ɓ $,default,saliva,salive
Mbuko-514_saliva-1,a76b26de-f383-47b7-a4b6-d6d22b00e23d,Mbuko,514_saliva,məne,məne,m ə n e,,gravinaprog,9515,,^ m ə n e $,default,saliva,salive
Merey-514_saliva-1,25c7bc31-9ab5-4b1c-bdba-2ce5530d0afb,Merey,514_saliva,zlezleɓ,zlezleɓ,ɮ e ɮ e ɓ,,gravinaetalprog,13340,,^ zl e zl e ɓ $,default,saliva,salive
Moloko-514_saliva-1,60a1e71f-d7bc-4e6e-92b7-761e6ad06a93,Moloko,514_saliva,eslesleɓ,eslesleɓ,e ɬ e ɬ e ɓ,,friesennd,18560,,^ e sl e sl e ɓ $,default,saliva,salive
Mpade-514_saliva-1,3546b76a-4cdc-477b-9797-73c8d60ad01e,Mpade,514_saliva,èníé,èníé,e n i e,,allisonnd,5715,,^ è n í é $,default,saliva,salive
Mser-514_saliva-1,e384b742-36da-43ed-bc9e-a844aa016a27,Mser,514_saliva,ghrey,ghrey,gʱ r e j,,allisonnd,5715,,^ gh r e y $,default,saliva,salive
Muyang-514_saliva-1,9247abea-bdd2-4f45-bd32-cc661c1cdb18,Muyang,514_saliva,esliɓ,esliɓ,e ɬ i ɓ,,smith,8499,,^ e sl i ɓ $,default,saliva,salive
Nyimatli-514_saliva-1,6929e5c9-d8a0-4627-9a01-b1f759342bde,Nyimatli,514_saliva,nyakhti,nyakhti,n j a kʰ t i,,,12157,,^ n y a kh t i $,default,saliva,
Ouldeme-514_saliva-1,a3c5ddc0-cbb7-4caa-9ee7-b161fd961cc6,Ouldeme,514_saliva,àslàɓ,àslàɓ,a s l a ɓ,,kinnairdproga,161,,^ às l à ɓ $,default,saliva,salive
Sukur-514_saliva-1,d79e7dbf-16e7-4078-b6cf-ec363e68c4b0,Sukur,514_saliva,nzega,nzega,n z e g a,,david1996;thomasprog,6428,,^ n z e g a $,default,saliva,
Vame-514_saliva-1,fa6a3843-14f8-4ca4-b170-8862347e5575,Vame,514_saliva,mīnyá,mīnyá,m i n j a,,kinnairdprogb,11202,,^ m ī n y á $,default,saliva,salive
Afade-515_salt-1,93cb61f7-6f5e-4a36-b6f0-cf95e5d8c76d,Afade,515_salt,ɓɨro,ɓɨro,ɓ ɨ r o,,allisonnd,14160,,^ ɓ ɨ r o $,default,salt,sel
Buwal-515_salt-1,a8d71296-74de-4852-ad9a-0ace602eb86d,Buwal,515_salt,bəhwɑm,bəhwɑm,b ə hʷ ɑ m,,viljoenproga,9746,,^ b ə hw ɑ m $,default,salt,sel
Cuvok-515_salt-1,fb486b39-4cc7-4d85-a410-ae5a9e1af0eb,Cuvok,515_salt,zenekwe,zenekwe,z e n e kʷ e,,ndokobaiproga,13910,,^ z e n e kw e $,default,salt,sel
Dghwede-515_salt-1,51dfdfaa-c363-48db-9f35-7acadd671b44,Dghwede,515_salt,slugwle,slugwle,ɬ u gʷ l e,,frick1977,11616,,^ sl u gw l e $,default,salt,
Dugwor-515_salt-1,1f6f835f-0f1d-4589-9482-619af192de04,Dugwor,515_salt,kəlmandaŋ,kəlmandaŋ,k ə l m a n d a ŋ,,gravina2004,14914,,^ k ə l m a n d a ŋ $,default,salt,sel
Gavar-515_salt-1,0c01fe2e-e46e-4d82-a2af-6a37bfebaf17,Gavar,515_salt,ghunə,ghunə,gʱ u n ə,,viljoenprogb,5486,,^ gh u n ə $,default,salt,sel
Gemzek-515_salt-1,50e668cd-96bb-496a-9a71-7099a016f5a3,Gemzek,515_salt,sluwal,sluwal,ɬ u w a l,,gravinanda,13616,,^ sl u w a l $,default,salt,sel
GizigaMarva-515_salt-1,5755c304-2ec0-456b-b24f-c4fa799b8aac,GizigaMarva,515_salt,mandan,mandan,m a n d a n,,gravina2004,4894,,^ m a n d a n $,default,salt,sel
KamweFutu-515_salt-1,9e934fd3-7b62-4d90-8e97-da2a6b252acc,KamweFutu,515_salt,ghunə,ghunə,gʱ u n ə,,harley2009a,10482,,^ gh u n ə $,default,salt,
Kanuri-515_salt-1,54ad1ac3-1ed3-450f-a96f-09071e815620,Kanuri,515_salt,mándá,mándá,m a n d a,,,14160,,^ m á n d á $,default,salt,sel
Lagwan-515_salt-1,dc53d89e-2953-4674-b965-65a345b4acfd,Lagwan,515_salt,ghulen slan,ghulen_slan,gʱ u l e n + ɬ a n,,shryocknd,14160,,^ gh u l e n _ sl a n $,default,salt,sel
Malgbe-515_salt-1,194e5098-dfe1-49a1-bf44-378778e8336d,Malgbe,515_salt,wuran,wuran,w u r a n,,allisonnd,14160,,^ w u r a n $,default,salt,sel
Mbara-515_salt-1,5d34bde0-77aa-461c-8b6b-229ab7d2f978,Mbara,515_salt,humungis,humungis,h u m u n g i s,,tourneux1986,13607,,^ h u m u n g i s $,default,salt,
